@relation datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/sine

@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns8' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns20' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns509' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns613' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
0,5,0,2,9,cellphone
1,3,0,1,9,cellphone
1,4,0,3,7,cellphone
1,3,0,1,7,cellphone
1,4,0,0,5,cellphone
0,4,0,1,5,cellphone
1,5,0,3,5,cellphone
0,4,0,1,7,cellphone
0,5,0,2,8,cellphone
1,3,0,1,9,cellphone
1,4,0,4,15,cellphone
1,5,0,0,11,cellphone
1,5,0,2,5,cellphone
1,3,0,1,4,cellphone
1,7,0,0,7,cellphone
0,3,0,1,5,cellphone
2,4,0,2,8,cellphone
0,5,0,1,15,dalmatian
0,6,0,0,15,dalmatian
0,6,0,1,15,dalmatian
0,7,0,1,15,dalmatian
0,8,0,2,15,dalmatian
0,7,0,1,15,dalmatian
1,4,0,3,15,dalmatian
0,6,0,1,15,dalmatian
0,7,0,2,15,dalmatian
0,6,0,1,15,dalmatian
0,9,0,1,12,dalmatian
0,6,0,2,15,dalmatian
1,4,0,2,15,dalmatian
0,7,0,1,15,dalmatian
2,4,1,2,15,dalmatian
1,5,0,3,15,dalmatian
0,7,0,1,15,dalmatian
0,6,0,1,14,dalmatian
0,6,0,3,15,dalmatian
0,6,0,5,15,dalmatian
0,6,0,1,15,dalmatian
1,7,0,4,15,dalmatian
0,8,0,0,15,dalmatian
1,6,0,2,15,dalmatian
1,7,0,3,13,dalmatian
0,8,0,2,15,dalmatian
1,6,0,3,15,dalmatian
0,7,0,1,15,dalmatian
0,5,0,0,15,dalmatian
0,8,0,1,15,dalmatian
2,3,0,3,15,dalmatian
0,7,0,1,14,dalmatian
0,6,0,2,15,dalmatian
0,8,0,2,15,dalmatian
0,6,0,1,15,dalmatian
0,6,0,2,7,dalmatian
0,7,0,0,15,dalmatian
0,7,0,1,15,dalmatian
1,6,0,1,15,dalmatian
0,6,0,1,15,dalmatian
0,9,0,1,15,dalmatian
1,5,0,1,15,dalmatian
0,6,0,2,15,dalmatian
0,7,0,2,15,dalmatian
0,6,0,1,15,dalmatian
0,9,0,0,11,dalmatian
0,9,0,0,15,dalmatian
0,5,0,2,15,dalmatian
0,6,0,0,15,dalmatian
0,7,0,1,15,dalmatian
0,6,0,0,0,dalmatian
0,6,0,0,15,dalmatian
0,7,0,0,15,dalmatian
1,5,0,2,15,dalmatian
0,7,0,0,15,dalmatian
0,8,0,1,15,dalmatian
0,6,0,1,15,dalmatian
1,5,0,1,15,dalmatian
0,7,0,1,15,dalmatian
0,6,0,2,15,dalmatian
0,6,0,1,15,dalmatian
0,6,0,2,11,dalmatian
0,9,0,1,15,dalmatian
0,8,0,2,15,dalmatian
0,7,0,1,6,dalmatian
0,7,0,3,15,dalmatian
0,7,0,1,15,dalmatian
1,3,0,0,15,anchor
0,4,0,2,12,anchor
0,6,0,1,15,anchor
2,3,0,1,15,anchor
1,2,0,2,11,anchor
2,4,0,3,15,anchor
1,4,0,2,15,anchor
1,3,0,4,15,anchor
2,4,0,4,15,anchor
0,6,0,1,15,anchor
1,5,0,3,15,anchor
0,2,0,2,15,anchor
1,4,0,3,15,anchor
1,4,0,1,15,anchor
0,3,0,1,15,anchor
1,6,0,3,15,anchor
1,3,0,2,15,anchor
0,5,0,1,15,anchor
0,9,0,2,15,anchor
1,5,0,1,15,anchor
0,5,0,1,15,anchor
1,4,0,3,15,anchor
1,3,0,2,15,anchor
3,4,1,3,15,anchor
1,5,0,0,15,anchor
0,6,0,1,15,anchor
0,9,0,2,15,anchor
2,3,0,2,15,anchor
1,5,0,2,15,anchor
0,5,0,1,15,anchor
1,4,0,4,11,anchor
0,4,0,2,15,anchor
1,4,0,2,15,anchor
1,4,0,2,15,anchor
1,5,0,2,15,anchor
0,3,0,2,15,anchor
1,5,0,3,15,anchor
0,3,0,4,6,anchor
1,6,0,1,15,anchor
0,7,0,0,10,anchor
0,1,0,0,13,anchor
0,3,0,1,15,anchor
0,4,0,0,10,brain
0,5,0,2,13,brain
0,7,0,2,15,brain
0,6,0,1,9,brain
3,3,1,3,14,brain
0,5,0,1,15,brain
3,2,1,3,8,brain
1,5,0,2,15,brain
0,5,0,3,15,brain
0,4,0,0,14,brain
0,5,0,4,15,brain
1,4,0,2,15,brain
1,2,0,3,14,brain
1,4,0,5,15,brain
1,5,0,1,11,brain
2,3,0,4,14,brain
0,5,0,2,15,brain
0,4,0,2,15,brain
1,3,0,1,15,brain
0,4,0,0,14,brain
0,4,0,0,11,brain
1,6,0,2,15,brain
0,7,0,0,15,brain
0,5,0,0,9,brain
0,6,0,2,15,brain
1,6,0,3,15,brain
0,5,0,2,14,brain
0,5,0,3,15,brain
0,5,0,3,15,brain
0,4,0,3,7,brain
3,3,0,4,11,brain
2,4,0,2,6,brain
0,6,0,2,15,brain
0,6,0,1,15,brain
0,5,0,1,15,brain
0,5,0,1,15,brain
0,6,0,1,15,brain
0,4,0,1,7,brain
1,3,0,1,15,brain
0,2,0,1,15,brain
0,7,0,3,15,brain
0,5,0,1,15,brain
2,4,0,3,10,brain
2,3,0,3,15,brain
0,4,0,1,15,brain
2,4,1,3,15,brain
1,6,0,2,11,brain
0,5,0,1,15,brain
0,5,0,1,15,brain
0,5,0,1,7,brain
0,4,0,0,14,brain
0,7,0,1,15,brain
4,2,1,4,12,brain
1,5,0,1,11,brain
1,3,0,4,15,brain
2,3,1,3,15,brain
0,5,0,1,14,brain
0,6,0,1,15,brain
0,5,0,3,6,brain
0,3,0,0,14,brain
0,4,0,1,10,brain
0,5,0,3,6,brain
0,5,0,1,12,brain
0,3,0,0,11,brain
1,5,1,4,14,brain
0,5,0,3,15,brain
0,4,0,0,13,brain
0,5,0,3,15,brain
0,4,0,1,7,brain
0,5,0,2,15,brain
1,4,0,2,15,brain
0,6,0,1,10,brain
2,3,1,4,10,brain
0,5,0,2,7,brain
0,5,0,2,14,brain
0,4,0,0,15,brain
0,7,0,2,15,brain
3,2,1,3,15,brain
1,4,0,2,13,brain
0,4,0,3,6,brain
2,3,0,2,15,brain
0,5,0,1,10,brain
0,4,0,0,13,brain
0,5,0,1,15,brain
0,4,0,0,13,brain
1,3,0,2,6,brain
1,4,0,2,9,brain
2,3,0,2,15,brain
3,2,1,4,3,brain
1,1,0,2,11,brain
1,7,0,3,7,brain
1,4,0,4,15,brain
0,3,0,0,13,brain
0,5,0,2,7,brain
1,4,0,1,6,brain
0,6,0,2,12,brain
2,4,0,2,9,brain
0,6,0,2,15,brain
0,5,0,0,15,ewer
0,5,0,1,15,ewer
0,5,0,3,9,ewer
0,5,0,2,15,ewer
0,6,0,0,14,ewer
0,5,0,4,15,ewer
1,5,0,2,15,ewer
1,3,0,3,15,ewer
0,4,0,0,15,ewer
1,4,0,1,8,ewer
1,4,0,3,14,ewer
1,4,0,1,15,ewer
0,7,0,1,15,ewer
1,4,0,2,15,ewer
1,5,0,4,15,ewer
1,5,0,2,10,ewer
0,5,0,0,15,ewer
1,6,0,0,15,ewer
1,3,0,2,15,ewer
0,6,0,2,15,ewer
1,4,0,2,15,ewer
1,6,0,0,15,ewer
1,4,0,3,15,ewer
1,4,0,2,11,ewer
0,4,0,0,15,ewer
0,6,0,1,15,ewer
0,6,0,1,15,ewer
1,3,0,3,15,ewer
0,6,0,1,15,ewer
1,4,0,3,15,ewer
0,4,0,3,15,ewer
0,6,0,1,15,ewer
2,4,0,3,12,ewer
0,5,0,2,0,ewer
1,6,0,2,15,ewer
0,5,0,3,15,ewer
1,5,0,3,12,ewer
0,5,0,3,14,ewer
1,5,0,4,15,ewer
1,3,0,5,15,ewer
2,3,1,3,14,ewer
1,4,0,3,15,ewer
2,4,0,3,15,ewer
0,5,0,1,15,ewer
0,6,0,3,15,ewer
0,4,0,2,15,ewer
0,5,0,1,15,ewer
0,7,0,4,15,ewer
0,6,0,1,15,ewer
1,4,0,3,15,ewer
0,6,0,3,15,ewer
0,5,0,1,15,ewer
0,5,0,1,15,ewer
1,7,0,4,15,ewer
0,4,0,2,15,ewer
0,6,0,2,15,ewer
0,6,0,1,15,ewer
1,3,0,3,15,ewer
1,4,0,2,15,ewer
1,5,0,2,8,ewer
0,5,0,2,15,ewer
1,3,0,2,15,ewer
0,7,0,1,15,ewer
0,10,0,1,15,ewer
1,4,0,3,15,ewer
0,10,0,1,15,ewer
1,5,0,3,15,ewer
0,6,0,2,15,ewer
2,4,1,3,14,ewer
1,4,0,1,15,ewer
0,6,0,1,15,ewer
2,3,0,3,0,ewer
1,5,0,2,15,ewer
0,7,0,1,15,ewer
1,3,0,2,15,ewer
1,4,0,5,15,ewer
1,5,0,1,15,ewer
0,6,0,0,15,ewer
0,6,0,0,15,ewer
0,4,0,1,15,ewer
0,5,0,1,13,ewer
1,3,0,2,15,ewer
0,4,0,0,15,ewer
0,4,0,1,15,ewer
0,5,0,2,15,ewer
0,7,0,2,15,buddha
0,6,0,0,15,buddha
0,6,0,2,0,buddha
0,6,0,2,10,buddha
1,4,0,2,15,buddha
1,3,0,3,15,buddha
0,5,0,2,15,buddha
0,5,0,1,15,buddha
0,5,0,1,15,buddha
0,5,0,1,9,buddha
0,5,0,2,15,buddha
2,3,0,3,15,buddha
2,3,0,3,15,buddha
2,4,0,1,15,buddha
0,5,0,2,15,buddha
0,6,0,2,0,buddha
1,5,1,2,0,buddha
1,3,0,3,15,buddha
0,4,0,4,15,buddha
0,6,0,0,15,buddha
0,7,0,2,12,buddha
1,4,0,3,15,buddha
1,3,0,3,6,buddha
2,2,0,3,15,buddha
1,5,0,1,15,buddha
0,5,0,1,15,buddha
0,5,0,2,15,buddha
0,4,0,0,15,buddha
0,5,0,1,15,buddha
1,3,0,2,15,buddha
0,5,0,1,6,buddha
3,3,1,3,15,buddha
1,4,0,2,15,buddha
0,5,0,2,15,buddha
0,8,0,1,15,buddha
0,5,0,2,15,buddha
0,5,0,1,15,buddha
0,6,0,1,0,buddha
0,7,0,1,14,buddha
0,6,0,0,15,buddha
0,6,0,2,7,buddha
0,6,0,1,0,buddha
0,6,0,3,15,buddha
0,5,0,3,9,buddha
0,4,0,2,15,buddha
0,5,0,0,15,buddha
1,4,0,3,13,buddha
1,5,0,2,15,buddha
0,6,0,3,15,buddha
1,5,0,1,0,buddha
0,6,0,0,5,buddha
0,3,0,3,15,buddha
0,5,0,1,0,buddha
0,7,0,1,15,buddha
0,6,0,1,15,buddha
0,6,0,3,15,buddha
0,5,0,3,15,buddha
1,4,0,2,15,buddha
0,5,0,0,15,buddha
1,7,0,1,0,buddha
0,6,0,0,15,buddha
1,4,0,0,15,buddha
0,7,0,2,0,buddha
1,5,0,3,15,buddha
0,3,0,1,15,buddha
0,4,0,1,15,buddha
0,9,0,1,15,buddha
0,9,0,1,15,buddha
1,5,0,1,12,buddha
1,3,0,3,15,buddha
0,8,0,2,10,buddha
1,4,0,2,15,buddha
0,4,0,1,14,buddha
0,4,0,1,5,buddha
2,4,0,5,14,buddha
3,2,1,2,15,buddha
2,4,1,4,0,buddha
1,4,0,2,15,buddha
0,5,0,1,15,buddha
1,4,0,2,15,buddha
0,4,0,2,15,buddha
0,5,0,0,15,buddha
0,4,0,1,15,buddha
0,5,0,1,15,buddha
1,5,0,1,15,buddha
1,4,0,3,14,bonsai
0,4,0,3,5,bonsai
1,3,0,4,15,bonsai
2,3,0,3,15,bonsai
2,5,0,4,15,bonsai
1,4,1,3,15,bonsai
1,4,0,3,15,bonsai
1,6,0,3,13,bonsai
1,6,0,4,12,bonsai
2,3,1,4,11,bonsai
1,2,0,4,6,bonsai
2,3,0,3,15,bonsai
1,4,0,3,15,bonsai
1,3,0,1,15,bonsai
1,3,0,2,15,bonsai
2,3,1,4,15,bonsai
0,4,0,3,15,bonsai
1,3,0,4,15,bonsai
2,4,0,4,15,bonsai
1,5,0,3,15,bonsai
1,5,0,1,15,bonsai
0,5,0,1,15,bonsai
1,5,0,2,15,bonsai
0,5,0,3,15,bonsai
1,4,0,3,7,bonsai
0,5,0,2,2,bonsai
1,5,0,2,15,bonsai
1,6,0,3,15,bonsai
2,3,0,3,15,bonsai
0,5,0,1,6,bonsai
1,4,0,4,15,bonsai
1,4,0,4,5,bonsai
0,5,0,4,15,bonsai
1,8,0,4,2,bonsai
2,2,0,2,15,bonsai
0,4,0,3,15,bonsai
0,5,0,3,15,bonsai
0,4,0,2,9,bonsai
1,4,0,3,15,bonsai
0,4,0,1,15,bonsai
0,5,0,2,15,bonsai
1,3,0,4,15,bonsai
1,5,0,4,12,bonsai
2,3,0,4,15,bonsai
0,6,0,2,15,bonsai
1,2,0,2,10,bonsai
0,3,0,4,15,bonsai
0,4,0,3,15,bonsai
1,4,0,4,15,bonsai
1,3,0,2,12,bonsai
0,6,0,3,15,bonsai
0,6,0,2,15,bonsai
1,4,0,3,15,bonsai
2,3,1,2,15,bonsai
1,4,0,4,15,bonsai
1,4,0,4,14,bonsai
0,4,0,3,15,bonsai
1,3,0,3,15,bonsai
0,7,0,3,12,bonsai
0,4,0,2,15,bonsai
0,4,0,2,15,bonsai
0,4,0,3,15,bonsai
1,4,0,4,14,bonsai
1,2,0,4,15,bonsai
1,3,0,3,14,bonsai
1,4,0,3,15,bonsai
0,4,0,3,15,bonsai
2,3,1,3,15,bonsai
1,3,0,4,15,bonsai
2,2,0,1,0,bonsai
1,4,0,2,10,bonsai
1,4,0,3,15,bonsai
1,3,0,3,15,bonsai
1,5,0,3,7,bonsai
0,5,0,4,15,bonsai
0,5,0,2,9,bonsai
1,4,1,4,15,bonsai
2,3,1,4,15,bonsai
1,3,0,3,15,bonsai
1,4,1,4,15,bonsai
0,4,0,3,15,bonsai
1,4,0,3,11,bonsai
1,4,0,3,13,bonsai
1,4,0,3,15,bonsai
1,7,0,3,13,bonsai
2,3,0,3,15,bonsai
1,4,0,3,15,bonsai
0,2,0,2,15,bonsai
1,4,1,5,15,bonsai
1,3,0,4,14,bonsai
1,3,0,5,15,bonsai
0,3,0,4,15,bonsai
0,3,0,1,15,bonsai
0,5,0,3,15,bonsai
1,4,0,4,15,bonsai
1,2,0,3,7,bonsai
1,2,0,4,15,bonsai
0,4,0,3,15,bonsai
1,4,0,5,15,bonsai
1,3,0,2,15,bonsai
1,5,0,2,15,bonsai
1,6,0,3,13,bonsai
1,4,0,3,15,bonsai
1,4,0,3,15,bonsai
0,5,0,3,15,bonsai
0,5,0,1,15,bonsai
2,3,0,2,15,bonsai
1,4,0,3,15,bonsai
1,4,0,3,15,bonsai
1,5,0,4,15,bonsai
0,4,0,1,15,bonsai
1,4,0,3,15,bonsai
2,4,0,4,15,bonsai
0,5,0,3,14,bonsai
0,4,0,4,15,bonsai
0,3,0,2,15,bonsai
2,3,0,4,15,bonsai
1,3,1,4,15,bonsai
1,4,0,4,15,bonsai
2,3,1,4,15,bonsai
1,4,0,1,15,bonsai
2,4,0,4,0,bonsai
1,4,0,3,14,bonsai
1,4,0,4,15,bonsai
1,3,0,4,15,bonsai
2,3,0,4,9,bonsai
0,5,0,2,0,bonsai
0,7,0,2,15,bonsai
0,5,0,3,15,chair
0,6,0,2,15,chair
1,4,0,3,15,chair
0,3,0,1,15,chair
0,6,0,1,15,chair
0,3,0,2,12,chair
1,4,0,3,14,chair
0,7,0,1,15,chair
1,6,0,1,0,chair
0,3,0,0,15,chair
1,10,0,0,15,chair
1,5,0,2,0,chair
1,5,0,2,0,chair
1,3,0,3,15,chair
0,5,0,1,15,chair
1,4,0,0,15,chair
1,4,0,2,15,chair
2,4,0,2,15,chair
0,5,0,3,15,chair
1,4,0,4,15,chair
0,6,0,2,15,chair
1,4,0,2,15,chair
0,4,0,1,15,chair
3,2,1,4,14,chair
2,3,0,3,15,chair
0,3,0,2,15,chair
1,4,0,3,0,chair
0,5,0,0,15,chair
0,4,0,2,15,chair
2,5,1,1,15,chair
0,6,0,2,0,chair
0,4,0,4,15,chair
0,7,0,2,15,chair
1,3,0,2,7,chair
1,2,0,0,6,chair
0,4,0,2,15,chair
1,3,0,2,15,chair
1,4,0,2,15,chair
1,4,0,1,15,chair
0,5,0,2,15,chair
1,6,0,0,0,chair
1,4,0,2,0,chair
1,5,0,1,15,chair
0,6,0,2,15,chair
1,5,0,3,15,chair
0,3,0,1,6,chair
0,4,0,3,14,chair
0,3,0,1,15,chair
0,5,0,1,15,chair
1,4,0,1,4,chair
1,4,0,0,15,chair
1,5,0,1,15,chair
0,6,0,2,11,chair
3,2,1,5,14,chair
0,8,0,0,15,chair
0,6,0,2,15,chair
0,5,0,1,15,chair
2,3,1,3,1,chair
0,4,0,0,15,chair
1,5,0,3,0,chair
0,6,0,1,15,chair
0,4,0,1,15,chair
0,3,0,2,14,airplanes
0,4,0,3,15,airplanes
0,3,0,3,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,4,0,3,15,airplanes
0,4,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,1,15,airplanes
0,3,0,6,15,airplanes
0,4,0,2,0,airplanes
0,4,0,2,15,airplanes
0,2,0,1,15,airplanes
0,4,0,2,15,airplanes
0,2,0,3,15,airplanes
1,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,2,0,0,15,airplanes
0,5,0,1,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,5,0,1,8,airplanes
0,3,0,3,15,airplanes
0,2,0,2,15,airplanes
0,4,0,1,15,airplanes
0,4,0,2,15,airplanes
0,3,0,0,15,airplanes
0,2,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,5,0,3,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,4,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,3,0,3,15,airplanes
0,4,0,2,15,airplanes
0,2,0,5,15,airplanes
0,4,0,3,15,airplanes
0,3,0,2,15,airplanes
0,2,0,1,15,airplanes
0,2,0,2,15,airplanes
0,3,0,1,15,airplanes
0,4,0,3,15,airplanes
0,3,0,3,15,airplanes
0,3,0,3,15,airplanes
0,4,0,3,15,airplanes
0,2,0,0,15,airplanes
1,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,3,0,0,15,airplanes
1,3,0,1,15,airplanes
0,2,0,4,15,airplanes
0,3,0,1,15,airplanes
0,5,0,2,15,airplanes
0,3,0,5,15,airplanes
0,2,0,2,15,airplanes
0,4,0,0,15,airplanes
0,4,0,2,15,airplanes
0,4,0,2,15,airplanes
0,4,0,2,9,airplanes
1,3,0,3,15,airplanes
0,4,0,1,15,airplanes
0,2,0,1,15,airplanes
0,3,0,1,15,airplanes
0,3,0,4,15,airplanes
0,3,0,4,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,4,0,4,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,3,0,3,15,airplanes
0,3,0,2,15,airplanes
0,4,0,2,15,airplanes
0,2,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,8,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,4,0,3,15,airplanes
0,3,0,4,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,2,0,1,15,airplanes
1,2,0,3,15,airplanes
0,3,0,1,15,airplanes
0,4,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,2,0,2,15,airplanes
0,3,0,3,15,airplanes
0,2,0,4,15,airplanes
0,1,0,1,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,1,15,airplanes
0,4,0,2,15,airplanes
0,2,0,2,15,airplanes
0,2,0,4,15,airplanes
0,3,0,1,15,airplanes
0,5,0,2,15,airplanes
0,3,0,3,15,airplanes
0,4,0,1,11,airplanes
0,2,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,2,0,3,15,airplanes
0,4,0,3,8,airplanes
0,3,0,0,15,airplanes
0,2,0,0,15,airplanes
0,2,0,2,15,airplanes
0,4,0,1,15,airplanes
0,4,0,3,15,airplanes
0,2,0,3,15,airplanes
0,2,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,4,0,1,13,airplanes
0,2,0,4,15,airplanes
0,3,0,1,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,2,0,0,15,airplanes
0,2,0,1,15,airplanes
0,3,0,1,15,airplanes
0,2,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,4,0,1,15,airplanes
0,2,0,0,15,airplanes
0,4,0,0,15,airplanes
0,4,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,4,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,3,0,3,15,airplanes
0,2,0,3,15,airplanes
0,3,0,3,15,airplanes
0,2,0,6,15,airplanes
0,2,0,1,15,airplanes
0,3,0,1,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,2,0,0,15,airplanes
0,4,0,0,15,airplanes
0,4,0,1,15,airplanes
0,3,0,3,15,airplanes
0,3,0,0,15,airplanes
0,3,0,4,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,4,0,0,15,airplanes
0,4,0,1,15,airplanes
0,2,0,1,15,airplanes
0,3,0,1,15,airplanes
0,1,0,0,15,airplanes
0,3,0,1,15,airplanes
0,4,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,6,15,airplanes
0,3,0,1,15,airplanes
1,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,2,0,2,15,airplanes
0,2,0,3,15,airplanes
0,3,0,0,15,airplanes
0,2,0,3,15,airplanes
0,3,0,0,15,airplanes
1,1,0,1,15,airplanes
0,2,0,0,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,11,airplanes
0,3,0,1,15,airplanes
0,2,0,3,15,airplanes
0,3,0,3,15,airplanes
0,3,0,0,15,airplanes
0,2,0,1,15,airplanes
0,5,0,3,15,airplanes
0,3,0,0,15,airplanes
0,2,0,2,15,airplanes
0,2,0,0,15,airplanes
0,2,0,0,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,3,0,4,13,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,2,0,0,15,airplanes
0,3,0,3,15,airplanes
0,3,0,2,15,airplanes
0,4,0,1,15,airplanes
0,3,0,3,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,3,0,3,15,airplanes
0,4,0,3,15,airplanes
0,3,0,3,15,airplanes
0,2,0,3,15,airplanes
0,2,0,3,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,2,0,1,15,airplanes
0,3,0,2,15,airplanes
0,2,0,1,15,airplanes
0,2,0,1,15,airplanes
0,4,0,0,15,airplanes
0,2,0,0,15,airplanes
0,2,0,2,15,airplanes
0,2,0,2,15,airplanes
0,3,0,3,15,airplanes
0,4,0,0,15,airplanes
0,4,0,1,15,airplanes
0,3,0,1,15,airplanes
0,3,0,4,15,airplanes
0,3,0,1,15,airplanes
0,2,0,2,15,airplanes
0,2,0,1,15,airplanes
0,3,0,4,15,airplanes
0,3,0,2,15,airplanes
1,3,0,1,15,airplanes
0,2,0,0,15,airplanes
0,5,0,2,15,airplanes
0,2,0,0,15,airplanes
0,3,0,5,15,airplanes
0,3,0,3,15,airplanes
0,3,0,2,15,airplanes
0,4,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,1,15,airplanes
0,2,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,2,0,1,15,airplanes
0,4,0,2,15,airplanes
0,3,0,0,15,airplanes
0,3,0,3,15,airplanes
0,2,0,0,15,airplanes
0,2,0,0,15,airplanes
0,2,0,2,15,airplanes
0,1,0,1,15,airplanes
0,3,0,0,15,airplanes
0,4,0,4,15,airplanes
0,3,0,0,15,airplanes
0,2,0,0,15,airplanes
0,2,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,1,15,airplanes
0,2,0,4,15,airplanes
0,4,0,2,15,airplanes
0,3,0,3,15,airplanes
0,3,0,0,15,airplanes
0,2,0,1,15,airplanes
0,3,0,0,15,airplanes
0,4,0,4,15,airplanes
0,2,0,0,15,airplanes
0,3,0,2,15,airplanes
0,4,0,3,14,airplanes
0,2,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,2,0,3,15,airplanes
0,3,0,3,15,airplanes
0,2,0,2,15,airplanes
0,3,0,4,15,airplanes
0,3,0,4,15,airplanes
0,2,0,3,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,2,0,2,15,airplanes
0,3,0,2,15,airplanes
0,2,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,3,15,airplanes
0,4,0,4,15,airplanes
0,3,0,1,15,airplanes
0,3,0,0,15,airplanes
0,2,0,1,15,airplanes
0,2,0,1,15,airplanes
0,3,0,4,14,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,2,0,0,15,airplanes
0,3,0,1,15,airplanes
0,3,0,2,15,airplanes
0,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,3,0,0,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,2,0,2,15,airplanes
0,3,0,2,15,airplanes
0,3,0,4,15,airplanes
0,3,0,3,15,airplanes
0,3,0,2,15,airplanes
0,2,0,0,15,airplanes
0,4,0,1,15,airplanes
0,5,0,2,8,airplanes
0,3,0,2,15,airplanes
0,4,0,4,15,airplanes
