@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CorrelationAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 30'

@attribute 'Spatial Pyramid of Local Binary Patterns153' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns549' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns31' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns12' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns15' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns399' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns405' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns111' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns476' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns24' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns25' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns9' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns359' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns139' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns427' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns14' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns103' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns160' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns396' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns18' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns513' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns147' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns123' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns358' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns21' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns26' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns175' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns411' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns362' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
2,2,3,3,1,1,4,2,4,15,1,1,2,6,3,3,1,0,5,12,1,2,4,1,3,2,1,3,1,1,chandelier
1,2,3,2,1,2,3,1,3,15,1,1,1,6,2,3,1,4,7,13,1,1,3,2,6,2,1,2,1,6,chandelier
1,1,3,2,1,1,2,1,2,8,1,1,1,15,1,1,1,3,10,6,1,1,3,1,10,2,2,3,1,8,chandelier
1,1,0,0,0,0,2,2,0,15,0,0,1,5,0,1,0,0,15,14,0,2,0,0,3,0,0,0,1,10,chandelier
2,2,1,1,0,0,0,1,1,6,0,0,3,15,1,0,0,1,12,0,0,0,1,0,4,1,1,1,0,0,chandelier
2,2,1,1,1,0,2,1,1,15,1,1,2,8,1,1,1,0,9,10,1,0,1,1,11,1,1,1,1,8,chandelier
2,2,2,2,2,1,2,2,1,8,1,1,2,15,1,1,2,2,6,11,1,3,2,0,15,1,1,1,1,6,chandelier
0,1,0,0,0,0,0,1,0,9,0,0,0,0,0,1,0,0,15,8,0,1,0,0,0,0,0,0,1,2,chandelier
1,1,1,1,1,0,1,1,1,10,1,1,1,14,1,1,1,1,9,9,1,0,2,0,15,1,1,1,1,6,chandelier
1,1,2,2,1,1,0,1,2,15,0,0,1,15,2,2,1,0,7,4,1,1,2,1,15,1,1,2,1,4,chandelier
3,3,3,2,1,1,4,3,3,4,1,1,3,10,3,4,1,2,3,15,1,3,3,1,11,1,1,3,1,3,chandelier
3,1,3,3,2,1,4,3,3,0,1,1,3,5,2,2,1,2,11,15,1,2,2,1,5,2,2,3,2,4,chandelier
2,2,2,2,1,1,2,1,1,9,1,1,2,14,2,4,1,1,8,11,1,2,2,0,15,3,2,2,0,3,chandelier
3,2,1,1,1,1,1,2,1,11,1,1,3,9,1,1,1,1,10,12,1,1,1,0,7,1,1,1,0,6,chandelier
1,1,1,1,1,1,1,1,1,12,1,1,2,12,1,1,1,1,10,8,1,1,1,1,13,1,1,0,1,7,cup
2,0,1,1,1,1,1,0,0,6,1,1,2,7,0,0,1,2,15,4,1,3,1,0,9,1,1,0,0,10,cup
0,0,0,0,0,0,1,1,0,15,0,0,0,7,0,0,0,0,12,6,0,1,0,0,12,0,0,0,0,4,cup
0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,cup
0,0,1,1,0,1,2,1,1,4,1,1,1,5,1,0,1,0,8,6,0,0,0,1,8,1,1,0,1,6,cup
1,2,1,0,0,0,0,1,0,15,0,0,1,5,0,0,0,1,6,5,0,1,1,0,7,1,0,0,1,2,cup
0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,1,cup
2,2,4,4,1,1,1,9,3,2,1,1,3,15,3,2,1,5,3,15,1,2,4,1,15,1,1,5,1,3,cup
1,3,1,1,1,0,2,1,2,15,1,1,1,8,2,2,1,0,9,11,1,0,1,1,10,1,1,1,1,5,cup
2,1,0,0,0,0,0,4,0,15,0,0,2,9,0,0,1,0,13,8,1,3,0,1,10,0,0,0,2,2,cup
1,1,1,1,0,0,1,3,1,13,1,0,1,9,1,2,1,1,8,10,1,1,1,1,11,1,1,1,1,6,cup
2,2,1,1,1,1,2,1,2,14,0,1,1,3,1,1,1,1,14,7,1,1,1,1,6,0,0,1,1,8,cup
0,0,0,0,0,0,0,0,0,15,0,0,1,4,0,0,0,0,12,2,0,1,0,0,5,0,0,0,0,4,cup
0,0,0,0,0,0,1,0,0,15,0,0,0,3,0,0,0,0,3,3,0,0,0,0,11,0,0,0,1,0,cup
1,1,0,0,0,0,1,1,0,15,0,0,0,3,0,0,0,0,6,5,0,2,0,0,5,0,0,0,0,0,cup
3,1,0,0,0,0,2,0,1,2,0,0,3,9,0,0,1,0,15,12,0,1,0,0,9,0,0,0,1,5,cup
3,2,1,1,1,1,2,1,1,0,1,1,3,8,1,2,1,0,12,8,1,2,1,1,2,0,1,0,1,10,cup
2,2,0,0,0,0,0,1,0,12,0,0,2,6,0,0,0,0,13,1,0,7,0,0,10,0,0,0,0,2,cup
2,0,0,0,0,0,0,2,0,15,0,0,1,2,0,0,1,0,7,1,1,1,1,0,7,1,1,0,0,4,cup
1,1,1,1,0,0,2,1,2,15,0,0,1,10,1,2,0,0,7,3,0,3,1,0,6,0,1,1,0,2,cup
1,1,1,1,1,1,0,0,1,11,1,1,1,10,1,0,2,1,14,1,1,2,1,1,15,1,1,1,1,6,cup
0,3,0,0,0,0,0,1,0,11,0,0,1,4,0,0,0,0,8,4,0,2,0,0,3,0,0,0,0,7,cup
0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,3,0,1,0,0,13,0,0,0,0,7,cup
3,1,0,0,0,0,0,0,0,8,0,0,2,4,0,0,0,0,14,1,0,5,0,0,10,0,0,0,0,5,cup
1,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,6,0,0,0,0,0,4,0,0,1,0,0,cup
1,2,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,cup
2,2,1,1,0,0,1,1,0,15,0,0,2,15,0,1,0,1,15,5,0,1,1,0,5,0,1,1,0,4,cup
0,0,0,0,0,0,0,2,0,15,0,0,0,7,0,0,0,0,7,2,0,0,0,0,5,0,0,0,0,8,cup
2,2,2,2,1,1,2,2,1,9,1,1,2,4,1,2,1,1,6,9,1,1,2,1,2,0,1,2,1,5,cup
1,1,1,1,0,1,2,1,1,15,1,1,1,7,1,1,1,0,11,10,1,1,1,1,10,1,1,1,1,4,cup
0,0,1,1,0,0,0,0,2,15,0,0,0,2,2,0,0,1,7,0,0,0,1,1,1,0,0,0,0,0,cup
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,cup
2,1,0,0,0,0,0,0,0,15,0,0,1,12,0,0,0,1,11,8,1,0,0,0,15,0,0,0,0,4,cup
3,1,2,1,0,0,2,1,2,0,0,0,2,0,1,0,0,0,4,2,0,1,2,0,0,0,0,1,1,2,cup
1,1,1,0,0,0,0,1,0,15,0,0,1,8,0,0,1,1,12,6,1,0,0,0,7,0,0,0,0,9,cup
2,1,2,1,1,0,2,5,2,4,1,1,2,6,1,1,1,2,7,14,1,2,2,0,15,1,1,2,1,4,cup
0,0,0,0,0,0,0,3,0,15,0,0,1,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,5,cup
0,0,0,0,0,0,0,2,0,15,0,0,0,8,0,0,0,0,9,3,0,0,0,0,8,0,0,0,0,2,cup
0,0,0,0,0,0,0,1,0,15,0,0,1,8,0,0,0,0,4,1,0,0,1,0,2,1,1,0,0,2,cup
1,1,2,2,1,1,1,1,2,14,1,1,2,15,2,2,2,2,10,10,2,2,2,1,15,1,1,2,1,8,cup
1,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,9,2,0,0,0,0,5,0,0,0,0,1,cup
2,4,1,0,0,0,3,1,1,15,1,0,2,11,0,1,1,0,9,13,1,1,1,0,9,1,1,0,1,7,cup
3,3,0,0,0,0,0,0,0,15,0,0,1,2,0,0,0,0,9,1,0,0,1,0,5,0,0,1,0,3,cup
1,0,1,1,0,0,0,4,1,15,0,1,2,11,1,1,1,1,9,1,1,0,1,0,15,1,1,0,0,6,cup
1,0,2,3,1,1,1,1,2,7,1,1,1,11,4,2,1,2,6,11,1,1,2,1,15,3,2,3,4,3,cup
1,1,1,0,1,1,1,1,1,15,1,1,1,9,1,1,1,0,13,12,1,0,1,1,14,1,1,1,1,4,cup
0,1,0,0,0,0,1,2,1,15,0,0,1,15,1,1,0,0,8,11,0,1,1,1,11,0,1,0,1,2,cup
1,2,0,0,1,1,0,2,1,0,1,1,2,13,0,0,1,0,15,6,1,3,1,1,6,0,0,0,1,6,cup
3,1,0,0,0,0,0,1,0,10,0,0,2,5,0,0,0,0,15,0,0,2,0,0,4,0,0,0,0,3,cup
0,0,0,0,0,0,0,0,0,6,0,0,5,10,0,1,0,0,11,2,0,1,1,0,15,1,0,1,0,2,cup
1,0,1,1,0,0,0,0,1,15,1,1,1,6,0,0,1,1,15,3,1,1,1,0,10,0,0,1,0,8,cup
0,0,0,1,0,0,0,0,0,15,0,0,1,4,1,0,1,1,6,1,0,0,1,0,6,1,1,1,0,2,cup
3,3,0,0,0,0,0,0,0,9,0,0,2,14,0,0,0,0,8,4,0,4,0,0,15,0,0,0,0,1,cup
0,0,0,0,0,0,0,0,1,15,0,0,1,15,0,0,0,0,8,0,0,1,0,0,4,0,0,0,0,4,cup
1,2,0,0,0,0,0,0,0,15,0,0,1,7,0,0,1,1,14,4,1,3,0,0,13,0,0,0,1,3,cup
2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,10,12,0,1,1,0,0,1,1,1,0,1,cup
1,0,1,1,0,0,1,0,0,15,0,0,0,6,0,0,0,0,10,0,0,0,2,0,7,0,0,3,0,2,cup
3,5,2,2,1,1,2,4,2,12,1,1,3,0,2,2,1,2,7,12,1,1,2,1,0,1,1,2,2,2,ferry
2,2,0,0,1,1,1,2,1,0,1,1,3,10,0,0,1,0,15,8,1,0,0,1,0,0,1,1,1,12,ferry
2,3,0,0,0,0,0,4,0,15,0,0,3,0,0,0,0,2,4,7,1,3,0,0,0,0,0,0,0,4,ferry
3,3,2,2,1,1,3,1,2,6,1,1,3,15,3,2,1,2,3,11,1,3,2,1,14,1,1,2,1,4,ferry
1,2,1,1,0,0,1,1,1,11,1,1,4,11,0,1,1,0,14,8,1,5,1,0,13,1,1,1,0,8,ferry
1,2,1,1,1,1,2,1,1,15,1,1,1,0,1,1,1,0,12,9,1,1,1,1,0,0,1,1,1,13,ferry
1,0,1,1,1,1,0,3,0,15,1,1,2,10,0,0,1,1,12,6,1,2,1,0,8,1,1,1,1,9,ferry
2,2,1,1,0,1,0,3,0,8,1,1,3,15,0,0,1,1,5,7,1,1,1,0,12,1,1,0,0,4,ferry
2,3,1,1,1,1,2,3,2,0,1,1,3,0,1,1,1,0,14,14,1,0,1,1,0,1,1,1,0,4,ferry
2,3,0,0,1,0,0,5,0,15,0,1,3,10,0,0,1,0,11,8,1,3,0,0,15,0,0,0,0,6,ferry
2,2,1,0,1,0,3,3,1,15,0,1,2,9,0,1,0,0,12,11,1,3,1,1,13,1,0,1,1,6,ferry
7,7,1,1,0,1,1,6,0,4,1,0,5,14,1,2,1,1,8,8,1,4,0,0,15,0,0,0,1,5,ferry
1,1,0,0,0,0,0,2,0,8,0,0,1,0,0,0,0,0,12,8,0,0,0,0,0,0,0,0,0,4,ferry
3,3,1,0,0,0,2,2,1,6,1,1,3,0,0,1,0,1,5,9,0,4,1,1,0,0,1,0,1,8,ferry
2,3,1,1,0,0,1,1,0,5,0,1,2,14,0,0,0,2,2,8,1,2,0,0,14,0,0,0,0,6,ferry
3,3,1,1,1,1,0,3,1,12,1,1,4,12,1,1,1,1,5,6,1,3,1,0,8,0,0,0,1,8,ferry
2,2,0,0,0,0,0,2,0,5,0,0,2,6,0,0,0,0,14,5,0,3,0,0,15,0,0,0,1,4,ferry
2,2,1,0,1,0,1,3,1,15,1,1,5,5,1,0,1,1,15,8,1,5,1,1,4,0,0,0,0,9,ferry
3,3,0,0,0,0,2,2,1,0,0,0,2,0,1,1,1,0,5,10,0,0,1,0,0,0,0,1,0,4,ferry
3,1,1,1,1,1,2,1,1,10,1,1,2,8,1,1,1,1,5,8,1,1,2,1,8,1,1,0,1,7,ferry
2,3,1,1,1,1,2,4,1,15,1,1,3,4,1,2,1,0,5,12,1,3,1,1,3,1,1,0,1,4,ferry
2,2,2,2,1,1,2,2,2,5,1,1,3,14,3,2,1,2,1,12,1,4,2,1,13,1,1,3,1,3,ferry
3,2,1,1,1,0,0,2,1,5,1,1,3,2,0,1,1,0,8,11,1,0,0,0,3,1,1,0,1,2,ferry
2,0,1,1,1,0,1,2,0,15,1,1,2,7,1,0,1,1,12,7,1,1,0,0,7,0,1,0,0,11,ferry
2,1,1,1,0,0,1,2,1,9,0,1,3,14,0,0,0,1,11,6,0,3,1,0,15,0,1,1,0,3,ferry
2,2,1,0,0,1,2,5,1,4,0,0,3,4,0,0,1,0,15,9,0,0,1,1,3,0,0,0,1,6,ferry
3,3,1,0,0,0,0,2,0,8,1,1,3,10,0,1,1,1,6,6,1,2,0,0,11,0,0,0,0,8,ferry
2,1,2,2,1,1,3,2,3,8,1,1,2,12,2,2,2,3,7,9,1,1,2,1,12,2,1,2,1,7,ferry
3,5,1,1,1,1,2,3,1,0,1,1,3,0,1,1,1,2,4,9,1,4,1,0,0,1,1,1,1,3,ferry
4,4,1,1,1,1,1,3,1,0,1,1,3,0,1,1,1,0,6,9,2,2,2,1,0,1,1,1,1,5,ferry
2,1,1,1,0,0,2,2,1,8,1,1,2,3,1,0,1,0,8,11,1,0,1,0,1,1,1,0,0,5,ferry
3,2,1,0,0,0,1,4,1,3,1,1,3,12,0,0,1,1,5,11,1,2,0,0,13,0,0,0,1,4,ferry
2,2,1,1,1,1,0,2,0,0,1,1,2,0,1,1,1,1,9,9,1,2,2,1,0,1,1,2,0,6,ferry
2,2,1,1,1,1,2,2,1,15,1,1,2,5,1,1,1,1,11,6,1,3,1,0,7,0,1,1,0,9,ferry
3,2,0,0,0,0,1,4,1,15,0,0,2,0,0,1,0,0,8,8,0,0,0,1,0,0,0,0,1,4,ferry
3,5,1,1,0,1,0,1,1,10,1,1,3,15,1,0,1,1,1,13,1,6,1,0,11,1,1,0,0,5,ferry
1,1,2,2,1,1,1,1,2,5,1,1,1,13,2,1,1,2,9,7,1,3,1,1,14,2,2,1,1,7,ferry
2,2,2,1,1,1,2,2,2,15,1,1,2,11,1,1,1,1,7,10,1,3,1,1,12,1,1,0,1,5,ferry
1,1,1,0,0,0,0,0,1,15,0,0,0,2,0,0,0,0,12,4,0,0,1,0,5,0,1,0,0,8,ferry
3,3,1,1,1,1,2,2,1,8,1,1,3,15,1,1,1,1,5,11,1,5,1,1,12,1,0,1,1,3,ferry
8,2,0,1,1,1,1,4,0,5,1,1,6,0,1,1,1,0,13,13,1,3,0,1,0,0,0,1,1,3,ferry
2,2,1,1,1,0,2,1,1,15,1,1,2,7,1,1,1,1,8,8,0,1,1,1,14,1,1,1,1,5,ferry
2,2,1,1,1,1,1,2,1,8,1,1,2,6,1,1,1,0,10,9,1,1,1,1,11,1,1,1,1,10,ferry
2,1,1,1,1,1,0,1,1,6,1,1,2,13,1,0,1,1,11,5,1,1,1,1,10,1,1,0,1,6,ferry
4,2,1,1,1,1,1,2,1,3,1,1,3,15,1,1,1,1,6,8,1,2,1,1,9,1,1,1,1,11,ferry
1,2,0,1,0,1,0,3,0,4,1,0,1,0,0,0,1,1,13,6,0,1,0,0,0,0,0,1,0,6,ferry
3,3,1,1,1,1,1,4,1,5,1,1,3,15,0,1,1,1,6,13,1,4,1,1,12,0,1,0,1,4,ferry
3,3,2,1,1,1,0,3,1,5,1,1,2,12,1,1,1,2,10,4,1,3,1,1,15,1,1,1,1,5,ferry
3,4,1,1,0,1,2,3,1,0,1,1,3,0,1,2,1,2,10,9,2,3,1,1,0,1,0,1,1,7,ferry
2,2,0,0,0,0,0,1,0,0,0,0,2,9,0,0,1,0,10,6,0,2,0,0,11,0,1,0,0,6,ferry
2,3,3,3,1,1,2,2,1,2,1,1,1,15,2,1,1,3,7,9,1,1,1,1,15,2,2,0,2,4,ferry
1,1,1,0,0,1,0,1,1,15,0,1,2,4,0,1,1,1,15,7,1,3,0,1,10,0,0,0,1,3,ferry
2,2,1,1,1,1,2,2,2,15,1,1,2,6,2,1,1,1,8,11,1,0,1,1,7,2,1,1,1,5,ferry
3,4,1,1,0,0,1,2,1,4,1,1,2,10,1,1,1,1,5,8,1,2,1,0,15,0,1,1,1,6,ferry
2,2,1,1,1,1,1,3,1,15,1,1,2,6,0,0,1,0,11,8,1,1,1,1,9,0,0,1,1,11,ferry
2,1,1,1,0,0,0,3,1,1,1,1,4,13,0,0,1,1,5,7,0,3,1,0,15,1,0,1,0,1,ferry
4,4,2,2,1,1,1,2,3,9,1,1,4,15,2,0,1,2,7,4,1,4,2,1,13,1,1,2,1,7,ferry
3,3,1,1,1,1,2,1,1,0,1,1,2,9,1,2,1,0,7,11,1,5,1,1,9,1,1,1,1,3,ferry
1,3,1,0,0,0,1,3,1,4,1,1,2,10,0,1,1,0,13,10,1,1,0,1,0,0,1,0,1,6,ferry
2,4,1,1,0,0,1,3,0,9,1,1,2,6,0,0,1,2,7,7,0,3,1,0,15,1,1,1,0,3,ferry
3,2,0,0,0,0,0,4,0,5,0,0,3,6,0,0,0,1,8,2,1,5,0,0,7,0,0,0,0,4,ferry
4,5,0,0,0,0,0,6,0,4,0,0,4,4,0,0,0,1,8,6,1,3,0,0,4,0,0,0,0,6,ferry
2,3,2,2,1,1,1,5,2,15,1,1,2,10,2,1,1,2,7,14,1,2,1,1,13,1,1,1,1,7,ferry
3,4,1,1,1,1,0,3,0,9,1,1,4,15,1,0,1,1,7,7,1,3,1,0,10,1,1,0,0,5,ferry
3,5,2,2,1,1,2,2,2,5,1,1,2,15,1,2,1,1,8,11,1,1,2,1,15,1,2,1,1,5,ferry
2,2,1,2,1,1,1,3,1,0,1,1,3,0,2,2,1,2,8,9,1,1,2,1,15,1,1,1,0,5,ferry
2,3,1,1,1,1,2,3,1,4,1,1,3,8,1,1,1,1,10,11,1,3,1,0,15,0,1,1,0,8,ferry
0,0,1,1,0,0,0,0,0,15,0,0,0,13,0,0,1,1,9,1,0,0,0,0,15,0,1,0,0,4,Faces_easy
0,0,1,0,0,0,0,1,0,15,0,0,1,10,0,0,0,0,9,2,0,1,0,0,15,1,1,0,0,9,Faces_easy
1,0,1,1,0,0,0,0,0,15,0,1,1,13,1,1,1,1,11,4,1,1,0,0,15,1,1,1,0,6,Faces_easy
1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,1,0,0,0,0,5,0,0,0,0,4,Faces_easy
0,0,0,0,0,0,0,0,0,13,0,0,0,15,0,0,0,0,9,2,0,0,0,0,14,1,0,0,0,4,Faces_easy
0,0,0,0,0,0,0,1,1,15,0,0,0,4,1,0,0,0,8,3,0,0,1,0,5,0,1,1,0,2,Faces_easy
0,0,0,0,0,0,0,0,1,15,0,0,0,8,1,0,0,0,9,1,0,0,0,0,13,1,1,0,0,5,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,1,7,0,0,0,0,7,3,0,0,0,0,7,0,0,1,0,4,Faces_easy
2,0,0,0,0,0,0,0,0,15,0,0,1,11,1,0,0,0,7,2,0,0,0,0,14,1,1,0,0,3,Faces_easy
2,0,0,0,0,0,0,0,0,15,0,0,3,10,0,0,0,0,8,1,0,0,0,0,5,0,0,0,0,5,Faces_easy
0,0,1,0,0,0,0,0,0,15,1,0,1,9,0,0,1,0,9,2,1,0,0,0,15,1,1,0,0,5,Faces_easy
0,0,0,0,0,0,0,0,0,11,0,0,1,6,0,0,0,0,7,2,0,0,0,0,4,0,0,0,0,5,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,2,Faces_easy
0,0,0,1,0,0,1,0,1,15,0,0,1,15,1,1,1,0,10,5,1,0,1,1,8,1,1,1,0,3,Faces_easy
1,0,1,1,1,1,1,0,2,15,1,1,1,6,1,1,1,1,9,5,1,0,2,1,11,1,1,2,0,3,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,0,0,8,2,0,0,0,0,11,0,0,0,0,7,Faces_easy
0,0,0,0,0,0,0,0,0,11,0,0,0,15,0,0,0,0,7,3,0,0,0,0,12,0,0,0,0,9,Faces_easy
2,0,1,1,0,0,0,0,1,11,0,1,2,11,1,0,1,0,8,2,1,0,1,1,15,1,1,1,0,3,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,2,12,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,1,Faces_easy
1,0,1,1,0,0,0,0,1,15,0,0,1,10,1,0,0,0,8,2,1,0,0,0,12,1,1,0,0,2,Faces_easy
2,0,0,0,0,0,0,0,0,15,0,0,1,8,0,0,0,0,9,2,0,0,0,0,7,1,1,1,0,5,Faces_easy
2,0,1,0,0,0,0,0,1,15,1,1,2,0,1,0,1,0,9,4,0,0,0,1,1,1,1,0,0,4,Faces_easy
1,0,1,1,0,0,0,0,1,13,1,1,1,11,1,0,1,0,9,3,1,0,1,0,15,2,1,0,0,6,Faces_easy
3,1,1,0,0,0,0,0,0,15,0,0,2,6,0,0,0,1,9,3,0,0,0,0,6,1,1,0,0,6,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,0,8,0,0,0,1,9,1,0,0,0,0,8,1,1,0,0,5,Faces_easy
0,0,0,0,0,0,0,0,0,10,0,0,1,8,0,0,0,0,6,1,0,0,0,0,11,0,0,0,0,5,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,0,12,0,0,0,0,8,1,0,0,1,0,12,0,0,0,0,8,Faces_easy
0,0,1,1,0,0,0,0,0,13,1,1,2,12,0,0,1,1,7,1,1,0,1,0,14,1,1,1,0,2,Faces_easy
1,0,1,1,1,1,1,1,1,15,1,1,1,15,1,0,1,1,11,1,1,0,1,1,6,1,1,0,0,0,Faces_easy
0,0,0,0,0,0,0,0,0,14,0,0,2,9,0,0,0,0,9,3,0,0,0,0,11,0,1,0,0,3,Faces_easy
1,0,1,1,0,0,0,0,1,10,0,0,2,12,1,0,0,0,9,2,0,0,0,1,15,0,0,1,0,2,Faces_easy
1,0,1,1,1,1,3,0,0,15,1,1,1,12,1,0,1,1,9,4,2,0,1,1,15,1,1,1,0,0,Faces_easy
0,0,0,0,0,0,0,0,1,14,0,0,0,4,0,0,0,0,9,1,0,0,0,0,5,0,0,0,0,4,Faces_easy
0,0,0,0,0,0,0,0,0,11,0,0,1,9,0,0,0,1,7,1,0,0,0,0,14,1,1,1,0,5,Faces_easy
1,1,1,1,0,0,1,1,1,15,1,1,1,8,1,2,1,0,11,7,1,0,1,0,12,1,1,1,1,8,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,0,12,0,0,0,0,7,1,0,0,0,0,14,0,1,0,0,7,Faces_easy
1,0,1,1,1,1,0,1,2,15,1,1,2,12,1,0,2,1,11,5,1,0,1,1,15,1,1,1,0,2,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,1,8,0,0,0,1,8,2,0,0,0,0,9,1,0,0,0,7,Faces_easy
3,0,0,0,0,0,0,0,0,15,0,0,3,9,0,0,0,0,10,1,0,0,0,0,14,0,0,0,0,1,Faces_easy
1,0,3,3,1,1,2,0,4,15,1,1,2,12,3,4,1,2,4,5,1,0,2,1,15,2,2,3,0,0,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,Faces_easy
0,0,0,0,0,0,0,0,1,15,0,0,0,8,0,0,0,0,7,2,0,0,0,0,12,1,0,0,0,8,Faces_easy
1,0,2,2,1,1,0,0,1,15,1,1,1,9,1,0,1,2,10,2,1,0,2,1,15,1,1,1,0,4,Faces_easy
3,0,0,0,0,0,0,0,0,8,1,0,3,13,0,0,1,0,8,3,1,0,0,0,15,1,1,0,0,9,Faces_easy
1,0,1,1,1,0,1,0,1,7,0,1,1,11,1,1,1,1,10,5,1,0,1,0,11,1,1,1,0,4,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,1,2,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,1,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,2,6,0,1,0,0,8,3,0,0,1,0,9,0,0,0,0,8,Faces_easy
0,0,0,1,0,0,0,0,0,15,0,0,0,8,0,0,0,1,7,2,0,0,0,0,14,1,1,1,0,4,Faces_easy
2,0,0,0,0,0,0,0,0,15,0,0,2,3,0,0,0,1,8,2,0,0,0,0,5,0,1,0,0,5,Faces_easy
0,0,1,1,0,0,0,0,0,5,0,0,1,8,0,0,0,2,6,3,1,0,0,0,11,1,1,0,0,6,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,10,2,0,0,0,0,7,0,0,0,0,3,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,1,Faces_easy
0,1,1,1,0,0,0,0,1,15,0,0,1,8,1,1,1,0,7,4,1,1,0,0,13,1,1,1,0,8,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,Faces_easy
0,0,1,1,0,0,0,0,0,8,0,0,1,10,0,0,1,1,9,3,1,1,1,0,11,1,1,0,0,10,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,3,Faces_easy
3,0,0,1,0,0,0,0,1,15,0,0,1,10,1,0,0,0,10,3,0,0,1,0,6,1,0,1,0,5,Faces_easy
0,0,1,1,0,0,1,0,2,15,0,0,1,12,2,1,0,0,8,5,0,0,0,1,9,1,1,0,0,6,Faces_easy
0,0,0,0,0,0,0,0,0,15,0,0,2,14,0,0,0,0,8,1,0,0,0,0,12,1,0,0,0,3,Faces_easy
0,0,0,0,0,0,0,0,0,10,0,0,3,15,0,0,0,0,7,1,0,0,0,0,13,0,0,0,0,3,Faces_easy
