@relation datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original

@attribute 'Spatial Pyramid of Local Binary Patterns39' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns176' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns405' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns485' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns549' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
1,3,0,0,0,cellphone
2,1,1,2,1,cellphone
3,0,0,0,0,cellphone
3,1,2,0,0,cellphone
0,1,1,0,1,cellphone
1,1,0,0,0,cellphone
3,3,2,0,1,cellphone
1,1,2,0,6,cellphone
1,0,0,0,0,cellphone
3,1,0,1,0,cellphone
3,1,2,0,2,cellphone
2,2,0,0,0,cellphone
3,1,1,1,0,cellphone
4,2,2,1,0,cellphone
2,0,1,6,0,cellphone
3,0,1,0,1,cellphone
3,0,2,2,1,cellphone
0,0,1,0,0,dalmatian
0,0,0,0,0,dalmatian
1,0,1,0,0,dalmatian
0,0,0,0,0,dalmatian
0,0,0,0,0,dalmatian
1,1,0,0,0,dalmatian
2,3,3,2,1,dalmatian
0,1,0,0,0,dalmatian
0,0,0,0,0,dalmatian
0,0,0,0,0,dalmatian
0,0,0,0,0,dalmatian
0,1,0,0,0,dalmatian
2,2,1,0,2,dalmatian
0,0,0,0,0,dalmatian
2,3,1,1,2,dalmatian
2,2,1,0,1,dalmatian
0,1,0,0,0,dalmatian
0,0,0,0,1,dalmatian
0,0,1,0,0,dalmatian
1,0,1,0,1,dalmatian
0,0,0,0,1,dalmatian
1,2,0,1,1,dalmatian
0,0,0,0,0,dalmatian
1,2,1,0,1,dalmatian
1,0,0,0,1,dalmatian
0,0,0,0,0,dalmatian
2,2,3,0,0,dalmatian
0,1,1,0,0,dalmatian
0,0,0,0,1,dalmatian
0,0,0,0,0,dalmatian
3,3,1,1,2,dalmatian
1,2,0,0,0,dalmatian
0,0,1,0,2,dalmatian
0,0,1,0,1,dalmatian
1,1,0,0,0,dalmatian
1,0,1,0,0,dalmatian
0,0,0,0,0,dalmatian
1,0,0,0,0,dalmatian
1,1,0,0,0,dalmatian
1,1,0,0,0,dalmatian
0,0,0,0,0,dalmatian
2,3,1,0,1,dalmatian
1,0,0,0,1,dalmatian
0,0,0,0,0,dalmatian
1,1,0,0,1,dalmatian
0,0,0,0,0,dalmatian
0,0,0,0,0,dalmatian
0,0,0,0,0,dalmatian
0,0,0,0,0,dalmatian
0,0,0,0,0,dalmatian
2,1,1,0,0,dalmatian
0,0,0,0,0,dalmatian
0,0,0,0,0,dalmatian
1,0,1,0,0,dalmatian
1,0,0,0,1,dalmatian
1,0,0,0,0,dalmatian
0,0,0,0,1,dalmatian
2,3,2,0,2,dalmatian
1,0,1,0,0,dalmatian
0,1,0,0,1,dalmatian
0,1,0,0,1,dalmatian
1,0,1,0,0,dalmatian
0,0,0,0,0,dalmatian
1,0,1,0,0,dalmatian
0,0,0,0,0,dalmatian
0,0,0,0,0,dalmatian
0,0,0,0,0,dalmatian
1,4,1,0,0,anchor
1,0,2,0,1,anchor
0,0,0,0,1,anchor
1,4,2,0,1,anchor
3,1,1,1,1,anchor
4,3,1,2,3,anchor
1,1,1,0,3,anchor
4,5,0,4,0,anchor
1,3,1,1,1,anchor
1,1,1,0,0,anchor
3,2,2,0,1,anchor
0,2,0,0,4,anchor
2,3,1,0,1,anchor
2,2,2,0,2,anchor
1,0,1,0,0,anchor
1,3,2,0,1,anchor
0,2,1,0,1,anchor
0,0,0,0,0,anchor
0,0,0,0,0,anchor
1,2,3,0,0,anchor
0,1,2,0,2,anchor
2,2,0,0,1,anchor
2,4,1,0,0,anchor
4,4,2,1,1,anchor
2,4,0,0,0,anchor
1,1,0,0,1,anchor
0,0,9,0,15,anchor
3,3,3,1,2,anchor
3,3,3,0,1,anchor
0,1,4,0,1,anchor
2,2,1,0,1,anchor
1,1,3,0,2,anchor
2,3,3,1,3,anchor
2,1,2,1,1,anchor
1,1,1,0,1,anchor
1,1,1,1,0,anchor
3,2,3,0,1,anchor
1,1,0,0,3,anchor
1,3,2,2,1,anchor
1,0,0,0,0,anchor
0,2,5,0,0,anchor
2,1,2,1,2,anchor
1,0,0,0,0,brain
1,2,0,0,1,brain
0,1,0,0,0,brain
0,0,1,0,1,brain
4,3,1,2,2,brain
0,0,0,0,0,brain
5,3,2,1,2,brain
1,3,0,0,1,brain
2,1,0,0,0,brain
1,0,4,0,2,brain
2,2,1,0,0,brain
3,3,1,0,2,brain
2,2,2,0,1,brain
1,1,4,0,3,brain
0,1,0,0,0,brain
3,2,1,1,1,brain
0,2,0,0,0,brain
1,1,1,0,1,brain
0,3,0,0,2,brain
0,0,3,0,1,brain
0,0,1,0,14,brain
2,2,0,0,0,brain
0,0,0,0,0,brain
0,0,0,0,0,brain
0,0,0,0,0,brain
2,2,0,0,0,brain
2,2,0,0,1,brain
0,0,0,0,0,brain
2,2,1,0,1,brain
1,3,0,0,3,brain
3,3,1,1,1,brain
4,3,1,1,1,brain
0,0,0,0,0,brain
0,0,0,0,0,brain
1,3,2,0,2,brain
1,3,0,0,1,brain
0,1,0,0,0,brain
0,0,0,0,0,brain
3,2,0,1,0,brain
1,0,0,0,0,brain
0,0,0,0,0,brain
1,2,0,0,1,brain
1,4,1,0,2,brain
1,3,1,1,1,brain
1,0,0,0,0,brain
1,5,1,0,0,brain
2,2,0,1,0,brain
0,1,0,0,1,brain
1,2,0,0,0,brain
0,0,0,0,1,brain
1,1,4,0,3,brain
0,1,0,0,0,brain
3,2,2,1,2,brain
2,1,0,0,0,brain
3,4,2,0,0,brain
2,4,2,0,2,brain
1,0,0,0,0,brain
0,1,0,0,0,brain
0,0,0,0,0,brain
0,0,0,0,0,brain
2,2,0,1,0,brain
1,0,0,0,0,brain
0,0,0,0,0,brain
1,0,1,0,1,brain
3,3,1,1,1,brain
2,2,0,0,1,brain
2,0,0,0,2,brain
2,2,1,0,1,brain
0,0,0,0,0,brain
1,0,0,0,2,brain
1,3,1,0,1,brain
0,0,1,0,0,brain
3,3,1,1,1,brain
0,0,0,0,0,brain
1,2,1,0,1,brain
0,1,1,0,0,brain
0,1,0,0,0,brain
3,3,1,1,0,brain
3,4,1,1,1,brain
1,0,0,0,0,brain
3,3,1,2,2,brain
0,0,0,0,0,brain
1,0,1,0,0,brain
1,2,0,0,1,brain
1,0,2,0,7,brain
4,2,1,1,1,brain
5,3,1,3,1,brain
2,3,3,0,2,brain
2,2,2,1,2,brain
2,1,0,1,0,brain
1,2,0,0,1,brain
1,0,2,0,1,brain
1,0,0,0,0,brain
0,0,0,0,0,brain
1,2,0,0,0,brain
3,2,1,0,2,brain
3,3,3,1,1,brain
1,0,0,0,1,brain
0,0,0,0,0,ewer
1,2,2,0,1,ewer
2,2,0,0,0,ewer
2,2,0,0,2,ewer
1,2,1,0,2,ewer
0,1,0,0,0,ewer
2,2,1,0,1,ewer
5,3,2,1,3,ewer
0,1,0,0,0,ewer
0,3,1,0,0,ewer
1,1,1,0,0,ewer
2,2,1,0,1,ewer
0,0,0,0,0,ewer
2,2,1,0,1,ewer
2,4,0,1,0,ewer
2,3,2,1,3,ewer
0,1,0,1,2,ewer
1,1,2,1,1,ewer
1,2,2,0,3,ewer
1,2,0,0,2,ewer
2,3,1,2,2,ewer
1,2,1,0,1,ewer
4,2,2,2,2,ewer
2,3,1,0,1,ewer
0,0,0,0,0,ewer
0,3,1,0,0,ewer
0,1,0,0,1,ewer
2,3,3,0,3,ewer
0,0,0,0,0,ewer
1,3,1,0,1,ewer
0,2,1,1,2,ewer
0,1,1,0,0,ewer
3,4,1,1,2,ewer
0,0,0,0,0,ewer
2,0,2,1,0,ewer
1,0,0,0,0,ewer
2,2,1,0,2,ewer
1,2,0,0,3,ewer
0,3,1,0,1,ewer
3,2,1,1,1,ewer
3,5,0,4,1,ewer
1,3,2,0,3,ewer
5,4,0,1,1,ewer
1,3,1,1,0,ewer
0,0,0,0,0,ewer
0,2,1,0,1,ewer
0,0,0,0,0,ewer
0,1,0,0,0,ewer
1,1,0,0,1,ewer
1,3,1,0,1,ewer
0,0,0,0,0,ewer
0,1,0,0,0,ewer
0,1,1,1,2,ewer
1,1,0,0,0,ewer
0,0,1,0,3,ewer
0,1,2,0,2,ewer
0,0,0,0,0,ewer
2,2,2,0,1,ewer
1,2,2,0,0,ewer
2,3,1,0,1,ewer
0,0,2,0,0,ewer
2,4,2,1,2,ewer
0,0,1,0,0,ewer
1,1,2,0,0,ewer
1,2,1,0,0,ewer
0,0,2,0,2,ewer
1,1,0,0,1,ewer
0,0,0,0,0,ewer
2,3,2,0,1,ewer
1,3,0,0,3,ewer
0,0,0,0,0,ewer
2,4,1,1,1,ewer
2,2,2,0,1,ewer
0,0,0,0,0,ewer
1,1,3,0,2,ewer
1,2,2,0,2,ewer
1,1,0,0,0,ewer
0,1,1,0,1,ewer
0,1,0,0,0,ewer
0,0,1,0,1,ewer
0,0,0,0,0,ewer
4,3,2,1,2,ewer
0,0,2,0,4,ewer
0,1,0,0,0,ewer
1,2,2,0,1,ewer
0,0,0,0,0,buddha
0,0,0,0,0,buddha
1,1,0,0,0,buddha
1,3,2,0,1,buddha
3,1,1,1,2,buddha
3,2,2,0,1,buddha
1,0,1,0,1,buddha
1,1,0,0,2,buddha
1,1,1,0,2,buddha
1,1,1,0,0,buddha
0,1,1,0,1,buddha
2,4,1,2,1,buddha
3,2,1,2,3,buddha
3,2,0,1,2,buddha
1,1,0,0,1,buddha
0,1,0,0,1,buddha
1,2,2,0,2,buddha
2,3,2,0,2,buddha
1,1,2,0,1,buddha
1,1,1,0,1,buddha
0,1,1,0,0,buddha
2,1,3,0,1,buddha
3,2,1,0,1,buddha
4,3,3,4,2,buddha
1,2,1,0,1,buddha
1,1,3,0,2,buddha
1,2,3,0,2,buddha
1,0,1,0,1,buddha
1,2,1,0,0,buddha
4,2,2,1,2,buddha
1,1,1,0,1,buddha
4,3,2,1,1,buddha
3,3,2,0,2,buddha
1,1,2,0,2,buddha
0,0,0,0,1,buddha
1,1,1,0,2,buddha
1,2,2,0,1,buddha
1,3,1,0,2,buddha
0,0,0,0,0,buddha
0,1,0,0,0,buddha
2,0,0,0,0,buddha
0,1,1,0,1,buddha
0,0,0,0,1,buddha
2,3,0,0,0,buddha
0,1,2,0,1,buddha
1,1,2,1,1,buddha
0,2,0,0,1,buddha
2,2,3,0,1,buddha
1,1,1,0,0,buddha
0,2,1,0,0,buddha
0,2,2,0,1,buddha
0,0,0,0,0,buddha
1,2,1,0,1,buddha
0,2,1,0,0,buddha
0,0,0,0,0,buddha
0,1,1,0,1,buddha
2,2,1,0,1,buddha
3,2,2,1,1,buddha
1,1,0,0,0,buddha
1,1,1,0,0,buddha
1,1,1,0,0,buddha
2,3,2,0,2,buddha
1,1,1,0,0,buddha
3,1,2,0,1,buddha
1,2,2,0,1,buddha
1,1,1,1,2,buddha
0,0,2,0,0,buddha
0,1,0,0,0,buddha
1,1,1,0,1,buddha
4,3,1,1,1,buddha
0,0,0,0,0,buddha
2,2,1,0,1,buddha
0,0,1,0,1,buddha
1,0,2,0,2,buddha
3,3,1,1,1,buddha
4,4,2,4,1,buddha
2,3,0,1,2,buddha
2,3,3,0,3,buddha
0,2,1,0,2,buddha
2,1,3,0,4,buddha
0,3,1,0,1,buddha
1,0,0,0,0,buddha
3,2,1,0,1,buddha
1,0,0,0,0,buddha
2,0,0,0,1,buddha
1,2,1,1,2,bonsai
2,0,1,0,1,bonsai
2,2,1,0,1,bonsai
3,3,2,1,1,bonsai
3,3,1,1,2,bonsai
3,2,0,1,0,bonsai
3,2,3,1,2,bonsai
1,2,1,0,1,bonsai
2,1,0,1,4,bonsai
3,2,0,1,1,bonsai
3,3,1,0,0,bonsai
4,4,1,1,1,bonsai
3,2,3,0,0,bonsai
3,3,1,2,1,bonsai
3,3,1,0,1,bonsai
3,3,1,0,2,bonsai
1,0,0,0,0,bonsai
2,1,0,1,1,bonsai
4,2,1,1,0,bonsai
3,2,2,1,1,bonsai
2,1,0,0,0,bonsai
0,0,2,0,0,bonsai
3,2,1,0,1,bonsai
1,1,1,0,1,bonsai
2,0,3,0,3,bonsai
3,0,1,1,2,bonsai
3,2,1,1,3,bonsai
2,1,0,1,1,bonsai
4,3,1,1,1,bonsai
0,0,1,0,1,bonsai
1,2,1,0,2,bonsai
1,1,2,0,2,bonsai
1,1,0,0,0,bonsai
3,1,3,0,1,bonsai
4,3,3,1,1,bonsai
0,0,0,0,0,bonsai
1,0,2,0,2,bonsai
1,1,2,0,3,bonsai
2,1,2,0,0,bonsai
3,2,2,1,0,bonsai
0,0,1,0,1,bonsai
2,2,1,0,2,bonsai
2,2,1,0,1,bonsai
2,2,1,0,2,bonsai
0,0,0,0,1,bonsai
2,2,1,0,2,bonsai
2,0,1,0,2,bonsai
2,1,1,0,1,bonsai
2,2,2,0,1,bonsai
3,2,1,1,3,bonsai
1,1,1,0,2,bonsai
1,0,1,0,0,bonsai
1,3,2,0,2,bonsai
2,3,1,2,2,bonsai
4,2,0,1,1,bonsai
2,1,1,0,2,bonsai
1,1,3,0,0,bonsai
2,0,1,0,2,bonsai
0,0,0,0,1,bonsai
2,0,0,1,0,bonsai
4,1,0,0,1,bonsai
2,1,0,0,1,bonsai
1,0,1,0,0,bonsai
3,2,5,1,3,bonsai
2,2,1,0,3,bonsai
5,2,1,0,0,bonsai
1,2,1,0,3,bonsai
3,3,2,0,2,bonsai
1,0,0,0,1,bonsai
4,4,1,0,1,bonsai
2,2,1,0,1,bonsai
1,2,1,0,0,bonsai
0,2,2,0,3,bonsai
3,1,1,1,1,bonsai
0,1,0,0,0,bonsai
0,0,0,0,0,bonsai
2,2,1,0,1,bonsai
3,3,1,2,1,bonsai
2,2,1,0,1,bonsai
2,0,5,0,4,bonsai
1,1,1,0,0,bonsai
3,1,1,0,1,bonsai
1,1,2,0,2,bonsai
3,1,3,1,2,bonsai
2,2,2,1,2,bonsai
4,4,2,2,2,bonsai
1,2,1,0,0,bonsai
0,0,0,0,0,bonsai
2,2,1,0,2,bonsai
3,3,1,1,1,bonsai
2,1,2,1,4,bonsai
1,1,0,0,2,bonsai
1,0,3,0,2,bonsai
1,2,1,0,0,bonsai
2,1,1,0,0,bonsai
0,1,1,0,0,bonsai
1,0,0,0,2,bonsai
2,2,1,0,1,bonsai
2,1,1,0,0,bonsai
2,2,2,1,0,bonsai
1,0,2,0,0,bonsai
2,0,0,0,1,bonsai
3,2,0,0,1,bonsai
2,2,1,0,1,bonsai
1,1,1,0,1,bonsai
1,0,1,0,2,bonsai
4,3,2,2,1,bonsai
3,1,1,1,4,bonsai
1,3,2,0,0,bonsai
2,1,0,0,0,bonsai
1,0,1,0,2,bonsai
3,1,1,1,1,bonsai
2,2,1,1,1,bonsai
2,1,1,0,0,bonsai
1,1,2,0,2,bonsai
2,1,1,0,4,bonsai
4,4,1,1,2,bonsai
2,1,1,1,5,bonsai
2,3,1,0,1,bonsai
3,4,2,1,1,bonsai
2,2,0,0,0,bonsai
3,2,1,0,2,bonsai
3,1,1,1,1,bonsai
3,2,1,1,0,bonsai
2,2,0,0,2,bonsai
2,2,1,1,0,bonsai
1,1,0,0,1,bonsai
1,0,0,0,2,bonsai
2,1,1,0,1,chair
0,2,1,0,1,chair
1,2,2,0,2,chair
0,2,2,0,2,chair
0,0,0,0,0,chair
1,1,0,0,0,chair
2,2,0,0,0,chair
1,1,2,0,0,chair
0,1,1,0,0,chair
0,3,0,0,0,chair
0,0,2,0,3,chair
1,3,1,0,0,chair
2,2,2,0,2,chair
1,2,1,0,1,chair
0,0,0,0,0,chair
3,4,1,0,1,chair
1,2,2,0,1,chair
3,3,2,2,2,chair
0,1,1,0,2,chair
2,3,2,0,2,chair
1,0,0,0,0,chair
2,3,2,0,2,chair
0,1,1,0,2,chair
3,3,2,4,2,chair
2,4,2,0,1,chair
0,2,1,0,3,chair
1,1,2,0,1,chair
1,2,2,0,2,chair
1,1,0,0,0,chair
2,2,1,0,1,chair
1,1,0,0,1,chair
0,2,2,0,1,chair
1,0,1,0,0,chair
1,4,2,0,1,chair
1,0,2,0,1,chair
0,0,0,0,0,chair
1,4,1,0,0,chair
1,1,3,0,1,chair
1,1,3,0,4,chair
1,1,2,0,0,chair
1,1,2,2,0,chair
1,2,1,0,1,chair
2,2,0,0,0,chair
0,0,0,0,0,chair
1,2,0,0,0,chair
0,0,0,0,0,chair
1,1,1,0,4,chair
1,1,1,2,1,chair
0,1,1,0,3,chair
0,2,0,0,3,chair
2,2,2,0,2,chair
3,2,0,0,1,chair
1,1,0,0,0,chair
4,5,2,3,2,chair
2,1,1,0,2,chair
0,2,1,0,1,chair
0,1,0,0,0,chair
0,1,0,0,3,chair
1,3,2,0,1,chair
1,2,0,0,2,chair
1,3,1,0,2,chair
0,1,1,0,1,chair
1,0,2,0,4,airplanes
0,0,2,0,1,airplanes
1,0,1,0,1,airplanes
0,1,3,0,2,airplanes
0,1,3,0,6,airplanes
1,0,3,0,2,airplanes
0,0,0,0,0,airplanes
0,2,1,0,1,airplanes
0,1,2,0,1,airplanes
0,0,1,0,3,airplanes
0,1,3,0,6,airplanes
0,0,1,0,1,airplanes
0,0,1,0,2,airplanes
0,0,0,0,1,airplanes
1,1,1,0,3,airplanes
0,0,0,0,1,airplanes
0,1,3,0,4,airplanes
1,0,1,0,1,airplanes
0,0,1,0,2,airplanes
0,0,2,0,1,airplanes
0,0,1,0,0,airplanes
0,2,2,0,2,airplanes
0,0,3,0,2,airplanes
2,1,2,0,3,airplanes
0,0,3,0,2,airplanes
0,0,5,0,0,airplanes
1,1,1,0,4,airplanes
0,0,2,0,2,airplanes
0,1,1,0,1,airplanes
0,1,2,0,2,airplanes
0,0,3,0,6,airplanes
0,1,0,0,2,airplanes
0,0,2,0,1,airplanes
1,2,3,0,4,airplanes
0,0,4,0,2,airplanes
0,0,3,0,1,airplanes
0,0,1,0,2,airplanes
0,0,1,0,2,airplanes
0,1,3,0,0,airplanes
0,0,1,0,1,airplanes
1,1,3,0,3,airplanes
0,0,4,0,5,airplanes
0,1,0,0,1,airplanes
0,0,1,0,1,airplanes
0,0,0,0,0,airplanes
1,0,4,0,3,airplanes
0,1,1,0,3,airplanes
1,1,2,0,3,airplanes
1,0,2,0,2,airplanes
0,0,1,0,0,airplanes
0,0,6,0,5,airplanes
0,0,1,0,0,airplanes
0,0,4,0,2,airplanes
1,1,6,0,7,airplanes
0,1,2,0,1,airplanes
1,0,0,0,0,airplanes
0,0,1,0,3,airplanes
0,1,2,0,1,airplanes
0,0,1,0,1,airplanes
1,0,1,0,2,airplanes
0,1,1,0,1,airplanes
1,0,2,0,1,airplanes
0,0,3,0,3,airplanes
0,1,1,0,1,airplanes
0,1,1,0,1,airplanes
2,1,5,0,6,airplanes
1,0,0,0,1,airplanes
0,1,6,0,3,airplanes
2,1,2,0,1,airplanes
1,0,6,0,6,airplanes
1,0,2,0,1,airplanes
0,0,4,0,1,airplanes
0,0,1,0,1,airplanes
0,1,1,0,1,airplanes
0,0,3,0,3,airplanes
1,0,2,0,1,airplanes
0,0,0,0,0,airplanes
0,1,1,0,3,airplanes
0,1,1,0,1,airplanes
0,0,1,0,1,airplanes
0,1,0,0,0,airplanes
0,0,3,0,2,airplanes
0,0,1,0,0,airplanes
0,2,2,0,2,airplanes
0,0,1,0,1,airplanes
0,2,2,0,2,airplanes
1,1,1,0,5,airplanes
0,0,1,0,2,airplanes
0,1,2,0,1,airplanes
0,1,1,0,1,airplanes
0,1,2,0,2,airplanes
0,1,2,0,1,airplanes
0,0,2,0,3,airplanes
0,0,0,0,2,airplanes
0,0,1,0,2,airplanes
0,0,2,0,3,airplanes
0,1,1,0,1,airplanes
0,0,3,0,1,airplanes
0,0,4,0,3,airplanes
0,0,4,0,5,airplanes
0,0,2,0,1,airplanes
0,0,3,0,6,airplanes
1,0,0,0,0,airplanes
1,1,1,0,1,airplanes
0,2,1,0,0,airplanes
0,1,3,0,4,airplanes
0,1,3,0,2,airplanes
0,0,2,0,1,airplanes
0,1,2,0,1,airplanes
2,0,3,0,4,airplanes
0,0,1,0,0,airplanes
0,1,0,0,0,airplanes
0,1,1,0,3,airplanes
1,1,2,0,5,airplanes
0,1,1,0,1,airplanes
0,1,3,0,3,airplanes
0,1,1,0,1,airplanes
0,1,0,0,1,airplanes
1,0,1,0,3,airplanes
0,0,2,0,1,airplanes
0,0,1,0,1,airplanes
0,0,2,0,1,airplanes
0,0,2,0,2,airplanes
0,0,4,0,5,airplanes
1,1,3,0,0,airplanes
1,1,5,0,3,airplanes
0,0,0,0,1,airplanes
1,1,1,0,1,airplanes
0,0,2,0,0,airplanes
1,0,4,0,2,airplanes
0,1,2,0,3,airplanes
0,1,1,0,1,airplanes
0,0,1,0,0,airplanes
1,1,1,0,1,airplanes
2,1,1,0,2,airplanes
0,1,0,0,1,airplanes
0,1,2,0,1,airplanes
1,1,2,0,2,airplanes
0,0,5,0,3,airplanes
1,0,4,0,3,airplanes
1,1,1,0,2,airplanes
0,0,3,0,1,airplanes
1,0,4,0,0,airplanes
0,0,1,0,1,airplanes
0,1,3,0,3,airplanes
0,1,3,0,1,airplanes
1,1,2,0,1,airplanes
0,0,6,0,6,airplanes
0,0,0,0,0,airplanes
0,2,1,0,1,airplanes
0,1,3,0,4,airplanes
0,0,2,0,1,airplanes
0,0,2,0,3,airplanes
0,0,0,0,1,airplanes
0,0,1,0,3,airplanes
0,0,2,0,4,airplanes
0,0,2,0,1,airplanes
1,1,1,0,3,airplanes
1,1,4,0,2,airplanes
0,1,2,0,2,airplanes
1,1,1,0,2,airplanes
0,1,1,0,2,airplanes
1,0,2,0,2,airplanes
0,0,4,0,2,airplanes
0,1,2,0,1,airplanes
0,1,1,0,1,airplanes
0,0,0,0,0,airplanes
0,0,1,0,1,airplanes
1,1,1,0,0,airplanes
0,0,1,0,4,airplanes
0,1,1,0,3,airplanes
0,0,1,0,0,airplanes
0,0,1,0,0,airplanes
0,1,4,0,2,airplanes
2,1,1,0,2,airplanes
1,0,7,0,3,airplanes
0,0,0,0,1,airplanes
1,0,0,0,2,airplanes
0,0,3,0,3,airplanes
1,1,2,0,5,airplanes
1,0,1,0,3,airplanes
0,0,0,0,1,airplanes
0,0,3,0,3,airplanes
0,1,2,0,1,airplanes
0,0,6,0,6,airplanes
1,1,3,2,1,airplanes
1,0,1,0,0,airplanes
0,0,2,0,2,airplanes
1,1,5,0,2,airplanes
0,0,1,0,1,airplanes
0,0,1,0,1,airplanes
1,2,2,0,2,airplanes
0,0,3,0,3,airplanes
1,1,1,0,1,airplanes
1,0,1,0,2,airplanes
0,1,2,0,2,airplanes
0,0,2,0,1,airplanes
0,0,0,0,1,airplanes
0,1,1,0,1,airplanes
0,1,1,0,2,airplanes
1,1,1,0,3,airplanes
1,1,1,0,1,airplanes
0,2,5,0,1,airplanes
0,1,2,0,2,airplanes
0,1,1,0,5,airplanes
0,0,0,0,1,airplanes
4,2,1,0,0,airplanes
0,0,1,0,4,airplanes
0,1,1,0,1,airplanes
0,0,0,0,2,airplanes
1,3,2,0,2,airplanes
0,0,0,0,1,airplanes
2,1,2,0,1,airplanes
0,0,2,0,5,airplanes
0,1,0,0,1,airplanes
0,0,2,0,2,airplanes
0,2,1,0,0,airplanes
0,1,2,0,3,airplanes
0,1,0,0,2,airplanes
0,0,0,0,0,airplanes
0,0,1,0,0,airplanes
0,1,2,0,2,airplanes
0,0,1,0,2,airplanes
1,1,1,0,4,airplanes
1,1,1,0,2,airplanes
0,0,1,0,4,airplanes
0,0,1,0,3,airplanes
0,1,1,0,2,airplanes
1,1,4,0,4,airplanes
2,1,6,0,2,airplanes
0,0,3,0,2,airplanes
0,0,2,0,1,airplanes
0,0,0,0,2,airplanes
1,0,2,0,2,airplanes
0,0,2,0,5,airplanes
0,0,2,0,3,airplanes
0,0,3,0,3,airplanes
0,1,3,0,1,airplanes
0,1,3,0,1,airplanes
1,1,1,0,0,airplanes
0,1,1,0,1,airplanes
0,0,2,0,5,airplanes
0,0,1,0,0,airplanes
0,0,4,0,3,airplanes
0,0,4,0,2,airplanes
1,0,3,0,4,airplanes
1,1,1,0,4,airplanes
0,1,2,0,2,airplanes
0,1,0,0,2,airplanes
1,1,3,0,5,airplanes
1,0,0,0,3,airplanes
1,0,5,0,4,airplanes
0,0,1,0,2,airplanes
0,0,3,0,1,airplanes
0,0,0,0,2,airplanes
0,1,0,0,2,airplanes
0,0,2,0,4,airplanes
0,0,1,0,3,airplanes
0,0,5,0,4,airplanes
0,0,0,0,0,airplanes
0,0,1,0,1,airplanes
0,0,1,0,0,airplanes
1,1,0,0,1,airplanes
3,0,2,0,2,airplanes
0,2,2,0,0,airplanes
1,0,2,0,3,airplanes
0,0,3,0,2,airplanes
1,1,1,0,0,airplanes
0,1,3,0,3,airplanes
1,0,0,0,0,airplanes
0,0,1,0,3,airplanes
0,1,0,0,3,airplanes
0,1,1,0,3,airplanes
1,0,4,0,6,airplanes
1,2,2,0,1,airplanes
1,1,1,0,1,airplanes
1,0,1,0,1,airplanes
0,0,1,0,1,airplanes
1,1,2,0,4,airplanes
1,0,2,0,2,airplanes
0,1,4,2,5,airplanes
0,0,3,0,3,airplanes
0,0,1,0,2,airplanes
0,2,1,0,2,airplanes
0,0,2,0,4,airplanes
2,1,0,0,0,airplanes
1,0,2,0,1,airplanes
1,0,3,0,2,airplanes
0,0,1,0,3,airplanes
1,1,1,0,4,airplanes
0,0,1,0,0,airplanes
0,1,3,0,6,airplanes
0,0,1,0,2,airplanes
0,0,1,0,0,airplanes
0,1,1,0,2,airplanes
0,0,0,0,2,airplanes
1,1,1,0,2,airplanes
0,1,0,0,2,airplanes
0,1,1,0,1,airplanes
0,0,2,0,2,airplanes
0,1,1,0,0,airplanes
1,1,6,0,4,airplanes
0,0,1,0,2,airplanes
0,1,7,0,2,airplanes
1,0,1,0,1,airplanes
0,0,1,0,0,airplanes
0,0,1,0,3,airplanes
0,0,3,0,0,airplanes
0,1,1,0,0,airplanes
0,0,2,0,3,airplanes
0,0,3,0,5,airplanes
0,0,1,0,2,airplanes
0,0,0,0,0,airplanes
0,0,0,0,0,airplanes
0,0,2,0,2,airplanes
0,1,3,0,3,airplanes
0,0,0,0,1,airplanes
0,0,3,0,4,airplanes
0,0,1,0,2,airplanes
0,0,1,0,2,airplanes
0,1,1,0,1,airplanes
0,0,1,0,1,airplanes
1,0,1,0,0,airplanes
0,1,4,0,4,airplanes
0,1,3,0,2,airplanes
0,1,1,0,1,airplanes
0,1,1,0,2,airplanes
1,1,3,0,4,airplanes
1,0,4,0,1,airplanes
1,1,2,0,3,airplanes
0,0,1,0,1,airplanes
0,0,2,0,1,airplanes
0,1,2,0,4,airplanes
1,1,0,0,4,airplanes
0,1,4,0,5,airplanes
0,1,0,0,1,airplanes
0,0,2,0,3,airplanes
1,1,3,0,3,airplanes
0,1,3,0,1,airplanes
0,1,0,0,4,airplanes
0,1,1,0,1,airplanes
0,0,4,0,3,airplanes
1,0,1,0,0,airplanes
0,0,1,0,3,airplanes
0,0,2,0,5,airplanes
1,0,1,0,3,airplanes
0,0,3,0,0,airplanes
0,0,0,0,1,airplanes
0,1,4,0,3,airplanes
1,1,2,0,2,airplanes
0,0,5,0,4,airplanes
0,0,1,0,1,airplanes
1,0,3,0,5,airplanes
0,0,1,0,2,airplanes
0,0,0,0,0,airplanes
0,1,1,0,0,airplanes
0,0,1,0,2,airplanes
0,0,2,0,0,airplanes
