@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.BinaryPatternsPyramidFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 30'

@attribute 'Spatial Pyramid of Local Binary Patterns3' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns31' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns399' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns427' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns396' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns139' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns540' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns111' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns549' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns15' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns405' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns153' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns103' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns476' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns513' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns543' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns12' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns0' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns26' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns147' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns39' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns175' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns471' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns21' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns468' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns541' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns75' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns123' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns9' numeric
@attribute 'Spatial Pyramid of Local Binary Patterns363' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
3,3,4,3,12,3,13,4,2,1,2,2,0,15,2,4,1,11,1,4,1,3,0,2,8,15,0,1,2,1,chandelier
3,2,3,3,13,2,11,3,2,2,1,1,4,15,1,4,1,12,1,3,4,2,5,2,12,15,3,2,1,3,chandelier
3,2,2,1,6,1,7,2,1,1,1,1,3,8,1,3,1,9,2,3,3,3,0,2,10,13,2,1,1,3,chandelier
0,0,2,1,14,0,9,0,1,0,2,1,0,15,2,1,0,3,0,0,0,0,0,0,0,15,0,0,1,2,chandelier
1,1,0,0,0,1,6,1,2,0,1,2,1,6,0,1,0,6,1,1,0,1,1,1,5,11,1,0,3,0,chandelier
1,1,2,1,10,1,11,1,2,0,1,2,0,15,0,2,1,8,1,1,1,1,0,1,1,15,0,1,2,2,chandelier
2,2,2,1,11,1,11,1,2,1,2,2,2,8,3,2,2,12,1,2,2,1,2,1,8,15,3,0,2,3,chandelier
0,0,0,1,8,0,5,0,1,0,1,0,0,9,1,1,0,1,0,0,0,0,0,0,0,8,0,0,0,0,chandelier
1,1,1,1,9,1,9,1,1,0,1,1,1,10,0,2,1,9,1,2,1,1,1,1,8,15,1,0,1,1,chandelier
2,2,0,2,4,2,8,2,1,1,1,1,0,15,1,1,1,7,1,2,2,2,2,1,4,12,1,1,1,1,chandelier
3,2,4,4,15,3,14,3,3,1,3,3,2,4,3,5,1,13,1,3,3,3,3,1,15,15,3,1,3,3,chandelier
3,3,4,2,15,2,12,3,1,1,3,3,2,0,2,3,2,12,2,2,2,3,0,2,0,15,2,1,3,2,chandelier
2,2,2,4,11,2,11,1,2,1,1,2,1,9,2,3,1,11,2,2,1,2,0,3,6,15,2,0,2,1,chandelier
1,1,1,1,12,1,13,1,2,1,2,3,1,11,1,2,1,10,1,1,1,1,1,1,9,15,1,0,3,2,chandelier
1,1,1,1,8,1,4,1,1,1,1,1,1,12,1,1,1,9,1,1,1,0,3,1,10,7,1,1,2,1,cup
1,1,1,0,4,0,3,0,0,1,0,2,2,6,3,0,1,10,1,1,1,0,2,1,15,8,2,0,2,0,cup
0,0,1,0,6,0,5,0,0,0,1,0,0,15,1,0,0,5,0,0,0,0,1,0,6,10,1,0,0,0,cup
0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,cup
1,1,2,0,6,1,7,1,0,1,1,0,0,4,0,1,0,6,1,0,1,0,0,1,5,10,0,1,1,2,cup
1,0,0,0,5,0,7,0,2,0,1,1,1,15,1,0,0,5,0,1,1,0,1,1,5,12,1,0,1,0,cup
0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,cup
4,4,1,2,15,3,15,3,2,1,9,2,5,2,2,5,1,15,1,4,4,5,5,1,14,12,4,1,3,3,cup
1,1,2,2,11,2,11,2,3,0,1,1,0,15,0,2,1,7,1,1,1,1,0,1,2,12,0,1,1,3,cup
0,0,0,0,8,0,8,0,1,0,4,2,0,15,3,1,0,6,0,0,1,0,1,0,5,13,0,1,2,0,cup
1,1,1,2,10,1,7,1,1,0,3,1,1,13,1,1,0,7,1,1,1,1,0,1,6,12,1,1,1,1,cup
1,1,2,1,7,1,5,2,2,1,1,2,1,14,1,0,1,5,0,1,0,1,0,0,4,8,1,1,1,0,cup
0,0,0,0,2,0,1,0,0,0,0,0,0,15,1,0,0,2,0,0,0,0,0,0,2,6,0,0,1,0,cup
0,0,1,0,3,0,4,0,0,0,0,0,0,15,0,1,0,1,0,0,0,0,2,0,6,11,0,0,0,0,cup
0,0,1,0,5,0,6,0,1,0,1,1,0,15,2,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,cup
0,0,2,0,12,0,10,1,1,0,0,3,0,2,1,1,0,3,0,0,0,0,0,0,6,15,0,0,3,1,cup
1,1,2,2,8,1,8,1,2,1,1,3,0,0,2,1,1,6,1,1,1,0,0,0,0,12,0,1,3,1,cup
0,0,0,0,1,0,3,0,2,0,1,2,0,12,7,0,0,2,0,0,0,0,0,0,2,7,0,0,2,0,cup
0,0,0,0,1,0,3,0,0,0,2,2,0,15,1,0,0,5,1,1,0,0,0,1,3,8,1,0,1,0,cup
1,1,2,2,3,1,3,2,1,0,1,1,0,15,3,1,0,3,1,1,1,1,0,0,1,10,0,0,1,1,cup
1,1,0,0,1,1,4,1,1,1,0,1,1,11,2,0,1,7,1,1,1,1,2,1,6,8,1,1,1,0,cup
0,0,0,0,4,0,3,0,3,0,1,0,0,11,2,0,0,1,0,0,0,0,0,0,0,7,0,0,1,1,cup
0,0,0,0,3,0,1,0,0,0,0,0,0,5,1,0,0,2,0,0,0,0,0,0,1,3,1,0,0,1,cup
0,0,0,0,1,0,2,0,1,0,0,3,0,8,5,0,0,3,0,0,0,0,0,0,2,7,1,0,2,0,cup
0,0,0,0,0,0,1,0,0,0,0,1,0,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,cup
0,0,0,0,4,0,15,0,2,0,0,1,0,15,0,1,0,1,0,0,0,0,0,0,0,15,0,0,0,0,cup
1,1,1,1,5,0,9,0,2,0,1,2,1,15,1,3,0,2,1,1,0,1,1,0,2,12,1,0,2,1,cup
0,0,0,0,2,0,1,0,0,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,cup
2,2,2,2,9,1,10,1,2,1,2,2,1,9,1,2,1,11,1,2,1,2,2,0,13,12,2,1,2,1,cup
1,1,2,1,10,1,11,1,1,1,1,1,0,15,1,1,0,7,1,1,0,1,1,1,3,15,0,1,1,1,cup
1,1,0,0,0,2,3,2,0,0,0,0,1,15,0,0,0,2,0,1,0,0,0,0,1,3,1,1,0,0,cup
0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cup
0,0,0,0,8,0,6,0,1,0,0,2,1,15,0,1,0,5,0,0,1,0,0,0,7,12,1,0,1,0,cup
2,1,2,0,2,1,2,2,1,0,1,3,0,0,1,2,0,2,0,2,1,1,0,0,0,5,2,0,2,1,cup
1,0,0,0,6,0,3,0,1,0,1,1,1,15,0,0,0,5,0,0,0,0,2,0,5,9,2,0,1,1,cup
2,1,2,1,14,1,14,2,1,0,5,2,2,4,2,4,1,9,1,2,1,2,1,1,5,14,2,0,2,1,cup
0,0,0,0,0,0,0,0,0,0,3,0,1,15,1,0,0,3,0,0,1,0,0,0,0,1,1,0,1,1,cup
0,0,0,0,3,0,4,0,0,0,2,0,0,15,0,0,0,2,0,0,0,0,0,0,4,10,0,0,0,0,cup
0,0,0,0,1,0,1,0,0,0,1,0,0,15,0,1,0,4,1,1,0,0,0,1,3,4,0,0,1,0,cup
2,2,1,2,10,2,9,2,1,1,1,1,2,14,2,2,1,9,1,2,2,2,2,1,6,12,2,1,2,1,cup
0,0,0,0,2,0,0,0,0,0,0,1,0,15,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,cup
1,0,3,1,13,0,9,1,4,0,1,2,0,15,1,1,0,7,1,1,1,0,1,1,3,15,0,0,2,0,cup
0,0,0,0,1,0,2,0,3,0,0,3,0,15,0,0,0,4,0,1,0,1,0,0,4,5,0,0,1,0,cup
1,1,0,1,1,1,5,1,0,0,4,1,1,15,0,1,0,7,1,1,2,0,1,1,6,9,1,0,2,2,cup
2,3,1,2,11,4,7,2,0,1,1,1,2,7,1,0,1,9,2,2,2,3,1,3,4,7,1,1,1,2,cup
1,0,1,1,12,1,10,1,1,1,1,1,0,15,0,1,1,7,1,1,0,1,0,1,8,15,0,1,1,0,cup
0,0,1,1,11,1,8,1,1,0,2,0,0,15,1,1,0,5,1,1,0,0,2,0,9,11,0,1,1,0,cup
0,0,0,0,6,0,8,1,2,1,2,1,0,0,3,1,1,7,0,1,0,0,0,0,0,15,0,1,2,0,cup
0,0,0,0,0,0,3,0,1,0,1,3,0,10,2,0,0,2,0,0,0,0,1,0,3,6,0,0,2,0,cup
0,0,0,1,2,0,4,0,0,0,0,0,0,6,1,1,0,4,0,1,0,1,0,1,4,6,0,0,5,0,cup
1,1,0,0,3,0,6,1,0,0,0,1,1,15,1,0,0,6,0,1,0,1,0,0,4,6,1,0,1,0,cup
0,1,0,0,1,1,3,0,0,0,0,0,1,15,0,0,0,5,1,1,0,1,1,1,7,5,1,0,1,0,cup
0,0,0,0,4,0,4,0,3,0,0,3,0,9,4,0,0,2,0,0,0,0,0,0,1,15,0,0,2,0,cup
0,0,0,0,0,0,4,1,0,0,0,0,0,15,1,1,0,4,0,0,1,0,0,0,6,6,0,0,1,1,cup
0,0,0,0,4,0,5,0,2,0,0,1,1,15,3,0,0,5,0,0,1,0,0,0,5,9,1,0,1,1,cup
0,0,0,0,12,0,4,0,0,0,1,2,0,0,1,1,0,3,1,1,0,1,0,1,0,8,0,0,2,0,cup
1,1,1,0,0,0,1,0,0,0,0,1,0,15,0,3,0,2,0,2,1,3,1,0,1,3,1,0,0,1,cup
2,2,2,2,12,2,11,2,5,1,4,3,2,12,1,1,1,11,1,2,1,2,0,1,3,15,1,1,3,2,ferry
0,0,1,0,8,0,9,1,2,1,2,2,0,0,0,0,1,8,1,0,0,1,0,0,0,13,0,1,3,0,ferry
0,0,0,0,7,0,7,0,3,0,4,2,2,15,3,0,0,8,0,0,1,0,0,0,5,15,1,0,3,2,ferry
2,2,3,2,11,3,15,2,3,1,1,3,2,6,3,2,1,13,1,2,2,2,1,1,10,15,1,1,3,3,ferry
1,1,1,1,8,0,8,1,2,0,1,1,0,11,5,2,0,10,1,1,0,1,0,1,11,13,1,0,4,0,ferry
1,1,2,1,9,1,10,1,2,1,1,1,0,15,1,2,1,8,1,1,1,1,1,0,8,13,2,1,1,2,ferry
1,1,0,0,6,0,6,0,0,1,3,1,1,15,2,2,1,8,1,1,1,1,0,1,3,11,1,0,2,1,ferry
1,1,0,0,7,0,6,0,2,1,3,2,1,8,1,1,0,10,1,1,2,0,0,1,5,14,1,0,3,1,ferry
1,1,2,1,14,1,12,2,3,1,3,2,0,0,0,1,1,10,1,1,0,1,0,1,0,14,0,1,3,1,ferry
0,0,0,0,8,0,9,0,3,0,5,2,0,15,3,0,1,8,0,0,1,0,1,0,8,12,0,0,3,0,ferry
1,0,3,1,11,0,11,1,2,0,3,2,0,15,3,2,1,8,0,1,0,1,0,1,4,15,0,1,2,1,ferry
1,1,1,2,8,1,10,0,7,1,6,7,1,4,4,0,0,11,0,0,2,0,0,0,4,15,2,0,5,3,ferry
0,0,0,0,8,0,5,0,1,0,2,1,0,8,0,0,0,6,0,0,0,0,0,0,8,9,1,0,1,1,ferry
1,0,2,1,9,0,8,1,3,0,2,3,1,6,4,2,0,9,1,1,1,0,0,0,9,14,1,1,3,1,ferry
1,1,1,0,8,0,11,0,3,0,1,2,2,5,2,1,0,8,0,0,2,0,1,0,8,15,1,0,2,1,ferry
1,1,0,1,6,1,8,1,3,1,3,3,1,12,3,0,1,10,0,1,1,0,1,0,8,15,1,0,4,2,ferry
0,0,0,0,5,0,4,0,2,0,2,2,0,5,3,0,0,4,0,0,0,0,0,0,2,10,0,0,2,0,ferry
1,0,1,0,8,1,10,1,2,0,3,2,1,15,5,2,1,8,0,1,0,0,0,0,2,13,0,1,5,0,ferry
0,0,2,1,10,1,7,1,3,0,2,3,0,0,0,0,0,6,0,1,0,1,0,0,0,10,0,0,2,1,ferry
1,1,2,1,8,1,8,1,1,1,1,3,1,10,1,2,1,8,1,2,1,0,2,1,5,10,2,1,2,2,ferry
1,1,2,2,12,1,10,1,3,1,4,2,0,15,3,1,1,11,1,1,1,0,0,1,0,12,0,1,3,1,ferry
2,2,2,2,12,3,9,2,2,1,2,2,2,5,4,3,1,12,1,2,1,3,2,1,8,13,2,1,3,2,ferry
1,1,0,1,11,0,8,1,2,0,2,3,0,5,0,0,1,9,1,0,0,0,0,1,0,11,0,0,3,0,ferry
1,1,1,0,7,1,3,0,0,0,2,2,1,15,1,0,1,8,1,0,2,0,0,0,1,4,1,0,2,3,ferry
1,1,1,0,6,0,5,1,1,0,2,2,1,9,3,0,0,8,1,1,0,1,0,0,4,10,1,0,3,0,ferry
1,0,2,0,9,0,9,1,2,1,5,2,0,4,0,1,0,7,0,1,0,0,0,0,0,15,1,1,3,1,ferry
1,0,0,1,6,0,5,0,3,0,2,3,1,8,2,0,0,9,0,0,1,0,1,0,12,15,2,0,3,1,ferry
2,2,3,2,9,2,7,3,1,1,2,2,3,8,1,1,1,12,1,2,2,2,2,2,15,10,2,1,2,2,ferry
1,1,2,1,9,1,13,1,5,1,3,3,2,0,4,2,1,9,1,1,1,1,0,1,0,14,1,0,3,1,ferry
1,1,1,1,9,1,10,1,4,1,3,4,0,0,2,2,1,10,1,2,1,1,0,1,0,15,0,1,3,1,ferry
1,1,2,0,11,1,8,1,1,0,2,2,0,8,0,1,0,10,1,1,0,0,0,1,0,10,0,0,2,0,ferry
1,0,1,0,11,0,10,1,2,0,4,3,1,3,2,1,0,10,0,0,1,0,0,0,7,15,1,0,3,1,ferry
1,1,0,1,9,1,9,0,2,1,2,2,1,0,2,1,1,10,1,2,3,2,0,1,10,14,1,1,2,4,ferry
1,1,2,1,6,1,6,1,2,1,2,2,1,15,3,1,1,8,1,1,1,1,3,0,5,13,2,0,2,3,ferry
0,0,1,1,8,0,6,1,2,0,4,3,0,15,0,0,0,5,0,0,0,0,0,0,0,12,0,1,2,0,ferry
1,1,0,0,13,1,7,1,5,1,1,3,1,10,6,0,0,12,1,1,1,0,2,1,12,15,1,0,3,2,ferry
2,2,1,1,7,2,6,2,1,1,1,1,2,5,3,0,1,10,2,1,2,1,2,2,10,9,2,1,1,2,ferry
2,1,2,1,10,1,9,2,2,1,2,2,1,15,3,2,1,11,1,1,2,0,0,1,6,15,1,1,2,2,ferry
1,0,0,0,4,0,7,1,1,0,0,1,0,15,0,1,0,5,1,1,0,0,2,0,6,11,1,0,0,0,ferry
1,1,2,1,11,1,9,1,3,1,2,3,1,8,5,0,1,11,0,1,1,1,3,1,14,15,2,1,3,1,ferry
0,1,1,1,13,1,9,0,2,1,4,8,0,5,3,0,1,9,0,0,0,1,2,0,5,14,3,1,6,0,ferry
1,1,2,1,8,1,10,1,2,0,1,2,1,15,1,1,1,9,1,1,1,1,0,1,3,14,0,1,2,2,ferry
1,1,1,1,9,1,11,1,2,1,2,2,0,8,1,1,1,9,1,1,1,1,0,1,9,15,0,1,2,2,ferry
1,1,0,0,5,1,6,1,1,1,1,2,1,6,1,2,1,8,1,1,2,0,1,1,7,8,1,1,2,2,ferry
1,1,1,1,8,1,6,1,2,1,2,4,1,3,2,1,1,11,1,1,1,1,0,1,9,13,2,1,3,2,ferry
0,1,0,0,6,0,5,0,2,1,3,1,1,4,1,0,0,7,0,0,0,1,0,0,6,7,1,0,1,1,ferry
1,1,1,1,13,0,10,1,3,1,4,3,1,5,4,1,1,11,1,1,2,0,2,0,12,15,2,1,3,1,ferry
2,1,0,1,4,1,6,1,3,1,3,3,2,5,3,2,1,10,1,1,2,1,4,1,15,15,2,1,2,1,ferry
1,1,2,2,9,1,9,1,4,1,3,3,2,0,3,1,0,8,0,1,1,1,0,1,0,15,1,1,3,0,ferry
0,0,0,0,6,0,5,0,2,0,1,2,0,0,2,1,0,6,1,0,1,0,0,0,1,10,0,0,2,1,ferry
3,3,2,1,9,2,13,1,3,1,2,2,3,2,1,2,1,13,2,1,4,0,3,2,13,15,3,1,1,3,ferry
1,0,0,1,7,0,7,1,1,1,1,1,1,15,3,0,0,7,0,0,1,0,0,0,4,10,1,1,2,1,ferry
1,1,2,1,11,2,9,2,2,1,2,2,1,15,0,1,1,9,1,1,2,1,0,2,7,15,1,1,2,3,ferry
1,1,1,1,8,1,12,1,4,0,2,3,1,4,2,1,0,9,1,1,0,1,1,0,8,15,1,0,2,1,ferry
1,1,1,0,8,0,13,1,2,1,3,2,0,15,1,0,1,9,0,1,1,1,0,0,1,15,1,1,2,1,ferry
1,1,0,0,7,0,7,1,1,0,3,2,1,1,3,1,0,8,0,1,0,1,0,1,0,13,0,0,4,1,ferry
2,2,1,0,4,2,9,3,4,1,2,4,2,9,4,2,1,10,1,2,2,2,2,1,9,13,1,1,4,2,ferry
1,1,2,2,11,1,13,1,3,1,1,3,0,0,5,1,1,9,1,1,2,1,0,1,0,15,1,1,2,0,ferry
1,0,1,1,10,0,7,1,3,0,3,1,0,4,1,0,0,6,1,0,1,0,8,0,4,10,1,1,2,1,ferry
1,1,1,0,7,0,6,0,4,0,3,2,2,9,3,0,0,8,1,1,0,1,3,1,7,15,2,0,2,0,ferry
0,0,0,0,2,0,4,0,2,0,4,3,1,5,5,0,0,5,0,0,0,0,0,0,4,8,0,0,3,0,ferry
0,0,0,0,6,0,6,0,5,0,6,4,1,4,3,0,0,7,0,0,0,0,1,0,10,15,1,0,4,0,ferry
2,2,1,1,14,2,12,2,3,1,5,2,2,15,2,2,1,12,1,1,2,1,2,1,10,14,2,1,2,2,ferry
1,1,0,0,7,1,9,0,4,1,3,3,1,9,3,1,1,8,1,1,1,0,0,1,5,15,1,0,4,1,ferry
2,2,2,2,11,1,12,2,5,1,2,3,1,5,1,2,1,11,2,2,3,1,1,1,6,15,2,1,2,3,ferry
1,2,1,2,9,2,11,1,2,1,3,2,2,0,1,2,1,12,1,2,1,1,0,1,0,13,1,1,3,0,ferry
1,1,2,1,11,1,8,1,3,1,3,2,1,4,3,2,1,10,1,1,1,1,0,0,9,14,1,0,3,1,ferry
1,1,0,0,1,0,1,0,0,0,0,0,1,15,0,0,0,5,1,0,1,0,0,0,3,3,1,0,0,0,Faces_easy
1,0,0,0,2,0,2,0,0,0,1,0,0,15,1,0,0,5,1,0,2,0,1,1,2,6,0,0,1,1,Faces_easy
1,1,0,1,4,1,3,0,0,0,0,1,1,15,1,0,0,7,1,0,1,1,1,1,8,6,1,0,1,0,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,0,0,13,0,0,0,4,0,0,1,0,1,1,7,4,0,0,0,0,Faces_easy
0,0,0,0,3,1,2,1,0,0,1,0,0,15,0,0,0,3,1,1,0,1,0,0,2,3,0,0,0,0,Faces_easy
0,0,0,0,1,1,4,1,0,0,0,0,0,15,0,0,0,4,1,0,1,0,0,1,2,6,0,0,0,1,Faces_easy
0,0,0,0,3,0,4,0,0,0,0,0,0,15,0,1,0,3,0,0,0,1,0,0,3,6,0,0,1,0,Faces_easy
0,0,0,0,2,1,1,0,0,0,0,2,0,15,0,0,0,5,1,0,0,0,1,1,7,1,0,0,1,0,Faces_easy
0,0,0,0,1,0,2,0,0,0,0,2,0,15,0,0,0,4,0,0,0,0,0,0,4,2,0,0,3,0,Faces_easy
1,0,0,0,2,0,4,0,0,0,0,0,0,15,0,0,0,6,1,0,1,0,1,1,6,6,1,0,1,0,Faces_easy
0,0,0,0,2,0,1,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,1,0,11,2,0,0,1,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Faces_easy
0,1,1,1,5,1,4,1,0,0,0,0,0,15,0,0,0,5,1,1,0,1,0,1,2,6,0,1,1,0,Faces_easy
1,1,1,1,5,1,6,2,0,1,0,1,1,15,0,1,1,9,1,2,1,2,0,1,1,10,1,1,1,0,Faces_easy
0,0,0,0,2,0,1,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,1,0,5,3,0,0,0,1,Faces_easy
0,0,0,0,3,0,2,0,0,0,0,0,0,11,0,0,0,4,0,0,1,0,1,0,14,5,1,0,0,2,Faces_easy
1,1,0,0,2,1,2,1,0,0,0,2,0,11,0,0,0,8,1,1,1,1,0,1,6,4,1,1,2,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,0,4,1,0,0,2,0,Faces_easy
1,1,0,0,2,1,2,1,0,0,0,1,0,15,0,0,0,6,1,0,1,0,1,1,4,3,1,0,1,0,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,2,0,15,0,0,0,4,1,0,0,1,0,1,5,4,0,0,1,0,Faces_easy
1,0,0,0,4,1,3,1,0,0,0,2,0,15,0,0,0,5,1,0,0,0,0,1,0,6,0,1,2,0,Faces_easy
1,1,0,0,3,1,2,1,0,0,0,1,0,13,0,0,0,7,1,1,1,0,2,2,5,5,1,0,1,0,Faces_easy
1,0,0,0,3,0,4,0,1,0,0,3,1,15,0,0,0,7,1,0,1,0,0,1,3,9,1,0,2,0,Faces_easy
0,0,0,0,1,0,2,0,0,0,0,0,1,15,0,0,0,5,1,0,0,0,1,1,6,3,1,0,0,1,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,4,3,0,0,1,1,Faces_easy
0,0,0,0,1,0,3,0,0,0,0,0,0,15,0,0,0,4,0,1,1,0,0,0,6,5,0,0,0,1,Faces_easy
1,1,0,0,1,0,0,0,0,0,0,0,1,13,0,0,0,6,1,1,2,1,1,1,5,6,0,0,2,0,Faces_easy
1,1,1,0,1,1,0,1,0,1,1,1,1,15,0,0,1,7,1,1,1,0,1,1,7,0,1,1,1,0,Faces_easy
0,0,0,0,3,0,3,0,0,0,0,0,0,14,0,0,0,5,1,0,0,0,1,0,6,5,1,0,2,0,Faces_easy
1,1,0,0,2,1,2,1,0,0,0,1,0,10,0,0,0,7,0,0,1,1,1,0,12,3,0,1,2,0,Faces_easy
1,1,3,0,4,1,15,0,0,1,0,1,1,15,0,0,1,9,1,1,1,1,2,1,10,8,2,1,1,0,Faces_easy
0,0,0,0,1,0,1,1,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,Faces_easy
0,0,0,0,1,0,2,0,0,0,0,0,1,11,0,0,0,4,1,0,1,1,0,1,6,4,0,0,1,0,Faces_easy
1,1,1,2,7,1,5,1,1,0,1,1,0,15,0,0,0,7,1,1,1,1,1,1,7,8,0,0,1,0,Faces_easy
0,0,0,0,1,0,2,0,0,0,0,0,0,15,0,0,0,3,1,0,1,0,0,0,1,4,0,0,0,0,Faces_easy
1,1,0,0,5,1,0,2,0,1,1,1,1,15,0,0,1,9,1,1,2,1,0,1,7,0,1,1,2,0,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,0,1,15,0,0,0,3,0,0,1,0,0,1,7,3,1,0,1,1,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,3,0,15,0,0,0,4,0,0,0,0,0,0,5,3,0,0,3,0,Faces_easy
3,3,2,4,5,3,0,4,0,1,0,1,2,15,0,0,1,12,2,2,1,3,3,2,9,0,2,1,2,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faces_easy
0,0,0,0,2,0,2,1,0,0,0,0,0,15,0,0,0,4,0,0,1,0,0,1,3,5,0,0,0,1,Faces_easy
2,2,0,0,2,1,2,1,0,1,0,1,2,15,0,0,1,11,1,2,2,1,1,1,7,4,2,1,1,0,Faces_easy
0,0,0,0,3,0,3,0,0,0,0,3,0,8,0,0,0,8,1,0,1,0,1,1,12,5,0,0,3,0,Faces_easy
1,1,1,1,5,1,4,1,0,0,0,1,1,7,0,1,1,6,1,1,1,1,2,1,11,7,1,0,1,1,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,5,1,0,0,1,0,Faces_easy
0,0,0,1,3,0,4,0,0,0,0,0,0,15,0,0,0,5,0,1,0,0,0,0,4,6,0,0,2,0,Faces_easy
0,1,0,0,2,0,3,0,0,0,0,0,1,15,0,0,0,4,1,0,1,1,1,1,6,6,1,0,0,0,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,2,1,15,0,0,0,5,1,0,0,0,1,0,7,3,1,0,2,0,Faces_easy
1,1,0,0,3,0,2,0,0,0,0,0,2,5,0,0,0,5,1,0,1,0,2,1,12,5,2,0,1,1,Faces_easy
0,0,0,0,2,0,2,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faces_easy
1,1,0,1,4,1,6,1,1,0,0,0,0,15,1,0,0,6,1,0,1,1,1,1,7,11,1,0,1,1,Faces_easy
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,Faces_easy
1,1,0,0,3,0,4,0,0,0,0,0,1,8,1,1,0,7,1,1,1,0,0,1,8,7,1,0,1,2,Faces_easy
0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,Faces_easy
0,1,0,0,3,1,3,1,0,0,0,3,0,15,0,0,0,5,0,1,0,1,0,1,0,5,0,0,1,0,Faces_easy
1,1,1,1,5,2,4,2,0,0,0,0,0,15,0,1,0,5,1,0,0,0,0,1,0,7,0,1,1,1,Faces_easy
0,0,0,0,1,0,1,0,0,0,0,0,0,15,0,0,0,5,0,0,0,0,1,1,9,4,1,0,2,0,Faces_easy
0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,9,1,0,0,3,0,Faces_easy
