@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.JpegCoefficientFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CorrelationAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 19'

@attribute 'Histogram of JPEG Coefficients150' numeric
@attribute 'Histogram of JPEG Coefficients142' numeric
@attribute 'Histogram of JPEG Coefficients86' numeric
@attribute 'Histogram of JPEG Coefficients16' numeric
@attribute 'Histogram of JPEG Coefficients24' numeric
@attribute 'Histogram of JPEG Coefficients78' numeric
@attribute 'Histogram of JPEG Coefficients93' numeric
@attribute 'Histogram of JPEG Coefficients157' numeric
@attribute 'Histogram of JPEG Coefficients70' numeric
@attribute 'Histogram of JPEG Coefficients158' numeric
@attribute 'Histogram of JPEG Coefficients96' numeric
@attribute 'Histogram of JPEG Coefficients85' numeric
@attribute 'Histogram of JPEG Coefficients94' numeric
@attribute 'Histogram of JPEG Coefficients149' numeric
@attribute 'Histogram of JPEG Coefficients88' numeric
@attribute 'Histogram of JPEG Coefficients134' numeric
@attribute 'Histogram of JPEG Coefficients152' numeric
@attribute 'Histogram of JPEG Coefficients1' numeric
@attribute 'Histogram of JPEG Coefficients160' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
12,21,11,255,203,14,10,8,80,7,12,9,8,10,27,77,28,155,16,ferry
34,40,38,160,178,44,29,21,110,25,48,20,25,26,57,109,50,92,38,ferry
34,50,34,189,230,49,22,24,64,45,28,15,26,36,33,63,93,79,52,ferry
17,22,10,201,178,8,10,13,60,23,9,9,11,19,33,81,38,104,17,ferry
26,34,33,157,175,32,24,12,82,22,40,25,27,16,70,67,67,16,40,ferry
40,53,40,81,142,46,21,21,70,47,32,16,49,21,36,91,41,9,29,ferry
34,68,24,255,186,44,15,29,94,30,34,19,23,18,46,98,34,110,35,ferry
48,58,25,179,255,30,8,35,43,40,39,16,23,26,53,65,57,39,44,ferry
43,61,38,111,171,54,22,26,96,39,25,17,24,23,49,103,47,19,25,ferry
13,16,11,209,204,16,10,8,57,15,24,8,10,8,37,63,43,56,26,ferry
24,27,22,131,178,29,13,12,75,21,15,10,15,16,72,81,50,115,11,ferry
50,70,29,156,237,58,24,23,66,52,32,23,40,32,73,89,80,67,44,ferry
32,52,36,189,186,43,23,26,94,34,40,18,24,27,66,73,68,80,55,ferry
20,37,16,187,166,21,16,16,99,15,21,17,14,17,54,85,39,75,12,ferry
31,52,40,162,198,44,19,22,86,23,57,17,33,19,44,73,44,32,45,ferry
3,8,4,215,225,3,3,3,48,5,6,3,3,4,19,41,28,67,5,ferry
32,47,33,199,218,38,26,16,122,25,46,25,23,20,72,102,44,26,32,ferry
37,49,31,171,171,45,17,22,77,36,41,21,28,16,57,79,39,84,34,ferry
28,40,16,223,231,22,11,19,43,27,36,10,13,18,34,49,39,121,24,ferry
46,70,37,144,167,56,27,30,88,47,47,27,37,29,60,103,47,139,37,ferry
9,13,16,147,178,17,9,6,53,10,25,8,13,12,48,46,57,146,28,ferry
26,34,28,163,223,29,14,13,94,22,29,13,23,23,26,87,24,54,18,ferry
39,44,41,83,83,48,27,28,113,48,11,20,42,29,15,114,15,255,17,Faces_easy
40,52,32,112,138,45,21,25,108,34,24,20,26,26,23,102,20,255,14,Faces_easy
41,52,31,111,148,34,22,25,94,45,15,21,32,27,19,118,22,255,11,Faces_easy
37,51,32,90,103,45,23,16,143,26,19,25,28,20,24,108,21,255,16,Faces_easy
36,50,28,88,78,42,18,26,103,31,10,17,27,25,11,123,12,255,11,Faces_easy
47,60,38,119,140,46,25,31,106,32,10,20,32,29,29,121,20,255,13,Faces_easy
44,61,38,173,164,45,29,33,102,42,16,21,28,27,18,110,25,239,28,Faces_easy
33,43,28,95,107,38,25,23,107,33,14,20,31,20,26,115,15,255,12,Faces_easy
42,52,33,119,130,39,28,27,109,39,21,22,33,24,25,103,19,255,15,Faces_easy
28,44,31,85,98,31,19,21,116,22,12,18,23,28,18,136,15,255,12,Faces_easy
37,56,27,129,118,46,23,26,87,40,23,21,28,27,22,100,29,255,31,Faces_easy
48,56,35,108,103,37,23,25,111,39,10,22,36,31,13,126,13,255,7,Faces_easy
30,46,26,62,56,37,28,24,120,36,4,20,26,21,16,114,21,255,10,Faces_easy
22,35,22,81,85,30,10,14,77,19,7,15,18,19,12,107,8,255,9,Faces_easy
44,52,26,106,112,34,19,23,107,40,9,16,24,26,14,119,19,255,14,Faces_easy
40,49,30,190,186,42,21,30,89,38,27,21,34,22,33,94,27,255,24,Faces_easy
36,51,29,135,138,35,21,23,107,32,14,17,21,24,20,122,24,255,14,Faces_easy
38,49,39,139,197,43,16,26,107,34,31,21,28,20,48,97,44,255,39,Faces_easy
28,39,27,90,81,35,23,21,89,26,25,17,26,22,17,103,15,255,17,Faces_easy
41,46,31,170,160,33,17,21,64,31,28,16,28,23,28,83,35,255,29,Faces_easy
32,43,35,160,190,42,24,25,102,30,20,21,40,24,22,105,22,255,17,Faces_easy
37,44,33,181,241,41,27,27,107,40,7,24,37,22,9,105,16,255,10,Faces_easy
38,66,39,103,120,63,27,25,107,37,15,21,32,26,27,110,28,255,20,Faces_easy
39,45,35,184,205,51,28,21,97,42,23,22,32,21,36,97,33,255,24,Faces_easy
31,44,37,100,106,49,26,21,89,33,13,17,33,20,10,83,16,255,15,Faces_easy
34,62,31,102,88,48,22,25,108,39,11,22,28,29,9,118,10,255,10,Faces_easy
36,51,31,101,113,42,32,32,85,41,11,19,35,28,18,94,12,255,6,Faces_easy
38,58,35,164,186,48,24,27,89,46,14,24,38,25,30,95,21,224,14,Faces_easy
44,48,30,157,185,48,17,28,119,38,19,20,29,27,30,114,27,255,15,Faces_easy
40,52,30,142,129,38,22,27,88,41,25,18,28,22,22,124,17,255,12,Faces_easy
26,41,24,119,123,40,15,24,75,28,14,13,28,18,16,98,19,255,15,Faces_easy
38,49,29,202,255,40,19,26,83,43,41,17,22,24,50,98,46,228,28,Faces_easy
36,48,38,107,116,46,25,27,100,39,10,28,33,27,19,129,15,255,13,Faces_easy
39,57,40,102,137,48,24,22,115,38,13,24,32,21,15,102,21,255,15,Faces_easy
44,59,27,135,128,41,19,27,91,34,11,18,30,21,8,107,12,255,19,Faces_easy
39,56,34,91,95,43,20,21,109,37,20,23,26,22,18,128,20,255,19,Faces_easy
40,59,36,165,174,58,30,25,98,41,34,24,34,28,40,75,31,255,26,Faces_easy
36,49,26,144,203,33,22,25,104,31,16,21,24,20,28,124,31,255,18,Faces_easy
30,43,38,146,151,48,24,22,109,34,28,23,37,25,21,91,18,255,23,Faces_easy
38,64,36,110,91,47,23,26,94,39,10,20,32,23,11,119,12,255,7,Faces_easy
33,45,21,92,78,38,18,21,129,33,11,23,17,24,18,147,24,255,17,Faces_easy
40,46,33,113,122,45,27,31,102,37,14,24,36,28,13,115,13,255,12,Faces_easy
42,59,44,104,103,60,29,30,102,43,12,24,47,27,9,84,8,255,10,Faces_easy
31,36,24,77,83,32,17,16,121,28,12,15,27,16,18,94,13,255,11,Faces_easy
42,63,31,126,148,44,26,24,116,38,20,18,31,25,27,131,29,255,25,Faces_easy
32,60,40,126,107,44,27,30,102,33,16,21,37,22,15,108,16,255,16,Faces_easy
35,46,36,72,70,37,20,21,120,30,14,21,29,28,16,147,17,255,13,Faces_easy
35,44,28,75,90,38,18,24,97,32,14,21,25,21,15,107,14,255,13,Faces_easy
42,52,27,153,145,41,24,27,91,37,16,21,26,25,21,120,16,255,13,Faces_easy
35,43,28,92,89,39,22,20,116,28,9,17,25,26,10,120,10,255,8,Faces_easy
35,43,35,100,93,45,27,26,112,37,17,20,37,26,24,96,16,255,13,Faces_easy
26,40,34,82,64,41,24,16,128,28,10,22,29,23,14,119,16,255,11,Faces_easy
29,36,24,60,72,32,19,19,102,24,6,16,21,23,6,113,8,255,7,Faces_easy
31,45,38,101,76,49,33,20,142,32,21,33,31,21,30,120,19,255,20,Faces_easy
40,59,30,95,114,36,21,29,119,37,5,20,26,29,7,144,9,255,6,Faces_easy
38,49,33,72,47,38,23,29,108,32,9,24,29,28,10,135,11,255,11,Faces_easy
27,39,34,77,104,35,23,20,128,24,15,16,30,22,15,107,9,255,13,Faces_easy
38,36,28,90,96,42,23,23,105,36,16,20,27,22,24,107,18,255,21,Faces_easy
35,48,27,92,112,39,20,24,97,35,13,17,34,26,13,101,14,255,14,Faces_easy
31,43,27,94,113,40,17,20,104,33,10,19,22,30,12,112,18,255,10,Faces_easy
35,49,39,147,144,54,26,23,105,36,19,26,34,27,20,83,15,255,18,Faces_easy
34,49,31,77,84,54,17,21,133,28,16,17,25,23,15,119,9,255,14,Faces_easy
29,42,31,135,124,40,24,23,115,30,14,19,35,17,13,105,16,255,16,Faces_easy
40,51,37,100,102,50,25,27,115,40,11,28,36,20,17,126,15,255,11,Faces_easy
36,50,29,165,128,40,24,26,111,37,11,25,27,22,21,112,19,243,11,Faces_easy
36,56,30,145,182,34,20,21,108,36,19,14,20,27,20,126,21,255,21,Faces_easy
42,53,29,140,162,40,25,29,110,41,17,19,30,27,29,100,22,233,19,Faces_easy
36,49,33,83,102,40,20,19,126,37,12,19,27,22,13,148,12,255,7,Faces_easy
45,59,38,118,123,43,23,23,119,36,12,19,26,24,20,134,18,255,10,Faces_easy
38,64,31,141,143,37,31,32,106,37,11,25,34,35,17,138,15,255,10,Faces_easy
31,44,30,140,131,42,21,20,133,31,18,25,28,23,31,131,29,255,25,Faces_easy
38,60,30,123,154,47,18,29,92,36,24,20,33,25,18,126,21,255,23,Faces_easy
38,45,35,124,145,43,24,24,118,32,15,21,34,24,23,94,17,255,18,Faces_easy
34,48,35,144,192,38,17,21,110,31,18,19,26,23,25,101,28,255,28,Faces_easy
37,55,38,138,123,48,23,25,80,34,13,28,36,31,23,115,23,255,13,Faces_easy
32,42,34,99,99,41,23,20,123,30,14,24,28,20,16,98,15,255,14,Faces_easy
40,53,31,134,185,36,19,25,91,41,16,12,35,30,15,111,19,251,14,Faces_easy
39,49,32,159,145,42,17,24,96,40,20,18,30,21,25,112,20,251,18,Faces_easy
41,58,32,86,79,39,23,22,107,47,7,22,26,23,9,136,10,255,11,Faces_easy
36,57,38,109,147,43,18,27,112,34,15,23,31,31,20,111,23,255,18,Faces_easy
36,55,32,120,127,44,20,26,101,36,13,17,33,23,13,120,12,255,11,Faces_easy
29,41,25,75,106,46,19,15,93,23,11,22,27,13,20,93,22,255,15,Faces_easy
13,19,19,200,169,22,11,8,153,8,12,14,12,9,23,106,22,255,8,Faces_easy
42,39,31,130,145,38,20,28,120,37,18,21,27,27,19,113,17,255,19,Faces_easy
42,53,23,87,86,33,19,27,109,35,9,17,25,26,17,136,19,255,11,Faces_easy
35,50,35,119,111,49,27,25,97,31,22,23,27,23,34,105,23,255,13,Faces_easy
43,46,39,168,177,48,23,29,97,43,14,23,36,24,17,105,15,255,13,Faces_easy
40,50,31,117,130,46,22,22,104,33,10,20,31,26,12,131,11,255,11,Faces_easy
30,47,26,84,96,32,18,24,105,29,9,20,26,20,11,108,13,255,9,Faces_easy
37,46,41,126,146,61,30,24,113,30,23,25,40,22,40,108,23,255,13,Faces_easy
41,53,37,181,180,50,27,32,100,47,26,20,36,26,26,88,19,255,16,Faces_easy
36,46,29,124,104,40,19,21,93,41,14,18,28,23,13,107,19,255,19,Faces_easy
38,54,39,145,125,44,22,30,105,43,16,18,33,26,22,107,18,255,15,Faces_easy
25,37,21,93,121,31,17,16,102,26,12,16,18,19,19,101,14,255,8,Faces_easy
29,41,26,169,205,33,18,23,97,28,14,18,21,28,24,112,29,255,16,Faces_easy
38,46,32,136,145,42,22,28,88,41,17,18,27,27,24,109,17,255,17,Faces_easy
42,53,41,102,132,53,30,32,107,47,18,28,38,26,18,119,31,255,20,Faces_easy
38,49,31,71,83,40,18,26,126,32,6,20,29,23,8,125,10,255,8,Faces_easy
38,50,28,147,122,40,15,23,67,45,19,15,31,21,14,73,14,246,14,Faces_easy
36,46,29,84,106,35,19,21,128,30,14,21,29,28,17,116,20,255,14,Faces_easy
33,46,34,91,86,37,25,24,109,35,14,21,25,24,17,121,13,255,12,Faces_easy
38,51,27,169,175,40,22,21,86,38,19,17,27,28,21,121,38,255,24,Faces_easy
38,49,36,80,76,36,18,19,122,30,13,15,25,22,12,132,14,255,10,Faces_easy
41,53,34,67,73,42,24,24,108,33,10,18,31,20,10,124,9,255,9,Faces_easy
34,54,28,147,161,40,16,25,98,35,24,17,31,21,22,107,25,255,19,Faces_easy
33,47,32,86,85,35,25,25,114,31,12,18,28,21,13,129,14,255,12,Faces_easy
43,69,27,198,224,36,18,25,87,42,16,17,29,31,23,122,28,255,19,Faces_easy
34,47,34,120,148,38,21,21,130,27,22,20,31,24,21,136,15,255,18,Faces_easy
30,48,39,119,131,49,25,26,105,29,22,23,32,21,26,85,24,255,21,Faces_easy
33,44,27,152,157,35,23,22,110,32,17,24,30,22,20,125,14,255,10,Faces_easy
34,47,34,105,95,39,20,24,122,29,11,20,25,26,20,137,17,255,11,Faces_easy
25,37,31,66,43,35,26,19,118,27,9,20,24,20,13,121,7,255,10,Faces_easy
39,56,34,141,143,38,23,27,132,34,13,23,27,29,17,116,21,255,15,Faces_easy
36,46,34,106,118,45,26,26,134,34,10,26,29,22,14,125,17,231,11,Faces_easy
44,62,35,109,109,37,25,32,117,34,8,21,29,22,10,116,18,255,14,Faces_easy
26,38,25,103,113,36,19,24,104,23,8,17,28,21,13,116,11,255,8,Faces_easy
39,55,34,116,133,50,27,30,94,38,14,24,35,32,19,110,20,255,16,Faces_easy
36,49,29,142,190,41,23,28,87,35,19,18,27,26,19,116,21,255,18,Faces_easy
27,40,30,93,95,41,26,22,126,33,13,28,29,19,20,89,15,255,10,Faces_easy
34,39,32,84,99,33,21,19,137,21,9,24,21,21,14,139,13,255,11,Faces_easy
42,48,33,124,136,39,21,27,102,39,32,22,32,27,52,90,29,255,21,Faces_easy
41,63,36,179,186,56,25,34,98,54,19,26,41,31,22,127,32,255,26,Faces_easy
26,40,33,58,72,43,19,20,143,28,5,21,23,23,7,114,10,255,8,Faces_easy
47,59,32,196,219,49,30,39,118,49,36,31,34,28,56,106,29,255,26,Faces_easy
30,50,37,88,94,51,26,20,120,29,12,20,27,24,17,111,10,255,12,Faces_easy
32,38,34,122,126,34,17,24,116,32,12,22,24,23,23,132,14,255,9,Faces_easy
51,60,36,134,147,50,26,31,95,47,15,20,31,34,16,123,21,255,14,Faces_easy
34,44,28,91,108,38,21,16,85,32,9,19,34,14,12,82,9,225,10,Faces_easy
45,56,38,147,156,46,29,25,104,40,17,21,27,30,21,111,22,255,10,Faces_easy
35,36,40,121,142,45,23,22,99,35,15,19,33,21,22,78,25,255,17,Faces_easy
32,45,33,101,99,41,29,26,118,28,15,20,36,20,25,114,24,255,15,Faces_easy
42,49,30,124,204,40,21,16,93,38,22,17,28,24,26,105,34,255,25,Faces_easy
36,51,27,97,116,40,23,25,107,34,10,22,26,21,19,104,22,255,11,Faces_easy
31,53,30,70,88,45,20,22,126,29,8,18,26,20,13,120,12,255,8,Faces_easy
38,56,26,88,92,46,17,24,118,38,11,18,28,30,18,154,18,255,12,Faces_easy
32,40,31,78,106,39,23,23,135,29,11,21,24,22,14,114,15,255,11,Faces_easy
33,42,37,88,100,47,27,21,120,32,10,23,40,24,14,82,14,255,15,Faces_easy
45,58,34,124,167,37,23,22,110,42,28,20,28,22,39,114,21,255,28,Faces_easy
31,43,31,113,125,43,22,20,112,30,21,26,29,21,27,115,14,255,9,Faces_easy
36,52,29,84,64,38,18,27,110,29,16,18,26,25,15,132,15,255,19,Faces_easy
34,46,28,94,128,35,20,23,95,38,13,18,27,22,23,136,29,255,11,Faces_easy
38,56,24,86,103,33,12,24,97,41,10,14,22,24,16,122,18,255,15,Faces_easy
37,53,28,93,94,43,26,25,119,31,11,26,28,21,15,119,18,255,15,Faces_easy
19,36,26,85,75,34,18,17,102,19,15,17,27,16,18,83,11,255,7,Faces_easy
30,43,34,98,87,43,26,21,122,27,11,20,28,20,23,126,24,255,16,Faces_easy
33,46,27,59,75,31,14,22,73,37,4,14,21,25,6,113,9,255,5,Faces_easy
31,42,27,69,79,34,18,20,96,25,12,14,22,27,14,119,19,255,14,Faces_easy
37,58,31,87,108,36,19,32,99,33,14,20,29,25,23,111,18,255,11,Faces_easy
41,57,37,109,134,53,20,27,88,46,12,22,41,26,13,107,21,255,11,Faces_easy
18,26,17,79,76,16,13,11,91,15,9,11,15,15,12,100,13,255,11,Faces_easy
31,45,33,72,86,35,20,17,110,26,14,21,23,21,15,104,16,255,13,Faces_easy
45,52,31,147,168,38,14,33,86,52,26,14,30,24,20,97,21,255,20,Faces_easy
38,57,34,131,147,40,25,29,95,33,16,21,37,37,20,117,27,255,15,Faces_easy
51,52,38,70,81,49,23,27,98,48,7,20,39,28,10,128,9,255,9,Faces_easy
37,51,34,83,89,36,24,25,128,32,12,18,28,22,10,135,10,255,12,Faces_easy
38,46,33,94,108,46,19,22,125,34,11,21,32,28,12,123,13,255,12,Faces_easy
18,30,13,82,82,21,11,12,91,15,10,11,12,14,12,92,16,255,12,Faces_easy
38,44,34,156,170,44,24,21,100,42,20,18,33,25,22,100,20,255,18,Faces_easy
32,47,33,145,148,50,23,26,104,31,13,16,26,24,15,98,10,255,8,Faces_easy
36,47,32,89,98,43,20,20,100,38,10,16,24,23,13,110,13,223,12,Faces_easy
33,44,31,95,98,28,22,30,102,32,15,17,25,20,17,130,15,255,10,Faces_easy
41,50,30,100,93,49,25,30,118,38,11,23,35,29,14,130,17,255,13,Faces_easy
28,50,36,76,90,52,26,18,106,32,17,26,34,21,23,91,25,255,21,Faces_easy
31,46,30,140,162,36,19,15,121,35,19,21,28,19,15,123,22,255,22,Faces_easy
26,37,22,117,143,28,17,14,111,22,16,21,20,19,19,128,22,255,16,Faces_easy
33,60,27,91,77,37,25,24,111,37,18,17,24,29,19,130,19,255,16,Faces_easy
34,48,36,106,83,48,23,24,120,39,15,18,33,28,14,124,20,255,17,Faces_easy
32,46,31,139,163,41,28,30,102,32,30,24,30,19,38,100,31,255,23,Faces_easy
35,38,25,105,101,34,20,16,113,29,16,18,22,20,24,125,19,255,18,Faces_easy
38,49,41,171,170,42,19,24,106,33,17,22,30,22,18,108,17,255,15,Faces_easy
25,43,26,85,90,44,21,15,114,25,18,21,27,19,23,96,12,255,9,Faces_easy
40,55,32,132,139,47,23,25,100,44,27,17,27,26,20,117,20,201,23,Faces_easy
41,51,32,142,155,45,23,27,104,33,15,19,32,28,22,127,21,255,17,Faces_easy
43,60,40,105,107,45,29,29,101,41,14,18,32,27,23,111,20,255,18,Faces_easy
37,55,32,149,145,48,25,24,109,29,15,25,29,31,22,118,24,255,17,Faces_easy
32,46,40,212,193,49,25,21,133,36,14,28,43,23,44,114,45,198,23,Faces_easy
39,41,36,127,127,37,21,26,84,38,19,22,33,23,28,108,21,255,13,Faces_easy
42,50,32,122,135,47,24,22,116,42,11,17,39,28,13,109,18,255,14,Faces_easy
36,51,30,132,128,44,24,24,108,34,16,18,29,26,19,113,21,255,16,Faces_easy
32,46,37,96,93,51,23,23,108,33,15,22,42,20,19,89,12,255,10,Faces_easy
31,47,29,85,102,33,24,28,118,33,13,20,30,21,16,128,15,255,15,Faces_easy
42,40,31,76,80,38,27,25,105,25,12,20,26,26,17,140,18,255,14,Faces_easy
38,52,33,120,107,42,19,25,93,37,13,17,28,30,16,120,19,255,11,Faces_easy
33,44,25,111,109,30,21,26,109,30,19,18,26,20,30,117,27,255,18,Faces_easy
29,42,34,115,121,49,23,17,119,29,10,23,32,17,14,82,15,255,15,Faces_easy
34,37,36,62,53,41,26,21,130,23,9,25,27,26,15,118,15,255,11,Faces_easy
44,55,32,131,114,45,22,26,116,29,7,20,25,28,20,123,17,255,10,Faces_easy
35,43,25,148,124,32,19,22,118,30,14,19,21,22,19,112,25,255,19,Faces_easy
39,41,41,101,101,43,18,22,104,32,7,27,41,27,7,92,12,255,9,Faces_easy
36,53,26,104,112,38,23,22,109,35,16,17,27,22,25,135,23,255,20,Faces_easy
35,56,30,108,114,38,20,22,119,35,12,20,28,23,19,106,9,255,11,Faces_easy
37,52,41,77,69,49,20,22,137,35,14,22,31,23,19,122,22,255,21,Faces_easy
37,39,28,81,82,36,19,27,108,32,12,20,26,26,15,112,14,255,16,Faces_easy
37,62,37,94,109,56,31,28,110,36,17,24,33,21,21,98,24,255,19,Faces_easy
32,46,29,89,113,42,17,21,98,37,14,18,25,25,12,108,7,255,10,Faces_easy
40,57,38,140,180,47,24,30,101,43,16,26,30,28,22,96,24,254,19,Faces_easy
42,51,37,152,155,35,17,23,117,31,20,15,23,29,27,121,20,255,13,Faces_easy
40,53,37,126,169,40,26,25,97,39,33,22,37,27,28,88,28,255,34,Faces_easy
43,55,25,139,134,37,18,26,105,34,8,22,23,29,16,118,16,255,11,Faces_easy
37,49,35,97,95,41,24,21,102,40,12,19,28,24,21,103,13,255,13,Faces_easy
44,54,37,206,195,48,34,36,95,50,26,25,41,27,34,100,23,255,19,Faces_easy
36,53,35,82,88,40,33,30,95,37,10,24,35,23,17,90,18,255,12,Faces_easy
32,62,35,200,190,49,30,25,117,47,20,24,31,30,29,135,26,255,19,Faces_easy
35,49,29,120,109,39,27,22,95,35,17,21,30,22,21,102,23,255,20,Faces_easy
25,43,28,117,118,32,23,16,109,24,15,24,26,20,25,124,36,255,22,Faces_easy
40,50,53,101,132,57,34,29,140,41,14,34,53,26,17,107,20,255,13,Faces_easy
34,43,30,86,83,42,18,22,112,31,16,18,25,21,21,107,25,255,21,Faces_easy
38,58,40,149,139,53,27,38,101,36,19,22,32,28,20,118,17,255,11,Faces_easy
34,48,29,55,63,43,22,20,117,36,9,20,26,20,11,121,7,255,6,Faces_easy
28,48,32,87,101,36,26,26,117,33,11,24,26,19,17,114,16,255,11,Faces_easy
30,39,34,132,121,40,22,18,120,27,7,21,24,21,15,98,15,255,8,Faces_easy
32,46,30,95,100,34,16,21,122,33,10,18,23,33,13,130,17,255,15,Faces_easy
32,52,33,144,141,36,25,22,98,38,21,25,27,28,31,111,38,255,22,Faces_easy
30,36,29,81,77,35,23,17,120,28,10,16,30,17,7,105,7,255,7,Faces_easy
36,46,39,124,115,48,31,24,93,34,21,22,35,26,22,98,14,255,10,Faces_easy
36,51,28,106,121,34,23,27,106,37,9,15,17,23,22,111,27,255,13,Faces_easy
44,70,33,153,180,47,22,33,86,43,17,19,32,23,19,107,22,253,15,Faces_easy
32,45,32,102,108,47,26,20,126,30,15,25,36,23,25,103,20,255,17,Faces_easy
32,38,28,68,90,33,23,20,134,25,6,16,21,19,12,142,18,255,12,Faces_easy
33,47,27,77,92,35,18,17,146,31,12,21,25,29,9,151,13,255,10,Faces_easy
30,40,36,157,162,44,22,17,106,33,22,21,34,20,26,100,17,255,18,Faces_easy
23,35,24,105,149,28,15,14,96,24,24,14,17,13,23,89,30,255,20,Faces_easy
30,42,25,177,167,36,18,22,107,33,23,20,24,23,17,112,17,255,23,Faces_easy
40,55,25,137,122,46,26,26,108,34,14,23,27,27,22,119,29,255,16,Faces_easy
32,44,29,100,96,36,16,17,144,23,13,16,23,17,14,144,16,255,13,Faces_easy
34,52,31,119,150,42,27,29,98,36,23,20,29,25,33,108,23,234,16,Faces_easy
36,41,25,76,101,33,20,22,127,27,5,19,20,23,12,152,16,255,10,Faces_easy
38,40,39,163,148,40,25,23,105,34,17,26,32,26,21,84,19,255,16,Faces_easy
30,44,25,85,77,31,19,22,165,31,12,20,23,22,20,151,24,255,17,Faces_easy
39,52,34,133,158,45,21,29,114,32,19,25,30,28,27,116,21,255,15,Faces_easy
39,54,35,148,142,46,26,27,100,39,19,20,32,27,24,108,31,255,15,Faces_easy
34,42,28,116,126,42,23,24,117,28,14,20,25,25,24,116,18,255,14,Faces_easy
19,24,23,63,68,33,17,13,89,18,11,15,21,14,15,83,11,255,6,Faces_easy
35,51,28,142,170,33,21,25,126,36,18,19,35,15,23,92,23,255,23,Faces_easy
49,67,29,128,146,50,24,31,110,48,19,17,39,29,14,130,21,255,21,Faces_easy
39,53,32,53,48,41,23,25,119,33,8,20,31,24,10,109,8,255,7,Faces_easy
46,57,44,96,84,47,30,30,114,43,22,28,41,34,32,138,19,255,17,Faces_easy
38,49,29,149,173,36,19,26,108,30,16,16,26,28,34,113,31,255,22,Faces_easy
38,57,36,97,91,43,21,17,108,30,17,17,23,24,16,134,15,255,12,Faces_easy
43,56,34,130,143,53,25,29,95,36,16,22,41,26,17,100,20,255,16,Faces_easy
42,66,36,113,144,45,24,27,100,47,14,22,31,34,15,114,21,255,19,Faces_easy
30,46,30,119,133,36,29,26,104,33,18,21,33,23,38,87,38,255,21,Faces_easy
19,27,16,113,124,21,16,12,99,16,14,13,14,14,17,98,19,255,14,Faces_easy
31,49,22,72,68,32,18,20,122,26,11,17,23,26,18,139,19,255,14,Faces_easy
28,39,32,103,101,36,19,19,98,28,14,14,23,19,16,134,16,255,19,Faces_easy
30,54,25,133,194,36,22,28,100,36,14,17,26,34,34,130,25,255,11,Faces_easy
44,59,30,116,114,36,20,30,124,37,13,18,27,25,17,131,21,255,21,Faces_easy
39,55,28,112,92,34,29,27,98,39,12,24,30,26,19,112,20,255,16,Faces_easy
24,38,30,83,87,41,17,15,102,22,10,18,24,16,14,102,19,255,15,Faces_easy
42,49,39,180,177,52,31,25,97,34,18,26,39,27,30,110,25,248,15,Faces_easy
37,53,30,113,94,43,25,27,102,38,11,26,30,27,17,127,16,255,15,Faces_easy
35,51,26,146,167,35,20,26,77,32,24,20,23,21,30,113,23,255,18,Faces_easy
37,53,30,102,134,44,24,27,97,36,16,20,35,23,14,118,16,201,15,Faces_easy
34,54,35,143,148,42,19,26,96,35,28,20,32,22,31,105,26,255,23,Faces_easy
36,40,37,101,122,38,24,27,106,29,14,16,31,24,24,110,18,255,15,Faces_easy
39,55,34,133,152,48,25,24,119,36,15,25,37,25,14,111,15,255,13,Faces_easy
38,55,35,84,86,49,21,37,115,37,15,24,33,33,33,133,35,255,17,Faces_easy
19,23,19,130,124,25,22,12,136,14,14,21,18,14,26,116,22,255,7,Faces_easy
30,43,33,107,124,40,20,23,108,35,13,21,25,21,16,106,12,255,12,Faces_easy
30,42,31,77,80,34,24,18,100,29,13,20,27,19,14,105,17,255,19,Faces_easy
31,44,30,95,106,42,28,21,99,40,15,19,35,22,14,92,15,255,11,Faces_easy
47,53,38,139,132,42,29,29,112,43,17,24,37,31,26,107,18,255,11,Faces_easy
38,47,33,93,93,42,20,25,126,37,13,19,35,27,16,117,12,255,10,Faces_easy
33,47,26,129,97,38,24,25,147,26,15,23,24,22,28,118,19,255,10,Faces_easy
34,54,29,114,112,33,18,25,105,39,11,19,25,30,10,155,10,255,10,Faces_easy
40,51,34,115,114,43,20,29,96,39,30,27,31,24,39,90,30,255,17,Faces_easy
33,50,31,87,85,38,25,28,153,28,12,29,22,30,20,129,19,255,14,Faces_easy
45,63,34,125,116,51,29,29,99,48,11,24,37,31,17,118,16,255,15,Faces_easy
37,46,31,113,112,47,24,22,116,36,23,22,31,29,23,113,19,255,17,Faces_easy
35,50,36,124,102,48,25,29,108,36,20,24,34,24,23,111,16,255,17,Faces_easy
36,58,29,131,114,47,19,22,111,32,16,20,24,23,19,113,16,255,12,Faces_easy
45,51,37,88,105,38,17,25,111,33,14,21,33,26,15,138,12,255,9,Faces_easy
39,46,40,97,83,51,30,17,108,31,11,29,38,17,20,75,12,255,10,Faces_easy
