@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.JpegCoefficientFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.GainRatioAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 19'

@attribute 'Histogram of JPEG Coefficients57' numeric
@attribute 'Histogram of JPEG Coefficients45' numeric
@attribute 'Histogram of JPEG Coefficients150' numeric
@attribute 'Histogram of JPEG Coefficients16' numeric
@attribute 'Histogram of JPEG Coefficients1' numeric
@attribute 'Histogram of JPEG Coefficients58' numeric
@attribute 'Histogram of JPEG Coefficients142' numeric
@attribute 'Histogram of JPEG Coefficients24' numeric
@attribute 'Histogram of JPEG Coefficients31' numeric
@attribute 'Histogram of JPEG Coefficients109' numeric
@attribute 'Histogram of JPEG Coefficients86' numeric
@attribute 'Histogram of JPEG Coefficients23' numeric
@attribute 'Histogram of JPEG Coefficients94' numeric
@attribute 'Histogram of JPEG Coefficients110' numeric
@attribute 'Histogram of JPEG Coefficients93' numeric
@attribute 'Histogram of JPEG Coefficients88' numeric
@attribute 'Histogram of JPEG Coefficients40' numeric
@attribute 'Histogram of JPEG Coefficients78' numeric
@attribute 'Histogram of JPEG Coefficients134' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
14,13,12,255,155,16,21,203,55,6,11,74,8,8,10,27,88,14,77,ferry
64,6,34,160,92,26,40,178,24,20,38,40,25,16,29,57,126,44,109,ferry
151,59,34,189,79,180,50,230,79,20,34,127,26,32,22,33,185,49,63,ferry
62,9,17,201,104,38,22,178,22,6,10,40,11,8,10,33,163,8,81,ferry
65,1,26,157,16,17,34,175,9,22,33,15,27,27,24,70,207,32,67,ferry
119,82,40,81,9,105,53,142,131,39,40,81,49,49,21,36,196,46,91,ferry
43,1,34,255,110,29,68,186,15,13,24,31,23,19,15,46,137,44,98,ferry
67,20,48,179,39,64,58,255,35,18,25,50,23,28,8,53,183,30,65,ferry
114,3,43,111,19,25,61,171,31,20,38,66,24,19,22,49,237,54,103,ferry
44,3,13,209,56,31,16,204,25,7,11,46,10,11,10,37,132,16,63,ferry
111,10,24,131,115,69,27,178,46,10,22,59,15,14,13,72,181,29,81,ferry
130,77,50,156,67,85,70,237,81,31,29,108,40,38,24,73,204,58,89,ferry
93,20,32,189,80,40,52,186,51,17,36,69,24,21,23,66,163,43,73,ferry
7,5,20,187,75,11,37,166,21,13,16,33,14,12,16,54,63,21,85,ferry
93,8,31,162,32,52,52,198,16,27,40,27,33,24,19,44,255,44,73,ferry
32,3,3,215,67,7,8,225,14,3,4,23,3,2,3,19,213,3,41,ferry
9,0,32,199,26,4,47,218,9,23,33,26,23,17,26,72,229,38,102,ferry
155,24,37,171,84,87,49,171,66,14,31,107,28,28,17,57,213,45,79,ferry
117,17,28,223,121,51,40,231,45,9,16,59,13,12,11,34,232,22,49,ferry
203,42,46,144,139,138,70,167,88,31,37,121,37,34,27,60,167,56,103,ferry
153,35,9,147,146,117,13,178,68,4,16,72,13,10,9,48,143,17,46,ferry
15,5,26,163,54,12,34,223,14,10,28,25,23,20,14,26,184,29,87,ferry
21,15,39,83,255,11,44,83,58,23,41,87,42,34,27,15,88,48,114,Faces_easy
12,15,40,112,255,10,52,138,49,16,32,65,26,18,21,23,86,45,102,Faces_easy
20,26,41,111,255,25,52,148,42,18,31,56,32,22,22,19,118,34,118,Faces_easy
4,5,37,90,255,5,51,103,12,14,32,14,28,15,23,24,51,45,108,Faces_easy
30,18,36,88,255,23,50,78,35,13,28,49,27,20,18,11,84,42,123,Faces_easy
19,11,47,119,255,6,60,140,15,23,38,27,32,23,25,29,86,46,121,Faces_easy
18,21,44,173,239,9,61,164,42,20,38,68,28,24,29,18,102,45,110,Faces_easy
17,8,33,95,255,11,43,107,18,15,28,31,31,21,25,26,84,38,115,Faces_easy
15,4,42,119,255,15,52,130,14,26,33,27,33,29,28,25,92,39,103,Faces_easy
6,5,28,85,255,9,44,98,16,12,31,24,23,16,19,18,85,31,136,Faces_easy
7,19,37,129,255,9,56,118,58,17,27,76,28,24,23,22,106,46,100,Faces_easy
17,11,48,108,255,14,56,103,29,20,35,33,36,18,23,13,70,37,126,Faces_easy
2,1,30,62,255,2,46,56,4,19,26,5,26,18,28,16,22,37,114,Faces_easy
19,9,22,81,255,20,35,85,34,11,22,42,18,14,10,12,83,30,107,Faces_easy
24,15,44,106,255,20,52,112,66,16,26,79,24,16,19,14,114,34,119,Faces_easy
6,3,40,190,255,5,49,186,14,20,30,21,34,24,21,33,98,42,94,Faces_easy
16,15,36,135,255,21,51,138,29,13,29,51,21,22,21,20,112,35,122,Faces_easy
71,13,38,139,255,17,49,197,46,17,39,67,28,21,16,48,194,43,97,Faces_easy
16,5,28,90,255,9,39,81,11,18,27,17,26,23,23,17,50,35,103,Faces_easy
57,25,41,170,255,33,46,160,39,25,31,50,28,32,17,28,149,33,83,Faces_easy
15,10,32,160,255,22,43,190,38,25,35,50,40,23,24,22,140,42,105,Faces_easy
12,9,37,181,255,18,44,241,25,24,33,30,37,24,27,9,151,41,105,Faces_easy
27,20,38,103,255,22,66,120,38,22,39,47,32,21,27,27,106,63,110,Faces_easy
44,9,39,184,255,24,45,205,22,19,35,57,32,27,28,36,221,51,97,Faces_easy
14,4,31,100,255,14,44,106,27,21,37,45,33,30,26,10,92,49,83,Faces_easy
22,2,34,102,255,10,62,88,19,15,31,43,28,20,22,9,49,48,118,Faces_easy
33,18,36,101,255,23,51,113,96,20,31,82,35,30,32,18,91,42,94,Faces_easy
28,13,38,164,224,14,58,186,16,23,35,24,38,33,24,30,143,48,95,Faces_easy
9,11,44,157,255,16,48,185,35,20,30,56,29,25,17,30,99,48,114,Faces_easy
24,10,40,142,255,15,52,129,39,16,30,51,28,15,22,22,98,38,124,Faces_easy
32,9,26,119,255,25,41,123,21,14,24,50,28,22,15,16,122,40,98,Faces_easy
42,25,38,202,228,51,49,255,67,13,29,61,22,18,19,50,138,40,98,Faces_easy
6,2,36,107,255,6,48,116,13,23,38,19,33,29,25,19,79,46,129,Faces_easy
14,5,39,102,255,11,57,137,13,20,40,21,32,26,24,15,88,48,102,Faces_easy
37,12,44,135,255,33,59,128,36,23,27,55,30,23,19,8,109,41,107,Faces_easy
13,10,39,91,255,12,56,95,29,17,34,45,26,18,20,18,67,43,128,Faces_easy
43,25,40,165,255,36,59,174,30,23,36,30,34,36,30,40,138,58,75,Faces_easy
15,14,36,144,255,19,49,203,33,12,26,39,24,18,22,28,113,33,124,Faces_easy
6,2,30,146,255,5,43,151,8,15,38,9,37,32,24,21,106,48,91,Faces_easy
24,30,38,110,255,35,64,91,61,28,36,57,32,28,23,11,31,47,119,Faces_easy
12,4,33,92,255,10,45,78,10,16,21,16,17,13,18,18,35,38,147,Faces_easy
11,27,40,113,255,23,46,122,79,20,33,113,36,28,27,13,123,45,115,Faces_easy
52,54,42,104,255,61,59,103,169,32,44,147,47,44,29,9,87,60,84,Faces_easy
27,5,31,77,255,29,36,83,14,14,24,28,27,20,17,18,85,32,94,Faces_easy
21,21,42,126,255,22,63,148,56,15,31,52,31,22,26,27,81,44,131,Faces_easy
1,2,32,126,255,2,60,107,6,21,40,6,37,20,27,15,81,44,108,Faces_easy
4,8,35,72,255,8,46,70,15,15,36,23,29,18,20,16,63,37,147,Faces_easy
15,12,35,75,255,15,44,90,25,13,28,48,25,22,18,15,64,38,107,Faces_easy
5,3,42,153,255,15,52,145,10,17,27,25,26,20,24,21,151,41,120,Faces_easy
23,18,35,92,255,25,43,89,26,14,28,40,25,17,22,10,39,39,120,Faces_easy
10,10,35,100,255,7,43,93,11,19,35,21,37,25,27,24,70,45,96,Faces_easy
3,3,26,82,255,4,40,64,6,14,34,10,29,19,24,14,23,41,119,Faces_easy
18,7,29,60,255,18,36,72,14,15,24,17,21,16,19,6,56,32,113,Faces_easy
3,4,31,101,255,4,45,76,7,23,38,8,31,26,33,30,24,49,120,Faces_easy
22,9,40,95,255,19,59,114,24,17,30,37,26,18,21,7,63,36,144,Faces_easy
4,4,38,72,255,7,49,47,11,13,33,13,29,22,23,10,36,38,135,Faces_easy
9,7,27,77,255,13,39,104,22,18,34,34,30,20,23,15,77,35,107,Faces_easy
10,13,38,90,255,16,36,96,42,17,28,44,27,20,23,24,78,42,107,Faces_easy
19,4,35,92,255,11,48,112,26,17,27,24,34,23,20,13,70,39,101,Faces_easy
12,3,31,94,255,8,43,113,10,14,27,14,22,19,17,12,101,40,112,Faces_easy
8,16,35,147,255,9,49,144,69,28,39,86,34,34,26,20,95,54,83,Faces_easy
13,14,34,77,255,12,49,84,21,18,31,26,25,22,17,15,53,54,119,Faces_easy
7,8,29,135,255,10,42,124,9,24,31,14,35,24,24,13,60,40,105,Faces_easy
29,29,40,100,255,23,51,102,88,21,37,95,36,29,25,17,124,50,126,Faces_easy
20,13,36,165,243,25,50,128,35,18,29,37,27,22,24,21,81,40,112,Faces_easy
10,15,36,145,255,16,56,182,49,17,30,63,20,22,20,20,164,34,126,Faces_easy
16,20,42,140,233,20,53,162,28,27,29,34,30,24,25,29,121,40,100,Faces_easy
6,7,36,83,255,7,49,102,10,13,33,25,27,16,20,13,64,40,148,Faces_easy
7,9,45,118,255,7,59,123,13,17,38,16,26,20,23,20,38,43,134,Faces_easy
23,11,38,141,255,23,64,143,33,24,31,54,34,20,31,17,119,37,138,Faces_easy
12,13,31,140,255,15,44,131,19,12,30,25,28,18,21,31,57,42,131,Faces_easy
36,12,38,123,255,18,60,154,38,16,30,44,33,27,18,18,130,47,126,Faces_easy
8,13,38,124,255,8,45,145,49,16,35,65,34,25,24,23,136,43,94,Faces_easy
17,6,34,144,255,10,48,192,31,16,35,34,26,20,17,25,164,38,101,Faces_easy
34,26,37,138,255,26,55,123,76,13,38,87,36,29,23,23,83,48,115,Faces_easy
3,6,32,99,255,6,42,99,12,19,34,16,28,26,23,16,55,41,98,Faces_easy
58,39,40,134,251,63,53,185,82,17,31,106,35,28,19,15,226,36,111,Faces_easy
4,1,39,159,251,4,49,145,13,17,32,17,30,21,17,25,56,42,112,Faces_easy
26,44,41,86,255,11,58,79,71,20,32,74,26,28,23,9,66,39,136,Faces_easy
29,11,36,109,255,17,57,147,40,14,38,81,31,20,18,20,118,43,111,Faces_easy
8,22,36,120,255,8,55,127,63,18,32,70,33,26,20,13,118,44,120,Faces_easy
28,16,29,75,255,21,41,106,26,16,25,42,27,20,19,20,119,46,93,Faces_easy
55,12,13,200,255,31,19,169,22,7,19,30,12,4,11,23,95,22,106,Faces_easy
12,8,42,130,255,14,39,145,16,16,31,22,27,23,20,19,113,38,113,Faces_easy
21,11,42,87,255,13,53,86,26,19,23,41,25,16,19,17,58,33,136,Faces_easy
10,14,35,119,255,11,50,111,15,22,35,13,27,27,27,34,69,49,105,Faces_easy
23,29,43,168,255,32,46,177,122,21,39,133,36,27,23,17,125,48,105,Faces_easy
17,19,40,117,255,17,50,130,21,15,31,40,31,22,22,12,79,46,131,Faces_easy
10,6,30,84,255,12,47,96,16,16,26,31,26,21,18,11,50,32,108,Faces_easy
14,3,37,126,255,16,46,146,25,21,41,40,40,30,30,40,139,61,108,Faces_easy
63,34,41,181,255,55,53,180,79,26,37,67,36,26,27,26,159,50,88,Faces_easy
4,3,36,124,255,4,46,104,23,16,29,39,28,25,19,13,58,40,107,Faces_easy
26,22,38,145,255,26,54,125,29,17,39,45,33,23,22,22,104,44,107,Faces_easy
14,14,25,93,255,21,37,121,37,11,21,51,18,15,17,19,79,31,101,Faces_easy
4,7,29,169,255,8,41,205,25,16,26,33,21,9,18,24,117,33,112,Faces_easy
7,8,38,136,255,14,46,145,39,16,32,47,27,19,22,24,110,42,109,Faces_easy
36,32,42,102,255,30,53,132,117,19,41,112,38,26,30,18,145,53,119,Faces_easy
13,6,38,71,255,7,49,83,26,13,31,30,29,21,18,8,67,40,125,Faces_easy
51,21,38,147,246,38,50,122,58,20,28,66,31,29,15,14,105,40,73,Faces_easy
5,8,36,84,255,11,46,106,37,17,29,37,29,18,19,17,92,35,116,Faces_easy
3,4,33,91,255,8,46,86,11,14,34,15,25,15,25,17,54,37,121,Faces_easy
14,11,38,169,255,7,51,175,32,19,27,33,27,23,22,21,107,40,121,Faces_easy
8,7,38,80,255,10,49,76,15,17,36,25,25,17,18,12,59,36,132,Faces_easy
13,9,41,67,255,10,53,73,35,17,34,41,31,20,24,10,60,42,124,Faces_easy
17,15,34,147,255,17,54,161,32,15,28,30,31,16,16,22,109,40,107,Faces_easy
10,12,33,86,255,13,47,85,22,15,32,23,28,20,25,13,47,35,129,Faces_easy
26,29,43,198,255,21,69,224,51,19,27,40,29,20,18,23,170,36,122,Faces_easy
9,5,34,120,255,8,47,148,13,14,34,23,31,18,21,21,82,38,136,Faces_easy
32,8,30,119,255,23,48,131,27,27,39,38,32,30,25,26,115,49,85,Faces_easy
10,17,33,152,255,16,44,157,23,21,27,25,30,28,23,20,64,35,125,Faces_easy
5,6,34,105,255,7,47,95,13,15,34,20,25,16,20,20,55,39,137,Faces_easy
3,3,25,66,255,3,37,43,5,16,31,7,24,21,26,13,13,35,121,Faces_easy
21,11,39,141,255,23,56,143,24,14,34,31,27,20,23,17,132,38,116,Faces_easy
17,13,36,106,231,16,46,118,55,17,34,69,29,22,26,14,90,45,125,Faces_easy
9,4,44,109,255,10,62,109,25,24,35,22,29,25,25,10,70,37,116,Faces_easy
21,16,26,103,255,27,38,113,41,13,25,58,28,18,19,13,91,36,116,Faces_easy
17,8,39,116,255,7,55,133,35,18,34,53,35,27,27,19,123,50,110,Faces_easy
21,4,36,142,255,10,49,190,25,16,29,24,27,26,23,19,180,41,116,Faces_easy
4,8,27,93,255,8,40,95,11,15,30,18,29,22,26,20,53,41,89,Faces_easy
4,3,34,84,255,6,39,99,10,13,32,13,21,19,21,14,65,33,139,Faces_easy
36,44,42,124,255,33,48,136,42,22,33,43,32,24,21,52,76,39,90,Faces_easy
24,10,41,179,255,15,63,186,13,25,36,17,41,30,25,22,148,56,127,Faces_easy
24,15,26,58,255,21,40,72,31,17,33,40,23,19,19,7,43,43,114,Faces_easy
64,26,47,196,255,58,59,219,68,24,32,85,34,26,30,56,154,49,106,Faces_easy
34,9,30,88,255,23,50,94,36,18,37,51,27,20,26,17,114,51,111,Faces_easy
17,12,32,122,255,14,38,126,26,14,34,37,24,18,17,23,87,34,132,Faces_easy
40,41,51,134,255,42,60,147,89,15,36,86,31,29,26,16,105,50,123,Faces_easy
76,43,34,91,225,78,44,108,105,22,28,138,34,29,21,12,136,38,82,Faces_easy
6,14,45,147,255,7,56,156,42,20,38,58,27,23,29,21,94,46,111,Faces_easy
15,11,35,121,255,14,36,142,18,26,40,18,33,28,23,22,103,45,78,Faces_easy
6,10,32,101,255,8,45,99,27,21,33,36,36,20,29,25,67,41,114,Faces_easy
19,6,42,124,255,14,49,204,47,16,30,57,28,21,21,26,128,40,105,Faces_easy
4,7,36,97,255,7,51,116,14,19,27,19,26,20,23,19,72,40,104,Faces_easy
6,8,31,70,255,9,53,88,13,11,30,23,26,16,20,13,59,45,120,Faces_easy
22,14,38,88,255,16,56,92,41,15,26,47,28,26,17,18,96,46,154,Faces_easy
4,9,32,78,255,4,40,106,40,19,31,81,24,15,23,14,114,39,114,Faces_easy
14,8,33,88,255,16,42,100,26,22,37,47,40,25,27,14,90,47,82,Faces_easy
27,9,45,124,255,20,58,167,70,19,34,87,28,24,23,39,175,37,114,Faces_easy
18,10,31,113,255,21,43,125,41,19,31,59,29,14,22,27,90,43,115,Faces_easy
3,4,36,84,255,4,52,64,4,16,29,7,26,17,18,15,31,38,132,Faces_easy
11,5,34,94,255,13,46,128,12,15,28,18,27,22,20,23,104,35,136,Faces_easy
11,4,38,86,255,10,56,103,13,11,24,24,22,16,12,16,76,33,122,Faces_easy
19,14,37,93,255,16,53,94,63,17,28,100,28,21,26,15,97,43,119,Faces_easy
3,5,19,85,255,9,36,75,10,12,26,18,27,15,18,18,48,34,83,Faces_easy
4,3,30,98,255,6,43,87,6,20,34,11,28,20,26,23,30,43,126,Faces_easy
5,8,33,59,255,5,46,75,30,10,27,52,21,23,14,6,73,31,113,Faces_easy
19,9,31,69,255,16,42,79,29,10,27,40,22,18,18,14,56,34,119,Faces_easy
9,7,37,87,255,13,58,108,11,19,31,26,29,18,19,23,75,36,111,Faces_easy
25,21,41,109,255,25,57,134,50,18,37,46,41,27,20,13,117,53,107,Faces_easy
4,3,18,79,255,4,26,76,3,10,17,13,15,9,13,12,40,16,100,Faces_easy
5,10,31,72,255,10,45,86,15,17,33,28,23,16,20,15,46,35,104,Faces_easy
72,13,45,147,255,56,52,168,40,20,31,40,30,20,14,20,120,38,97,Faces_easy
17,12,38,131,255,22,57,147,19,22,34,21,37,26,25,20,98,40,117,Faces_easy
17,41,51,70,255,25,52,81,94,23,38,97,39,28,23,10,80,49,128,Faces_easy
4,5,37,83,255,7,51,89,43,15,34,66,28,20,24,10,64,36,135,Faces_easy
8,5,38,94,255,12,46,108,20,19,33,25,32,21,19,12,112,46,123,Faces_easy
13,5,18,82,255,16,30,82,13,7,13,20,12,8,11,12,68,21,92,Faces_easy
62,11,38,156,255,34,44,170,27,23,34,37,33,29,24,22,154,44,100,Faces_easy
27,12,32,145,255,9,47,148,18,27,33,39,26,30,23,15,125,50,98,Faces_easy
36,11,36,89,223,29,47,98,49,19,32,56,24,20,20,13,75,43,110,Faces_easy
5,2,33,95,255,3,44,98,7,17,31,10,25,16,22,17,77,28,130,Faces_easy
7,9,41,100,255,10,50,93,48,19,30,60,35,22,25,14,73,49,130,Faces_easy
8,14,28,76,255,10,50,90,26,24,36,31,34,25,26,23,83,52,91,Faces_easy
6,7,31,140,255,7,46,162,56,16,30,85,28,21,19,15,153,36,123,Faces_easy
4,4,26,117,255,6,37,143,10,15,22,8,20,14,17,19,38,28,128,Faces_easy
5,8,33,91,255,8,60,77,9,16,27,19,24,18,25,19,41,37,130,Faces_easy
4,1,34,106,255,2,48,83,4,22,36,5,33,23,23,14,34,48,124,Faces_easy
10,5,32,139,255,11,46,163,20,22,31,35,30,19,28,38,133,41,100,Faces_easy
7,3,35,105,255,7,38,101,21,17,25,28,22,26,20,24,76,34,125,Faces_easy
6,15,38,171,255,7,49,170,58,20,41,79,30,23,19,18,99,42,108,Faces_easy
4,8,25,85,255,9,43,90,11,11,26,20,27,22,21,23,72,44,96,Faces_easy
15,8,40,132,201,15,55,139,50,22,32,68,27,23,23,20,135,47,117,Faces_easy
17,7,41,142,255,12,51,155,12,18,32,22,32,32,23,22,120,45,127,Faces_easy
50,8,43,105,255,18,60,107,14,19,40,21,32,22,29,23,96,45,111,Faces_easy
9,4,37,149,255,7,55,145,13,23,32,15,29,23,25,22,84,48,118,Faces_easy
32,23,32,212,198,29,46,193,69,22,40,71,43,24,25,44,118,49,114,Faces_easy
14,2,39,127,255,10,41,127,10,23,36,11,33,26,21,28,134,37,108,Faces_easy
15,24,42,122,255,18,50,135,55,22,32,83,39,26,24,13,111,47,109,Faces_easy
8,7,36,132,255,6,51,128,17,17,30,27,29,24,24,19,86,44,113,Faces_easy
39,22,32,96,255,26,46,93,50,16,37,46,42,31,23,19,63,51,89,Faces_easy
10,3,31,85,255,15,47,102,19,13,29,39,30,16,24,16,67,33,128,Faces_easy
10,9,42,76,255,11,40,80,17,16,31,26,26,19,27,17,35,38,140,Faces_easy
14,4,38,120,255,8,52,107,16,18,33,15,28,23,19,16,60,42,120,Faces_easy
11,7,33,111,255,12,44,109,27,13,25,38,26,14,21,30,54,30,117,Faces_easy
15,10,29,115,255,15,42,121,38,22,34,45,32,21,23,14,119,49,82,Faces_easy
2,1,34,62,255,3,37,53,3,20,36,4,27,19,26,15,31,41,118,Faces_easy
8,7,44,131,255,13,55,114,22,20,32,20,25,21,22,20,42,45,123,Faces_easy
6,4,35,148,255,12,43,124,11,11,25,18,21,15,19,19,85,32,112,Faces_easy
30,26,39,101,255,47,41,101,34,22,41,69,41,22,18,7,86,43,92,Faces_easy
6,7,36,104,255,9,53,112,9,22,26,13,27,20,23,25,81,38,135,Faces_easy
7,8,35,108,255,11,56,114,48,15,30,72,28,19,20,19,107,38,106,Faces_easy
9,7,37,77,255,5,52,69,17,16,41,19,31,24,20,19,49,49,122,Faces_easy
4,2,37,81,255,4,39,82,7,18,28,10,26,18,19,15,40,36,112,Faces_easy
24,17,37,94,255,13,62,109,17,27,37,41,33,34,31,21,114,56,98,Faces_easy
23,7,32,89,255,10,46,113,21,15,29,34,25,26,17,12,98,42,108,Faces_easy
46,29,40,140,254,34,57,180,57,18,38,64,30,31,24,22,207,47,96,Faces_easy
10,3,42,152,255,16,51,155,17,16,37,23,23,17,17,27,96,35,121,Faces_easy
8,9,40,126,255,11,53,169,33,20,37,44,37,31,26,28,155,40,88,Faces_easy
11,14,43,139,255,20,55,134,26,17,25,43,23,16,18,16,61,37,118,Faces_easy
16,7,37,97,255,15,49,95,29,18,35,44,28,22,24,21,108,41,103,Faces_easy
59,48,44,206,255,54,54,195,68,26,37,69,41,37,34,34,182,48,100,Faces_easy
2,1,36,82,255,1,53,88,2,22,35,5,35,21,33,17,41,40,90,Faces_easy
35,24,32,200,255,13,62,190,42,23,35,54,31,25,30,29,159,49,135,Faces_easy
6,1,35,120,255,3,49,109,9,16,29,12,30,18,27,21,58,39,102,Faces_easy
5,5,25,117,255,6,43,118,12,15,28,18,26,16,23,25,68,32,124,Faces_easy
41,47,40,101,255,36,50,132,104,23,53,117,53,32,34,17,148,57,107,Faces_easy
6,3,34,86,255,5,43,83,8,11,30,10,25,17,18,21,49,42,107,Faces_easy
28,24,38,149,255,28,58,139,22,27,40,28,32,31,27,20,122,53,118,Faces_easy
1,1,34,55,255,2,48,63,7,15,29,11,26,20,22,11,47,43,121,Faces_easy
10,10,28,87,255,5,48,101,29,17,32,46,26,20,26,17,111,36,114,Faces_easy
5,5,30,132,255,9,39,121,6,20,34,20,24,20,22,15,57,40,98,Faces_easy
14,9,32,95,255,21,46,100,31,14,30,38,23,21,16,13,73,34,130,Faces_easy
3,6,32,144,255,5,52,141,9,17,33,11,27,23,25,31,53,36,111,Faces_easy
21,16,30,81,255,12,36,77,32,17,29,36,30,18,23,7,49,35,105,Faces_easy
7,2,36,124,255,11,46,115,16,30,39,26,35,26,31,22,68,48,98,Faces_easy
7,12,36,106,255,10,51,121,27,20,28,34,17,18,23,22,87,34,111,Faces_easy
62,38,44,153,253,56,70,180,57,25,33,52,32,35,22,19,146,47,107,Faces_easy
27,14,32,102,255,18,45,108,45,25,32,64,36,29,26,25,89,47,103,Faces_easy
20,21,32,68,255,17,38,90,30,13,28,40,21,14,23,12,91,33,142,Faces_easy
9,4,33,77,255,14,47,92,21,16,27,17,25,20,18,9,62,35,151,Faces_easy
36,22,30,157,255,39,40,162,66,23,36,65,34,28,22,26,169,44,100,Faces_easy
23,7,23,105,255,11,35,149,15,11,24,21,17,11,15,23,160,28,89,Faces_easy
9,4,30,177,255,6,42,167,16,20,25,28,24,19,18,17,112,36,112,Faces_easy
9,2,40,137,255,5,55,122,10,27,25,13,27,16,26,22,82,46,119,Faces_easy
7,9,32,100,255,8,44,96,12,17,29,15,23,16,16,14,77,36,144,Faces_easy
15,7,34,119,234,12,52,150,19,24,31,22,29,24,27,33,135,42,108,Faces_easy
12,16,36,76,255,11,41,101,23,14,25,29,20,12,20,12,54,33,152,Faces_easy
5,3,38,163,255,9,40,148,12,16,39,20,32,26,25,21,98,40,84,Faces_easy
4,3,30,85,255,5,44,77,7,15,25,12,23,15,19,20,27,31,151,Faces_easy
18,21,39,133,255,21,52,158,36,19,34,50,30,22,21,27,132,45,116,Faces_easy
13,6,39,148,255,12,54,142,22,22,35,32,32,22,26,24,95,46,108,Faces_easy
11,4,34,116,255,8,42,126,19,17,28,25,25,19,23,24,117,42,116,Faces_easy
21,11,19,63,255,7,24,68,23,9,23,30,21,17,17,15,64,33,83,Faces_easy
21,3,35,142,255,8,51,170,16,21,28,20,35,25,21,23,100,33,92,Faces_easy
47,70,49,128,255,62,67,146,98,24,29,116,39,32,24,14,96,50,130,Faces_easy
14,5,39,53,255,19,53,48,54,19,32,84,31,21,23,10,60,41,109,Faces_easy
2,2,46,96,255,1,57,84,36,23,44,25,41,23,30,32,40,47,138,Faces_easy
7,6,38,149,255,10,49,173,32,20,29,34,26,20,19,34,149,36,113,Faces_easy
9,6,38,97,255,5,57,91,10,16,36,25,23,20,21,16,50,43,134,Faces_easy
8,2,43,130,255,6,56,143,11,19,34,18,41,27,25,17,102,53,100,Faces_easy
56,27,42,113,255,50,66,144,53,21,36,76,31,26,24,15,175,45,114,Faces_easy
5,5,30,119,255,9,46,133,11,20,30,18,33,19,29,38,104,36,87,Faces_easy
6,5,19,113,255,5,27,124,16,14,16,17,14,13,16,17,76,21,98,Faces_easy
2,3,31,72,255,2,49,68,4,15,22,7,23,16,18,18,31,32,139,Faces_easy
7,9,28,103,255,8,39,101,21,13,32,37,23,20,19,16,72,36,134,Faces_easy
5,15,30,133,255,10,54,194,37,16,25,44,26,19,22,34,155,36,130,Faces_easy
26,10,44,116,255,18,59,114,27,15,30,24,27,24,20,17,92,36,131,Faces_easy
3,2,39,112,255,3,55,92,7,17,28,10,30,19,29,19,30,34,112,Faces_easy
14,9,24,83,255,9,38,87,30,11,30,31,24,18,17,14,96,41,102,Faces_easy
20,13,42,180,248,18,49,177,34,30,39,49,39,29,31,30,177,52,110,Faces_easy
13,6,37,113,255,9,53,94,52,22,30,93,30,18,25,17,104,43,127,Faces_easy
22,9,35,146,255,17,51,167,59,23,26,60,23,24,20,30,165,35,113,Faces_easy
26,11,37,102,201,17,53,134,22,18,30,24,35,19,24,14,145,44,118,Faces_easy
41,10,34,143,255,23,54,148,35,25,35,59,32,26,19,31,119,42,105,Faces_easy
12,3,36,101,255,8,40,122,17,16,37,29,31,23,24,24,116,38,110,Faces_easy
29,15,39,133,255,28,55,152,51,22,34,42,37,25,25,14,132,48,111,Faces_easy
7,5,38,84,255,7,55,86,15,20,35,18,33,17,21,33,52,49,133,Faces_easy
31,11,19,130,255,29,23,124,19,11,19,27,18,9,22,26,70,25,116,Faces_easy
12,4,30,107,255,9,43,124,78,16,33,116,25,19,20,16,126,40,106,Faces_easy
5,2,30,77,255,5,42,80,21,15,31,29,27,16,24,14,74,34,105,Faces_easy
15,9,31,95,255,9,44,106,30,17,30,39,35,21,28,14,82,42,92,Faces_easy
17,26,47,139,255,16,53,132,64,23,38,84,37,25,29,26,104,42,107,Faces_easy
23,12,38,93,255,24,47,93,29,14,33,41,35,22,20,16,59,42,117,Faces_easy
2,2,33,129,255,5,47,97,7,17,26,8,24,14,24,28,36,38,118,Faces_easy
9,11,34,114,255,12,54,112,38,12,29,41,25,21,18,10,50,33,155,Faces_easy
42,35,40,115,255,46,51,114,73,19,34,66,31,28,20,39,48,43,90,Faces_easy
6,3,33,87,255,5,50,85,12,18,31,9,22,14,25,20,17,38,129,Faces_easy
25,13,45,125,255,25,63,116,28,26,34,44,37,28,29,17,98,51,118,Faces_easy
4,3,37,113,255,5,46,112,5,20,31,10,31,20,24,23,88,47,113,Faces_easy
14,3,35,124,255,7,50,102,10,28,36,16,34,23,25,23,62,48,111,Faces_easy
5,3,36,131,255,6,58,114,14,24,29,17,24,21,19,19,46,47,113,Faces_easy
21,13,45,88,255,14,51,105,19,17,37,22,33,26,17,15,74,38,138,Faces_easy
2,2,39,97,255,1,46,83,5,17,40,5,38,27,30,20,30,51,75,Faces_easy
