@relation 'datubasea-weka.filters.unsupervised.instance.imagefilter.JpegCoefficientFilter-D/home/sophyelord/git/WISLH/WISLH/resources/images/original-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N 19'

@attribute 'Histogram of JPEG Coefficients24' numeric
@attribute 'Histogram of JPEG Coefficients1' numeric
@attribute 'Histogram of JPEG Coefficients32' numeric
@attribute 'Histogram of JPEG Coefficients86' numeric
@attribute 'Histogram of JPEG Coefficients93' numeric
@attribute 'Histogram of JPEG Coefficients94' numeric
@attribute 'Histogram of JPEG Coefficients16' numeric
@attribute 'Histogram of JPEG Coefficients78' numeric
@attribute 'Histogram of JPEG Coefficients56' numeric
@attribute 'Histogram of JPEG Coefficients158' numeric
@attribute 'Histogram of JPEG Coefficients70' numeric
@attribute 'Histogram of JPEG Coefficients40' numeric
@attribute 'Histogram of JPEG Coefficients85' numeric
@attribute 'Histogram of JPEG Coefficients101' numeric
@attribute 'Histogram of JPEG Coefficients110' numeric
@attribute 'Histogram of JPEG Coefficients109' numeric
@attribute 'Histogram of JPEG Coefficients120' numeric
@attribute 'Histogram of JPEG Coefficients102' numeric
@attribute 'Histogram of JPEG Coefficients152' numeric
@attribute class {ant,brontosaurus,chandelier,cup,ferry,Faces_easy,cougar_body,cellphone,dalmatian,anchor,brain,ewer,buddha,bonsai,chair,airplanes,dollar_bill,dolphin,accordion}

@data
203,155,126,11,10,8,255,14,64,7,80,88,9,7,8,6,96,8,28,ferry
178,92,165,38,29,25,160,44,137,25,110,126,20,11,16,20,178,25,50,ferry
230,79,255,34,22,26,189,49,202,45,64,185,15,15,32,20,88,40,93,ferry
178,104,99,10,10,11,201,8,249,23,60,163,9,3,8,6,125,8,38,ferry
175,16,188,33,24,27,157,32,242,22,82,207,25,8,27,22,255,23,67,ferry
142,9,153,40,21,49,81,46,205,47,70,196,16,20,49,39,148,51,41,ferry
186,110,187,24,15,23,255,44,131,30,94,137,19,12,19,13,148,26,34,ferry
255,39,233,25,8,23,179,30,115,40,43,183,16,14,28,18,145,28,57,ferry
171,19,201,38,22,24,111,54,77,39,96,237,17,15,19,20,212,31,47,ferry
204,56,139,11,10,10,209,16,176,15,57,132,8,3,11,7,143,14,43,ferry
178,115,158,22,13,15,131,29,255,21,75,181,10,8,14,10,255,14,50,ferry
237,67,252,29,24,40,156,58,255,52,66,204,23,23,38,31,162,47,80,ferry
186,80,128,36,23,24,189,43,255,34,94,163,18,12,21,17,228,30,68,ferry
166,75,88,16,16,14,187,21,77,15,99,63,17,4,12,13,219,13,39,ferry
198,32,243,40,19,33,162,44,211,23,86,255,17,16,24,27,189,32,44,ferry
225,67,214,4,3,3,215,3,227,5,48,213,3,0,2,3,59,1,28,ferry
218,26,255,33,26,23,199,38,106,25,122,229,25,12,17,23,228,18,44,ferry
171,84,231,31,17,28,171,45,255,36,77,213,21,10,28,14,137,25,39,ferry
231,121,238,16,11,13,223,22,255,27,43,232,10,6,12,9,94,16,39,ferry
167,139,128,37,27,37,144,56,255,47,88,167,27,19,34,31,226,31,47,ferry
178,146,154,16,9,13,147,17,255,10,53,143,8,3,10,4,47,11,57,ferry
223,54,232,28,14,23,163,29,49,22,94,184,13,9,20,10,119,20,24,ferry
83,255,94,41,27,42,83,48,47,48,113,88,20,20,34,23,77,45,15,Faces_easy
138,255,122,32,21,26,112,45,47,34,108,86,20,10,18,16,91,23,20,Faces_easy
148,255,123,31,22,32,111,34,45,45,94,118,21,14,22,18,104,27,22,Faces_easy
103,255,75,32,23,28,90,45,26,26,143,51,25,14,15,14,87,29,21,Faces_easy
78,255,86,28,18,27,88,42,63,31,103,84,17,13,20,13,64,29,12,Faces_easy
140,255,106,38,25,32,119,46,35,32,106,86,20,12,23,23,123,29,20,Faces_easy
164,239,136,38,29,28,173,45,38,42,102,102,21,16,24,20,97,35,25,Faces_easy
107,255,86,28,25,31,95,38,35,33,107,84,20,14,21,15,116,24,15,Faces_easy
130,255,127,33,28,33,119,39,38,39,109,92,22,9,29,26,111,25,19,Faces_easy
98,255,100,31,19,23,85,31,45,22,116,85,18,8,16,12,76,25,15,Faces_easy
118,255,133,27,23,28,129,46,36,40,87,106,21,15,24,17,78,31,29,Faces_easy
103,255,104,35,23,36,108,37,36,39,111,70,22,11,18,20,75,31,13,Faces_easy
56,255,33,26,28,26,62,37,5,36,120,22,20,10,18,19,101,20,21,Faces_easy
85,255,72,22,10,18,81,30,60,19,77,83,15,8,14,11,65,20,8,Faces_easy
112,255,113,26,19,24,106,34,34,40,107,114,16,13,16,16,58,25,19,Faces_easy
186,255,150,30,21,34,190,42,48,38,89,98,21,17,24,20,138,39,27,Faces_easy
138,255,139,29,21,21,135,35,33,32,107,112,17,10,22,13,106,23,24,Faces_easy
197,255,199,39,16,28,139,43,124,34,107,194,21,13,21,17,129,27,44,Faces_easy
81,255,73,27,23,26,90,35,24,26,89,50,17,12,23,18,76,22,15,Faces_easy
160,255,151,31,17,28,170,33,76,31,64,149,16,17,32,25,83,34,35,Faces_easy
190,255,158,35,24,40,160,42,40,30,102,140,21,16,23,25,111,34,22,Faces_easy
241,255,156,33,27,37,181,41,35,40,107,151,24,18,24,24,74,30,16,Faces_easy
120,255,116,39,27,32,103,63,65,37,107,106,21,18,21,22,115,30,28,Faces_easy
205,255,200,35,28,32,184,51,141,42,97,221,22,16,27,19,143,36,33,Faces_easy
106,255,97,37,26,33,100,49,12,33,89,92,17,18,30,21,63,40,16,Faces_easy
88,255,79,31,22,28,102,48,21,39,108,49,22,13,20,15,55,25,10,Faces_easy
113,255,81,31,32,35,101,42,71,41,85,91,19,17,30,20,93,35,12,Faces_easy
186,224,182,35,24,38,164,48,41,46,89,143,24,17,33,23,103,39,21,Faces_easy
185,255,140,30,17,29,157,48,64,38,119,99,20,12,25,20,101,24,27,Faces_easy
129,255,142,30,22,28,142,38,46,41,88,98,18,12,15,16,89,24,17,Faces_easy
123,255,119,24,15,28,119,40,64,28,75,122,13,13,22,14,63,24,19,Faces_easy
255,228,227,29,19,22,202,40,89,43,83,138,17,12,18,13,135,25,46,Faces_easy
116,255,107,38,25,33,107,46,20,39,100,79,28,18,29,23,108,31,15,Faces_easy
137,255,116,40,24,32,102,48,30,38,115,88,24,16,26,20,89,36,21,Faces_easy
128,255,138,27,19,30,135,41,54,34,91,109,18,15,23,23,54,27,12,Faces_easy
95,255,88,34,20,26,91,43,30,37,109,67,23,13,18,17,69,27,20,Faces_easy
174,255,191,36,30,34,165,58,84,41,98,138,24,20,36,23,140,40,31,Faces_easy
203,255,175,26,22,24,144,33,64,31,104,113,21,12,18,12,103,21,31,Faces_easy
151,255,131,38,24,37,146,48,54,34,109,106,23,16,32,15,94,35,18,Faces_easy
91,255,72,36,23,32,110,47,20,39,94,31,20,15,28,28,74,27,12,Faces_easy
78,255,47,21,18,17,92,38,37,33,129,35,23,8,13,16,83,15,24,Faces_easy
122,255,128,33,27,36,113,45,46,37,102,123,24,21,28,20,77,34,13,Faces_easy
103,255,117,44,29,47,104,60,51,43,102,87,24,29,44,32,57,54,8,Faces_easy
83,255,105,24,17,27,77,32,41,28,121,85,15,8,20,14,90,25,13,Faces_easy
148,255,121,31,26,31,126,44,56,38,116,81,18,9,22,15,96,27,29,Faces_easy
107,255,92,40,27,37,126,44,15,33,102,81,21,13,20,21,84,32,16,Faces_easy
70,255,75,36,20,29,72,37,7,30,120,63,21,9,18,15,83,23,17,Faces_easy
90,255,61,28,18,25,75,38,34,32,97,64,21,11,22,13,58,20,14,Faces_easy
145,255,169,27,24,26,153,41,67,37,91,151,21,14,20,17,116,27,16,Faces_easy
89,255,80,28,22,25,92,39,27,28,116,39,17,14,17,14,56,24,10,Faces_easy
93,255,87,35,27,37,100,45,11,37,112,70,20,19,25,19,116,32,16,Faces_easy
64,255,33,34,24,29,82,41,25,28,128,23,22,12,19,14,83,26,16,Faces_easy
72,255,54,24,19,21,60,32,45,24,102,56,16,9,16,15,52,22,8,Faces_easy
76,255,56,38,33,31,101,49,6,32,142,24,33,13,26,23,128,26,19,Faces_easy
114,255,78,30,21,26,95,36,28,37,119,63,20,10,18,17,60,25,9,Faces_easy
47,255,49,33,23,29,72,38,10,32,108,36,24,11,22,13,81,25,11,Faces_easy
104,255,89,34,23,30,77,35,59,24,128,77,16,13,20,18,80,27,9,Faces_easy
96,255,94,28,23,27,90,42,61,36,105,78,20,11,20,17,104,29,18,Faces_easy
112,255,97,27,20,34,92,39,26,35,97,70,17,14,23,17,80,29,14,Faces_easy
113,255,139,27,17,22,94,40,30,33,104,101,19,9,19,14,77,21,18,Faces_easy
144,255,141,39,26,34,147,54,41,36,105,95,26,19,34,28,86,35,15,Faces_easy
84,255,76,31,17,25,77,54,19,28,133,53,17,13,22,18,65,30,9,Faces_easy
124,255,95,31,24,35,135,40,18,30,115,60,19,15,24,24,68,28,16,Faces_easy
102,255,154,37,25,36,100,50,81,40,115,124,28,13,29,21,112,25,15,Faces_easy
128,243,113,29,24,27,165,40,36,37,111,81,25,9,22,18,83,21,19,Faces_easy
182,255,195,30,20,20,145,34,79,36,108,164,14,9,22,17,90,17,21,Faces_easy
162,233,118,29,25,30,140,40,67,41,110,121,19,20,24,27,126,32,22,Faces_easy
102,255,79,33,20,27,83,40,25,37,126,64,19,13,16,13,65,24,12,Faces_easy
123,255,79,38,23,26,118,43,19,36,119,38,19,11,20,17,98,26,18,Faces_easy
143,255,113,31,31,34,141,37,69,37,106,119,25,14,20,24,96,30,15,Faces_easy
131,255,92,30,21,28,140,42,40,31,133,57,25,10,18,12,104,20,29,Faces_easy
154,255,160,30,18,33,123,47,57,36,92,130,20,12,27,16,70,30,21,Faces_easy
145,255,145,35,24,34,124,43,66,32,118,136,21,13,25,16,74,27,17,Faces_easy
192,255,158,35,17,26,144,38,36,31,110,164,19,10,20,16,109,28,28,Faces_easy
123,255,97,38,23,36,138,48,41,34,80,83,28,16,29,13,114,33,23,Faces_easy
99,255,94,34,23,28,99,41,24,30,123,55,24,13,26,19,71,31,15,Faces_easy
185,251,255,31,19,35,134,36,98,41,91,226,12,15,28,17,73,30,19,Faces_easy
145,251,92,32,17,30,159,42,11,40,96,56,18,14,21,17,66,30,20,Faces_easy
79,255,100,32,23,26,86,39,35,47,107,66,22,14,28,20,62,30,10,Faces_easy
147,255,138,38,18,31,109,43,47,34,112,118,23,13,20,14,89,25,23,Faces_easy
127,255,131,32,20,33,120,44,29,36,101,118,17,15,26,18,83,39,12,Faces_easy
106,255,125,25,19,27,75,46,140,23,93,119,22,12,20,16,104,32,22,Faces_easy
169,255,134,19,11,12,200,22,57,8,153,95,14,3,4,7,98,10,22,Faces_easy
145,255,121,31,20,27,130,38,28,37,120,113,21,11,23,16,92,26,17,Faces_easy
86,255,46,23,19,25,87,33,38,35,109,58,17,10,16,19,78,19,19,Faces_easy
111,255,90,35,27,27,119,49,36,31,97,69,23,14,27,22,131,28,23,Faces_easy
177,255,155,39,23,36,168,48,42,43,97,125,23,16,27,21,91,39,15,Faces_easy
130,255,119,31,22,31,117,46,32,33,104,79,20,11,22,15,72,24,11,Faces_easy
96,255,84,26,18,26,84,32,22,29,105,50,20,11,21,16,63,27,13,Faces_easy
146,255,125,41,30,40,126,61,70,30,113,139,25,12,30,21,183,31,23,Faces_easy
180,255,177,37,27,36,181,50,83,47,100,159,20,14,26,26,108,33,19,Faces_easy
104,255,72,29,19,28,124,40,20,41,93,58,18,11,25,16,78,24,19,Faces_easy
125,255,130,39,22,33,145,44,29,43,105,104,18,14,23,17,111,36,18,Faces_easy
121,255,73,21,17,18,93,31,98,26,102,79,16,11,15,11,72,18,14,Faces_easy
205,255,178,26,18,21,169,33,42,28,97,117,18,9,9,16,112,28,29,Faces_easy
145,255,135,32,22,27,136,42,40,41,88,110,18,12,19,16,104,24,17,Faces_easy
132,255,165,41,30,38,102,53,44,47,107,145,28,24,26,19,92,48,31,Faces_easy
83,255,77,31,18,29,71,40,16,32,126,67,20,10,21,13,56,27,10,Faces_easy
122,246,125,28,15,31,147,40,58,45,67,105,15,17,29,20,66,43,14,Faces_easy
106,255,103,29,19,29,84,35,11,30,128,92,21,9,18,17,87,17,20,Faces_easy
86,255,76,34,25,25,91,37,14,35,109,54,21,11,15,14,83,23,13,Faces_easy
175,255,146,27,22,27,169,40,34,38,86,107,17,12,23,19,122,25,38,Faces_easy
76,255,62,36,18,25,80,36,47,30,122,59,15,10,17,17,70,22,14,Faces_easy
73,255,67,34,24,31,67,42,36,33,108,60,18,14,20,17,65,31,9,Faces_easy
161,255,154,28,16,31,147,40,42,35,98,109,17,9,16,15,87,25,25,Faces_easy
85,255,73,32,25,28,86,35,23,31,114,47,18,12,20,15,82,26,14,Faces_easy
224,255,213,27,18,29,198,36,75,42,87,170,17,13,20,19,118,27,28,Faces_easy
148,255,120,34,21,31,120,38,22,27,130,82,20,12,18,14,83,27,15,Faces_easy
131,255,106,39,25,32,119,49,58,29,105,115,23,19,30,27,116,39,24,Faces_easy
157,255,141,27,23,30,152,35,31,32,110,64,24,12,28,21,86,24,14,Faces_easy
95,255,63,34,20,25,105,39,26,29,122,55,20,9,16,15,100,19,17,Faces_easy
43,255,23,31,26,24,66,35,15,27,118,13,20,13,21,16,71,22,7,Faces_easy
143,255,132,34,23,27,141,38,32,34,132,132,23,12,20,14,79,25,21,Faces_easy
118,231,80,34,26,29,106,45,20,34,134,90,26,14,22,17,97,26,17,Faces_easy
109,255,92,35,25,29,109,37,11,34,117,70,21,12,25,24,77,22,18,Faces_easy
113,255,98,25,19,28,103,36,54,23,104,91,17,10,18,13,69,25,11,Faces_easy
133,255,126,34,27,35,116,50,42,38,94,123,24,14,27,18,109,29,20,Faces_easy
190,255,194,29,23,27,142,41,54,35,87,180,18,12,26,16,103,30,21,Faces_easy
95,255,82,30,26,29,93,41,28,33,126,53,28,15,22,15,110,29,15,Faces_easy
99,255,111,32,21,21,84,33,5,21,137,65,24,8,19,13,83,16,13,Faces_easy
136,255,104,33,21,32,124,39,68,39,102,76,22,12,24,22,150,29,29,Faces_easy
186,255,190,36,25,41,179,56,68,54,98,148,26,18,30,25,119,34,32,Faces_easy
72,255,58,33,19,23,58,43,45,28,143,43,21,9,19,17,67,22,10,Faces_easy
219,255,188,32,30,34,196,49,115,49,118,154,31,15,26,24,139,29,29,Faces_easy
94,255,101,37,26,27,88,51,46,29,120,114,20,18,20,18,81,39,10,Faces_easy
126,255,114,34,17,24,122,34,43,32,116,87,22,12,18,14,111,21,14,Faces_easy
147,255,113,36,26,31,134,50,35,47,95,105,20,12,29,15,85,33,21,Faces_easy
108,225,152,28,21,34,91,38,151,32,85,136,19,17,29,22,62,37,9,Faces_easy
156,255,130,38,29,27,147,46,14,40,104,94,21,13,23,20,104,31,22,Faces_easy
142,255,130,40,23,33,121,45,18,35,99,103,19,14,28,26,115,30,25,Faces_easy
99,255,83,33,29,36,101,41,28,28,118,67,20,13,20,21,111,22,24,Faces_easy
204,255,155,30,21,28,124,40,98,38,93,128,17,18,21,16,84,31,34,Faces_easy
116,255,105,27,23,26,97,40,16,34,107,72,22,13,20,19,94,30,22,Faces_easy
88,255,75,30,20,26,70,45,12,29,126,59,18,14,16,11,66,21,12,Faces_easy
92,255,93,26,17,28,88,46,47,38,118,96,18,14,26,15,96,29,18,Faces_easy
106,255,131,31,23,24,78,39,25,29,135,114,21,8,15,19,79,20,15,Faces_easy
100,255,108,37,27,40,88,47,36,32,120,90,23,14,25,22,90,31,14,Faces_easy
167,255,195,34,23,28,124,37,73,42,110,175,20,13,24,19,102,32,21,Faces_easy
125,255,104,31,22,29,113,43,31,30,112,90,26,12,14,19,106,24,14,Faces_easy
64,255,46,29,18,26,84,38,16,29,110,31,18,12,17,16,73,28,15,Faces_easy
128,255,112,28,20,27,94,35,25,38,95,104,18,10,22,15,121,21,29,Faces_easy
103,255,84,24,12,22,86,33,53,41,97,76,14,9,16,11,60,25,18,Faces_easy
94,255,91,28,26,28,93,43,33,31,119,97,26,14,21,17,89,28,18,Faces_easy
75,255,47,26,18,27,85,34,41,19,102,48,17,14,15,12,81,29,11,Faces_easy
87,255,51,34,26,28,98,43,12,27,122,30,20,8,20,20,123,15,24,Faces_easy
75,255,73,27,14,21,59,31,40,37,73,73,14,12,23,10,40,26,9,Faces_easy
79,255,70,27,18,22,69,34,25,25,96,56,14,13,18,10,76,26,19,Faces_easy
108,255,81,31,19,29,87,36,67,33,99,75,20,11,18,19,102,28,18,Faces_easy
134,255,114,37,20,41,109,53,41,46,88,117,22,16,27,18,84,28,21,Faces_easy
76,255,50,17,13,15,79,16,35,15,91,40,11,6,9,10,60,9,13,Faces_easy
86,255,73,33,20,23,72,35,29,26,110,46,21,8,16,17,73,22,16,Faces_easy
168,255,138,31,14,30,147,38,54,52,86,120,14,18,20,20,73,30,21,Faces_easy
147,255,119,34,25,37,131,40,38,33,95,98,21,11,26,22,106,28,27,Faces_easy
81,255,78,38,23,39,70,49,17,48,98,80,20,13,28,23,79,30,9,Faces_easy
89,255,63,34,24,28,83,36,28,32,128,64,18,10,20,15,70,25,10,Faces_easy
108,255,106,33,19,32,94,46,42,34,125,112,21,12,21,19,79,28,13,Faces_easy
82,255,63,13,11,12,82,21,91,15,91,68,11,6,8,7,63,8,16,Faces_easy
170,255,152,34,24,33,156,44,74,42,100,154,18,14,29,23,95,34,20,Faces_easy
148,255,153,33,23,26,145,50,54,31,104,125,16,17,30,27,94,41,10,Faces_easy
98,223,107,32,20,24,89,43,43,38,100,75,16,14,20,19,73,29,13,Faces_easy
98,255,92,31,22,25,95,28,36,32,102,77,17,11,16,17,74,23,15,Faces_easy
93,255,97,30,25,35,100,49,14,38,118,73,23,13,22,19,78,35,17,Faces_easy
90,255,90,36,26,34,76,52,63,32,106,83,26,20,25,24,120,33,25,Faces_easy
162,255,152,30,19,28,140,36,68,35,121,153,21,11,21,16,81,23,22,Faces_easy
143,255,103,22,17,20,117,28,18,22,111,38,21,10,14,15,80,21,22,Faces_easy
77,255,75,27,25,24,91,37,10,37,111,41,17,13,18,16,80,22,19,Faces_easy
83,255,56,36,23,33,106,48,6,39,120,34,18,15,23,22,102,29,20,Faces_easy
163,255,150,31,28,30,139,41,52,32,102,133,24,12,19,22,135,24,31,Faces_easy
101,255,97,25,20,22,105,34,28,29,113,76,18,11,26,17,97,24,19,Faces_easy
170,255,145,41,19,30,171,42,43,33,106,99,22,15,23,20,61,28,17,Faces_easy
90,255,62,26,21,27,85,44,87,25,114,72,21,19,22,11,87,26,12,Faces_easy
139,201,154,32,23,27,132,47,79,44,100,135,17,15,23,22,79,35,20,Faces_easy
155,255,147,32,23,32,142,45,51,33,104,120,19,15,32,18,86,31,21,Faces_easy
107,255,116,40,29,32,105,45,40,41,101,96,18,12,22,19,108,22,20,Faces_easy
145,255,120,32,25,29,149,48,39,29,109,84,25,15,23,23,103,27,24,Faces_easy
193,198,171,40,25,43,212,49,55,36,133,118,28,19,24,22,164,31,45,Faces_easy
127,255,94,36,21,33,127,37,91,38,84,134,22,16,26,23,121,30,21,Faces_easy
135,255,122,32,24,39,122,47,27,42,116,111,17,14,26,22,86,31,18,Faces_easy
128,255,121,30,24,29,132,44,25,34,108,86,18,12,24,17,119,24,21,Faces_easy
93,255,91,37,23,42,96,51,46,33,108,63,22,17,31,16,88,29,12,Faces_easy
102,255,82,29,24,30,85,33,28,33,118,67,20,12,16,13,70,28,15,Faces_easy
80,255,56,31,27,26,76,38,22,25,105,35,20,10,19,16,88,17,18,Faces_easy
107,255,90,33,19,28,120,42,29,37,93,60,17,16,23,18,85,36,19,Faces_easy
109,255,77,25,21,26,111,30,67,30,109,54,18,7,14,13,108,16,27,Faces_easy
121,255,136,34,23,32,115,49,55,29,119,119,23,15,21,22,91,40,15,Faces_easy
53,255,44,36,26,27,62,41,18,23,130,31,25,9,19,20,73,23,15,Faces_easy
114,255,82,32,22,25,131,45,32,29,116,42,20,14,21,20,106,30,17,Faces_easy
124,255,110,25,19,21,148,32,21,30,118,85,19,9,15,11,85,18,25,Faces_easy
101,255,114,41,18,41,101,43,42,32,104,86,27,19,22,22,79,35,12,Faces_easy
112,255,91,26,23,27,104,38,43,35,109,81,17,12,20,22,109,22,23,Faces_easy
114,255,122,30,20,28,108,38,42,35,119,107,20,14,19,15,82,29,9,Faces_easy
69,255,54,41,20,31,77,49,12,35,137,49,22,14,24,16,83,27,22,Faces_easy
82,255,54,28,19,26,81,36,17,32,108,40,20,9,18,18,105,19,14,Faces_easy
109,255,121,37,31,33,94,56,78,36,110,114,24,16,34,27,131,33,24,Faces_easy
113,255,136,29,17,25,89,42,72,37,98,98,18,13,26,15,63,33,7,Faces_easy
180,254,234,38,24,30,140,47,83,43,101,207,26,22,31,18,94,38,24,Faces_easy
155,255,126,37,17,23,152,35,60,31,117,96,15,13,17,16,91,27,20,Faces_easy
169,255,151,37,26,37,126,40,69,39,97,155,22,15,31,20,102,31,28,Faces_easy
134,255,108,25,18,23,139,37,27,34,105,61,22,11,16,17,78,20,16,Faces_easy
95,255,93,35,24,28,97,41,46,40,102,108,19,14,22,18,69,28,13,Faces_easy
195,255,186,37,34,41,206,48,63,50,95,182,25,21,37,26,147,48,23,Faces_easy
88,255,65,35,33,35,82,40,13,37,95,41,24,13,21,22,94,29,18,Faces_easy
190,255,201,35,30,31,200,49,52,47,117,159,24,12,25,23,118,33,26,Faces_easy
109,255,97,29,27,30,120,39,15,35,95,58,21,12,18,16,104,20,23,Faces_easy
118,255,100,28,23,26,117,32,27,24,109,68,24,9,16,15,121,17,36,Faces_easy
132,255,149,53,34,53,101,57,62,41,140,148,34,21,32,23,70,39,20,Faces_easy
83,255,63,30,18,25,86,42,38,31,112,49,18,14,17,11,85,30,25,Faces_easy
139,255,144,40,27,32,149,53,45,36,101,122,22,24,31,27,124,38,17,Faces_easy
63,255,62,29,22,26,55,43,9,36,117,47,20,10,20,15,71,20,7,Faces_easy
101,255,102,32,26,26,87,36,25,33,117,111,24,11,20,17,89,23,16,Faces_easy
121,255,82,34,22,24,132,40,20,27,120,57,21,13,20,20,84,24,15,Faces_easy
100,255,73,30,16,23,95,34,83,33,122,73,18,8,21,14,71,28,17,Faces_easy
141,255,91,33,25,27,144,36,24,38,98,53,25,10,23,17,140,21,38,Faces_easy
77,255,69,29,23,30,81,35,29,28,120,49,16,13,18,17,48,27,7,Faces_easy
115,255,102,39,31,35,124,48,26,34,93,68,22,18,26,30,118,34,14,Faces_easy
121,255,120,28,23,17,106,34,29,37,106,87,15,8,18,20,103,24,27,Faces_easy
180,253,174,33,22,32,153,47,53,43,86,146,19,16,35,25,99,34,22,Faces_easy
108,255,92,32,26,36,102,47,64,30,126,89,25,15,29,25,109,40,20,Faces_easy
90,255,100,28,23,21,68,33,36,25,134,91,16,10,14,13,76,18,18,Faces_easy
92,255,99,27,18,25,77,35,16,31,146,62,21,13,20,16,75,30,13,Faces_easy
162,255,190,36,22,34,157,44,105,33,106,169,21,14,28,23,113,32,17,Faces_easy
149,255,139,24,15,17,105,28,95,24,96,160,14,11,11,11,89,20,30,Faces_easy
167,255,156,25,18,24,177,36,48,33,107,112,20,10,19,20,100,22,17,Faces_easy
122,255,106,25,26,27,137,46,29,34,108,82,23,14,16,27,107,31,29,Faces_easy
96,255,88,29,16,23,100,36,24,23,144,77,16,8,16,17,63,24,16,Faces_easy
150,234,146,31,27,29,119,42,60,36,98,135,20,14,24,24,150,25,23,Faces_easy
101,255,72,25,20,20,76,33,39,27,127,54,19,10,12,14,74,19,16,Faces_easy
148,255,128,39,25,32,163,40,13,34,105,98,26,10,26,16,115,28,19,Faces_easy
77,255,48,25,19,23,85,31,11,31,165,27,20,9,15,15,81,16,24,Faces_easy
158,255,171,34,21,30,133,45,43,32,114,132,25,14,22,19,110,38,21,Faces_easy
142,255,115,35,26,32,148,46,24,39,100,95,20,12,22,22,136,31,31,Faces_easy
126,255,123,28,23,25,116,42,46,28,117,117,20,11,19,17,97,19,18,Faces_easy
68,255,52,23,17,21,63,33,59,18,89,64,15,11,17,9,75,25,11,Faces_easy
170,255,171,28,21,35,142,33,78,36,126,100,19,11,25,21,96,22,23,Faces_easy
146,255,122,29,24,39,128,50,60,48,110,96,17,16,32,24,70,38,21,Faces_easy
48,255,59,32,23,31,53,41,21,33,119,60,20,14,21,19,61,25,8,Faces_easy
84,255,53,44,30,41,96,47,8,43,114,40,28,11,23,23,121,24,19,Faces_easy
173,255,144,29,19,26,149,36,45,30,108,149,16,10,20,20,143,27,31,Faces_easy
91,255,71,36,21,23,97,43,23,30,108,50,17,13,20,16,64,26,15,Faces_easy
143,255,120,34,25,41,130,53,32,36,95,102,22,12,27,19,98,32,20,Faces_easy
144,255,176,36,24,31,113,45,61,47,100,175,22,15,26,21,86,32,21,Faces_easy
133,255,124,30,29,33,119,36,65,33,104,104,21,17,19,20,150,24,38,Faces_easy
124,255,107,16,16,14,113,21,31,16,99,76,13,5,13,14,71,14,19,Faces_easy
68,255,51,22,18,23,72,32,20,26,122,31,17,7,16,15,86,15,19,Faces_easy
101,255,118,32,19,23,103,36,47,28,98,72,14,11,20,13,75,23,16,Faces_easy
194,255,175,25,22,26,133,36,53,36,100,155,17,9,19,16,131,24,25,Faces_easy
114,255,103,30,20,27,116,36,40,37,124,92,18,9,24,15,79,26,21,Faces_easy
92,255,52,28,29,30,112,34,22,39,98,30,24,12,19,17,84,25,20,Faces_easy
87,255,77,30,17,24,83,41,98,22,102,96,18,14,18,11,74,29,19,Faces_easy
177,248,175,39,31,39,180,52,26,34,97,177,26,16,29,30,136,33,25,Faces_easy
94,255,127,30,25,30,113,43,55,38,102,104,26,12,18,22,79,29,16,Faces_easy
167,255,160,26,20,23,146,35,123,32,77,165,20,13,24,23,125,31,23,Faces_easy
134,201,145,30,24,35,102,44,48,36,97,145,20,13,19,18,62,28,16,Faces_easy
148,255,141,35,19,32,143,42,83,35,96,119,20,15,26,25,97,31,26,Faces_easy
122,255,144,37,24,31,101,38,34,29,106,116,16,12,23,16,94,28,18,Faces_easy
152,255,162,34,25,37,133,48,52,36,119,132,25,15,25,22,88,32,15,Faces_easy
86,255,66,35,21,33,84,49,16,37,115,52,24,11,17,20,133,32,35,Faces_easy
124,255,67,19,22,18,130,25,37,14,136,70,21,5,9,11,124,9,22,Faces_easy
124,255,136,33,20,25,107,40,37,35,108,126,21,10,19,16,87,23,12,Faces_easy
80,255,60,31,24,27,77,34,34,29,100,74,20,13,16,15,75,20,17,Faces_easy
106,255,129,30,28,35,95,42,26,40,99,82,19,14,21,17,75,31,15,Faces_easy
132,255,133,38,29,37,139,42,51,43,112,104,24,14,25,23,118,31,18,Faces_easy
93,255,69,33,20,35,93,42,37,37,126,59,19,12,22,14,86,28,12,Faces_easy
97,255,74,26,24,24,129,38,6,26,147,36,23,12,14,17,126,21,19,Faces_easy
112,255,82,29,18,25,114,33,39,39,105,50,19,13,21,12,63,20,10,Faces_easy
114,255,71,34,20,31,115,43,41,39,96,48,27,15,28,19,115,38,30,Faces_easy
85,255,52,31,25,22,87,38,8,28,153,17,29,10,14,18,122,17,19,Faces_easy
116,255,127,34,29,37,125,51,56,48,99,98,24,17,28,26,86,33,16,Faces_easy
112,255,99,31,24,31,113,47,31,36,116,88,22,13,20,20,116,32,19,Faces_easy
102,255,80,36,25,34,124,48,34,36,108,62,24,10,23,28,106,34,16,Faces_easy
114,255,77,29,19,24,131,47,17,32,111,46,20,13,21,24,87,25,16,Faces_easy
105,255,105,37,17,33,88,38,38,33,111,74,21,14,26,17,67,31,12,Faces_easy
83,255,57,40,30,38,97,51,10,31,108,30,29,17,27,17,73,36,12,Faces_easy
